N_params_B,D_tokens_B,val_loss,step,interpolated,pred
0.162405,295.293,2.5981,141,1,2.59893707050862
0.162405,299.893,2.5959,143,1,2.597847715261725
0.409009,0.134,4.3484,0,1,4.347482666468165
0.409009,0.136,4.3406,0,1,4.338465810335171
0.409009,0.138,4.3315,0,1,4.329617113597345
0.409009,0.14,4.3194,0,1,4.3209310703763935
0.409009,0.143,4.3119,0,1,4.308195562186906
0.409009,0.145,4.2972,0,1,4.299893705060638
0.409009,0.147,4.2996,0,1,4.291737146744289
0.409009,0.149,4.2861,0,1,4.2837214186366905
0.409009,0.152,4.275,0,1,4.2719525854054385
0.409009,0.154,4.2715,0,1,4.264270636069922
0.409009,0.156,4.2574,0,1,4.256715342922828
0.409009,0.159,4.2531,0,1,4.245611891886724
0.409009,0.161,4.243,0,1,4.2383575013709445
0.409009,0.164,4.2386,0,1,4.227689506537162
0.409009,0.166,4.2285,0,1,4.220715316946214
0.409009,0.169,4.2185,0,1,4.210453263280183
0.409009,0.172,4.2089,0,1,4.200421784321847
0.409009,0.174,4.2016,0,1,4.193857729095123
0.409009,0.177,4.1916,0,1,4.1841906387850365
0.409009,0.18,4.1857,0,1,4.174731042473018
0.409009,0.183,4.1755,0,1,4.16547113797262
0.409009,0.185,4.1673,0,1,4.159405144096203
0.409009,0.188,4.1605,0,1,4.150461835898622
0.409009,0.191,4.1473,0,1,4.141699367598608
0.409009,0.194,4.1391,0,1,4.133111327017769
0.409009,0.197,4.1308,0,1,4.124691624052447
0.409009,0.2,4.1266,0,1,4.116434469882419
0.409009,0.203,4.1149,0,1,4.108334357810769
0.409009,0.207,4.1061,0,1,4.097769471439701
0.409009,0.21,4.1003,0,1,4.0900158310318275
0.409009,0.213,4.0945,0,1,4.082402697483788
0.409009,0.216,4.0806,0,1,4.074925598760576
0.409009,0.22,4.0713,0,1,4.065160390730749
0.409009,0.223,4.0609,0,1,4.057984427859074
0.409009,0.227,4.055,0,1,4.0486064272016815
0.409009,0.23,4.0472,0,1,4.0417106566105225
0.409009,0.234,4.0375,0,1,4.032693337171342
0.409009,0.237,4.0282,0,1,4.026058848686598
0.409009,0.241,4.0192,0,1,4.017378222274455
0.409009,0.245,4.0147,0,1,4.008880091212911
0.409009,0.249,4.0021,0,1,4.000557731925508
0.409009,0.253,3.9964,0,1,3.9924047715306896
0.409009,0.256,3.9882,0,1,3.98639757071943
0.409009,0.26,3.9787,0,1,3.978526695573388
0.409009,0.265,3.9694,0,1,3.968903335109687
0.409009,0.269,3.9625,0,1,3.96137047192729
0.409009,0.273,3.9498,0,1,3.9539796445456132
0.409009,0.277,3.9469,0,1,3.946726151791305
0.409009,0.281,3.9421,0,1,3.9396055131371694
0.409009,0.286,3.932,0,1,3.93088504967118
0.409009,0.29,3.9238,0,1,3.924048004778499
0.409009,0.295,3.9185,0,1,3.9156695380849804
0.409009,0.299,3.9108,0,1,3.9090965758859744
0.409009,0.304,3.9049,0,1,3.9010369258682243
0.409009,0.309,3.8985,0,1,3.8931451993207773
0.409009,0.314,3.8904,0,1,3.885415264032039
0.409009,0.318,3.8814,0,1,3.8793438876295916
0.409009,0.323,3.8811,0,1,3.8718907220517087
0.409009,0.328,3.8688,0,1,3.864583798247763
0.409009,0.334,3.8592,0,1,3.856001458353318
0.409009,0.339,3.8575,0,1,3.8489988912886934
0.409009,0.344,3.8511,0,1,3.8421272998918257
0.409009,0.349,3.8446,0,1,3.8353823834023375
0.409009,0.355,3.8349,0,1,3.8274499343946635
0.409009,0.36,3.8261,0,1,3.8209695333011497
0.409009,0.366,3.8197,0,1,3.8133434826707617
0.409009,0.372,3.8146,0,1,3.805875805854413
0.409009,0.377,3.8043,0,1,3.799769553592423
0.409009,0.383,3.7975,0,1,3.79257747073901
0.409009,0.389,3.7892,0,1,3.785528185030276
0.409009,0.395,3.7828,0,1,3.778616723429484
0.409009,0.402,3.7791,0,1,3.770721251674896
0.409009,0.408,3.7727,0,1,3.7640924963848326
0.409009,0.414,3.7661,0,1,3.7575873637259676
0.409009,0.421,3.7582,0,1,3.7501488981190314
0.409009,0.427,3.754,0,1,3.743897978911914
0.409009,0.434,3.7415,0,1,3.736745833825861
0.409009,0.441,3.7361,0,1,3.729739849363861
0.409009,0.447,3.728,0,1,3.723847074840984
0.409009,0.454,3.7221,0,1,3.717098839844649
0.409009,0.461,3.714,0,1,3.7104824949980872
0.409009,0.469,3.7072,0,1,3.703076664938295
0.409009,0.476,3.7015,0,1,3.6967279944293243
0.409009,0.483,3.6933,0,1,3.6904977231248184
0.409009,0.491,3.6893,0,1,3.683517427078593
0.409009,0.499,3.6812,0,1,3.6766812175102617
0.409009,0.506,3.6699,0,1,3.6708136247390124
0.409009,0.514,3.6642,0,1,3.6642337351838843
0.409009,0.522,3.6597,0,1,3.6577836488921633
0.409009,0.53,3.6506,0,1,3.6514588739394025
0.409009,0.539,3.6456,0,1,3.644487977751889
0.409009,0.547,3.6354,0,1,3.6384155626839614
0.409009,0.556,3.6348,0,1,3.63171854137723
0.409009,0.564,3.6259,0,1,3.625881093017869
0.409009,0.573,3.621,0,1,3.619439351324199
0.409009,0.582,3.613,0,1,3.6131258404295092
0.409009,0.591,3.6119,0,1,3.6069360831849737
0.409009,0.6,3.6002,0,1,3.600865823930736
0.409009,0.61,3.5956,0,1,3.594256326226642
0.409009,0.619,3.5901,0,1,3.5884252822744434
0.409009,0.629,3.5857,0,1,3.5820723039509805
0.409009,0.638,3.5809,0,1,3.576464185483725
0.409009,0.648,3.5726,0,1,3.5703505151606834
0.409009,0.659,3.5653,0,1,3.5637634471401114
0.409009,0.669,3.5629,0,1,3.5578961880008793
0.409009,0.679,3.5579,0,1,3.55214013221964
0.409009,0.69,3.5515,0,1,3.545932500695458
0.409009,0.701,3.5465,0,1,3.5398502717269498
0.409009,0.711,3.5364,0,1,3.534426050659606
0.409009,0.723,3.5362,0,1,3.5280444751523734
0.409009,0.734,3.5284,0,1,3.522312677326356
0.409009,0.745,3.5227,0,1,3.516689793987984
0.409009,0.757,3.5179,0,1,3.510675692239845
0.409009,0.769,3.5129,0,1,3.504782404583356
0.409009,0.781,3.5036,0,1,3.499005674801262
0.409009,0.793,3.4981,0,1,3.493341459104638
0.409009,0.805,3.4931,0,1,3.487785912505384
0.409009,0.818,3.4853,0,1,3.481885794526564
0.409009,0.83,3.483,0,1,3.4765450929632937
0.409009,0.843,3.4737,0,1,3.4708697515555453
0.409009,0.856,3.4708,0,1,3.4653053498592423
0.409009,0.87,3.4661,0,1,3.4594326259863157
0.409009,0.883,3.4596,0,1,3.454086692331301
0.409009,0.897,3.4512,0,1,3.4484410606443037
0.409009,0.911,3.4454,0,1,3.442907109216865
0.409009,0.925,3.4408,0,1,3.437480962779092
0.409009,0.94,3.4369,0,1,3.4317826823882926
0.409009,0.954,3.4274,0,1,3.426568327314178
0.409009,0.969,3.4226,0,1,3.4210891214775314
0.409009,0.984,3.4181,0,1,3.4157174255000102
0.409009,1.0,3.4137,0,1,3.410101949907986
0.409009,1.015,3.4066,0,1,3.4049409167912197
0.409009,1.031,3.4037,0,1,3.399542343086134
0.409009,1.047,3.3931,0,1,3.3942499616435517
0.409009,1.063,3.387,0,1,3.3890601080413565
0.409009,1.08,3.3839,0,1,3.3836543333065814
0.409009,1.097,3.3803,0,1,3.3783563973574484
0.409009,1.114,3.373,0,1,3.373162527096924
0.409009,1.131,3.3664,0,1,3.368069136474037
0.409009,1.149,3.3656,0,1,3.362781865993289
0.409009,1.167,3.361,0,1,3.3575995730473087
0.409009,1.185,3.3554,0,1,3.352518601700691
0.409009,1.203,3.3494,0,1,3.3475354764272325
0.409009,1.222,3.3452,0,1,3.3423780105892322
0.409009,1.241,3.3413,0,1,3.337322184421415
0.409009,1.26,3.336,0,1,3.332364484127142
0.409009,1.28,3.3301,0,1,3.327248189732166
0.409009,1.3,3.3268,0,1,3.3222332162444745
0.409009,1.32,3.3207,0,1,3.317316044034233
0.409009,1.341,3.3174,0,1,3.31225461251632
0.409009,1.362,3.3106,0,1,3.307293637452421
0.409009,1.383,3.3064,0,1,3.302429621629651
0.409009,1.404,3.3031,0,1,3.2976592403500593
0.409009,1.426,3.2965,0,1,3.292758682433747
0.409009,1.449,3.2906,0,1,3.287737786657272
0.409009,1.471,3.2889,0,1,3.283029742725099
0.409009,1.494,3.2839,0,1,3.2782031082303513
0.409009,1.517,3.2801,0,1,3.273470664447154
0.409009,1.541,3.2675,0,1,3.2686293985648036
0.409009,1.565,3.2708,0,1,3.2638836990141007
0.409009,1.589,3.2653,0,1,3.2592302565685465
0.409009,1.614,3.2596,0,1,3.254477632948272
0.409009,1.639,3.2529,0,1,3.2498183198186252
0.409009,1.665,3.25,0,1,3.245068164827065
0.409009,1.691,3.2448,0,1,3.2404120239313956
0.409009,1.717,3.2416,0,1,3.2358466332344173
0.409009,1.744,3.2373,0,1,3.2311983782929374
0.409009,1.771,3.231,0,1,3.2266413391223394
0.409009,1.799,3.2242,0,1,3.222008510323168
0.409009,1.827,3.2222,0,1,3.2174670745925127
0.409009,1.855,3.2184,0,1,3.213013869215138
0.409009,1.884,3.208,0,1,3.2084914270347715
0.409009,1.913,3.2083,0,1,3.2040572272179944
0.409009,1.943,3.1989,0,1,3.1995597689442756
0.409009,1.973,3.1969,0,1,3.1951503323567367
0.409009,2.004,3.1936,0,1,3.190683177118495
0.409009,2.035,3.186,0,1,3.186303613220862
0.409009,2.067,3.18,0,1,3.1818714551170366
0.409009,2.099,3.1763,1,1,3.177526270630142
0.409009,2.132,3.1721,1,1,3.173133224689046
0.409009,2.165,3.1651,1,1,3.168826368588352
0.409009,2.199,3.1614,1,1,3.1644760158309944
0.409009,2.233,3.1605,1,1,3.160210923276393
0.409009,2.268,3.1554,1,1,3.1559063543768815
0.409009,2.303,3.1564,1,1,3.1516859891271767
0.409009,2.339,3.1467,1,1,3.1474298462929506
0.409009,2.375,3.1442,1,1,3.143256741274562
0.409009,2.412,3.1406,1,1,3.139051258079207
0.409009,2.45,3.1385,1,1,3.1348172109235732
0.409009,2.488,3.1257,1,1,3.130666403007796
0.409009,2.527,3.1268,1,1,3.1264899068065874
0.409009,2.566,3.1267,1,1,3.1223951153695015
0.409009,2.606,3.1248,1,1,3.118277266392596
0.409009,2.647,3.1177,1,1,3.1141395994634964
0.409009,2.688,3.1131,1,1,3.1100831680759846
0.409009,2.73,3.1148,1,1,3.1060091071695273
0.409009,2.773,3.1078,1,1,3.1019203340099772
0.409009,2.816,3.1024,1,1,3.0979119259471415
0.409009,2.86,3.0961,1,1,3.09389059947628
0.409009,2.904,3.0908,1,1,3.0899476963244776
0.409009,2.949,3.0925,1,1,3.085993503073091
0.409009,2.995,3.0878,1,1,3.082030479925812
0.409009,3.042,3.0821,1,1,3.078060976924003
0.409009,3.089,3.0747,1,1,3.074169214192782
0.409009,3.138,3.072,1,1,3.070191734539682
0.409009,3.186,3.0704,1,1,3.066371771435491
0.409009,3.236,3.0647,1,1,3.0624701982422087
0.409009,3.286,3.0596,1,1,3.0586450389361115
0.409009,3.338,3.061,1,1,3.054745112105569
0.409009,3.39,3.0537,1,1,3.0509221886544404
0.409009,3.442,3.0516,1,1,3.047173601496353
0.409009,3.496,3.0477,1,1,3.0433568003066913
0.409009,3.551,3.0459,1,1,3.039546119646989
0.409009,3.606,3.0429,1,1,3.035810251696821
0.409009,3.662,3.0377,1,1,3.0320806614763067
0.409009,3.719,3.0289,1,1,3.0283587055499104
0.409009,3.777,3.0279,1,1,3.024645665745601
0.409009,3.836,3.0248,1,1,3.0209427515417664
0.409009,3.896,3.0214,1,1,3.0172511024799817
0.409009,3.956,3.0155,1,1,3.0136315206158524
0.409009,4.018,3.0136,1,1,3.0099643757611183
0.409009,4.08,3.0035,1,1,3.0063689585396576
0.409009,4.144,3.0029,1,1,3.002730187265386
0.409009,4.209,2.9971,2,1,2.9991074593391964
0.409009,4.274,2.9981,2,1,2.9955556472774014
0.409009,4.341,2.9954,2,1,2.99196619697461
0.409009,4.408,2.9926,2,1,2.9884469711688055
0.409009,4.477,2.9893,2,1,2.9848935505080085
0.409009,4.547,2.9798,2,1,2.9813595564645508
0.409009,4.618,2.976,2,1,2.977845514476312
0.409009,4.69,2.975,2,1,2.9743519075017413
0.409009,4.763,2.9736,2,1,2.9708791780191164
0.409009,4.837,2.9724,2,1,2.9674277299648435
0.409009,4.912,2.9639,2,1,2.96399793060981
0.409009,4.989,2.9611,2,1,2.9605457164326907
0.409009,5.066,2.9592,2,1,2.957161040645663
0.409009,5.145,2.9538,2,1,2.9537562144281635
0.409009,5.225,2.953,2,1,2.950375815554816
0.409009,5.307,2.9426,2,1,2.946978979750403
0.409009,5.389,2.9467,2,1,2.943648672844067
0.409009,5.473,2.9413,2,1,2.9403037327608015
0.409009,5.559,2.9387,2,1,2.9369465545404556
0.409009,5.645,2.9322,2,1,2.933655209064168
0.409009,5.733,2.9323,2,1,2.9303531058012524
0.409009,5.823,2.9314,2,1,2.9270423968800054
0.409009,5.913,2.9248,2,1,2.9237965493791895
0.409009,6.005,2.9188,2,1,2.920543290778995
0.409009,6.099,2.9181,2,1,2.9172845510884646
0.409009,6.194,2.9143,2,1,2.914055820499287
0.409009,6.29,2.9112,3,1,2.910856865154644
0.409009,6.388,2.9048,3,1,2.9076550917189508
0.409009,6.488,2.9047,3,1,2.9044521462371713
0.409009,6.589,2.8991,3,1,2.901280683531112
0.409009,6.692,2.8969,3,1,2.8981098739853652
0.409009,6.796,2.8951,3,1,2.894971040806388
0.409009,6.902,2.8919,3,1,2.8918344912992002
0.409009,7.009,2.8918,3,1,2.888730274995236
0.409009,7.118,2.8824,3,1,2.8856297936456072
0.409009,7.229,2.8845,3,1,2.8825342638673495
0.409009,7.342,2.8812,3,1,2.87944483694815
0.409009,7.456,2.8754,3,1,2.87638914011176
0.409009,7.572,2.8759,3,1,2.873340617695598
0.409009,7.69,2.8704,3,1,2.8703002654312275
0.409009,7.81,2.8673,3,1,2.8672690217706767
0.409009,7.932,2.8656,3,1,2.8642477698595505
0.409009,8.055,2.8628,3,1,2.8612613794699384
0.409009,8.181,2.858,3,1,2.858262076251087
0.409009,8.308,2.8523,3,1,2.855298218233556
0.409009,8.438,2.8496,4,1,2.8523238183849857
0.409009,8.569,2.8498,4,1,2.8493852932785364
0.409009,8.703,2.8495,4,1,2.846438378449773
0.409009,8.838,2.8455,4,1,2.843527628219277
0.409009,8.976,2.8425,4,1,2.8406104368144494
0.409009,9.116,2.8405,4,1,2.8377090524428117
0.409009,9.258,2.8347,4,1,2.8348239103804675
0.409009,9.402,2.8342,4,1,2.8319554110311085
0.409009,9.548,2.8292,4,1,2.8291039215575586
0.409009,9.697,2.8264,4,1,2.8262508165199556
0.409009,9.848,2.8285,4,1,2.823416102560398
0.409009,10.002,2.8191,4,1,2.8205818084135474
0.409009,10.157,2.8206,4,1,2.81778496331418
0.409009,10.316,2.8152,4,1,2.814972145005495
0.409009,10.476,2.8138,5,1,2.8121971067340525
0.409009,10.64,2.811,5,1,2.809408437731486
0.409009,10.805,2.8085,5,1,2.8066577455744484
0.409009,10.974,2.808,5,1,2.8038955568937682
0.409009,11.145,2.802,5,1,2.8011555543120568
0.409009,11.318,2.7969,5,1,2.7984377288991786
0.409009,11.495,2.7942,5,1,2.7957115537746304
0.409009,11.674,2.7915,5,1,2.7930086838981927
0.409009,11.855,2.7918,5,1,2.7903290278479194
0.409009,12.04,2.7887,5,1,2.7876437366093354
0.409009,12.228,2.7826,5,1,2.784968472758091
0.409009,12.418,2.7823,5,1,2.7823177159037082
0.409009,12.612,2.78,6,1,2.7796641901453123
0.409009,12.808,2.7773,6,1,2.7770358456024913
0.409009,13.008,2.7717,6,1,2.774406408610916
0.409009,13.21,2.7727,6,1,2.7718026901874366
0.409009,13.416,2.7674,6,1,2.769199383045885
0.409009,13.625,2.7669,6,1,2.7666099391328616
0.409009,13.837,2.763,6,1,2.764034759125926
0.409009,14.053,2.7602,6,1,2.761462420004536
0.409009,14.272,2.759,6,1,2.7589055141651473
0.409009,14.494,2.754,6,1,2.7563643372362976
0.409009,14.72,2.7505,7,1,2.7538280453298647
0.409009,14.949,2.7503,7,1,2.75130842792353
0.409009,15.182,2.7498,7,1,2.748795007963182
0.409009,15.418,2.7452,7,1,2.7462990654606636
0.409009,15.659,2.7397,7,1,2.7438002122949032
0.409009,15.903,2.7426,7,1,2.7413199107532114
0.409009,16.15,2.7416,7,1,2.738858241032479
0.409009,16.402,2.7377,7,1,2.7363959149526
0.409009,16.657,2.7335,7,1,2.733953084660189
0.409009,16.917,2.7315,8,1,2.7315111556450353
0.409009,17.18,2.7311,8,1,2.7290894454092243
0.409009,17.448,2.7256,8,1,2.726670029616489
0.409009,17.72,2.7288,8,1,2.7242626628658417
0.409009,17.996,2.7189,8,1,2.7218677670818447
0.409009,18.276,2.7219,8,1,2.719485732785258
0.409009,18.561,2.7176,8,1,2.7171086617349673
0.409009,18.85,2.7158,9,1,2.7147454675162326
0.409009,19.144,2.7102,9,1,2.7123885062952233
0.409009,19.442,2.7124,9,1,2.7100462951594824
0.409009,19.745,2.7064,9,1,2.70771143789607
0.409009,20.052,2.706,9,1,2.7053920736054238
0.409009,20.365,2.7057,9,1,2.7030737127802436
0.409009,20.682,2.7,9,1,2.7007717554506474
0.409009,21.004,2.6997,10,1,2.698479272020219
0.409009,21.331,2.6968,10,1,2.696196777626038
0.409009,21.664,2.6941,10,1,2.6939179770548294
0.409009,22.001,2.6929,10,1,2.6916570027193094
0.409009,22.344,2.6902,10,1,2.6894008465017065
0.409009,22.692,2.6889,10,1,2.687156662502936
0.409009,23.045,2.685,11,1,2.684924800099985
0.409009,23.404,2.6832,11,1,2.6826994432826647
0.409009,23.769,2.6773,11,1,2.680481248060816
0.409009,24.139,2.6776,11,1,2.6782767305628976
0.409009,24.515,2.6767,11,1,2.676080338711795
0.409009,24.897,2.6722,11,1,2.673892621561957
0.409009,25.285,2.6726,12,1,2.6717140930744625
0.409009,25.679,2.6689,12,1,2.669545233503973
0.409009,26.079,2.6676,12,1,2.6673864907658715
0.409009,26.485,2.6642,12,1,2.6652382817802396
0.409009,26.898,2.6604,12,1,2.6630958572720607
0.409009,27.317,2.6644,13,1,2.6609649136487663
0.409009,27.742,2.6562,13,1,2.6588457763852276
0.409009,28.174,2.6555,13,1,2.656733904529249
0.409009,28.613,2.652,13,1,2.6546298571328326
0.409009,29.059,2.6539,13,1,2.6525341583352255
0.409009,29.512,2.6468,14,1,2.6504472987079026
0.409009,29.971,2.651,14,1,2.6483742086717146
0.409009,30.438,2.6464,14,1,2.6463062838172764
0.409009,30.912,2.6463,14,1,2.6442484834025275
0.409009,31.394,2.6396,15,1,2.6421969623433723
0.409009,31.883,2.6394,15,1,2.64015644227703
0.409009,32.38,2.6359,15,1,2.6381231834773184
0.409009,32.884,2.6353,15,1,2.6361016817605747
0.409009,33.396,2.6333,15,1,2.6340883012659044
0.409009,33.917,2.6357,16,1,2.632079688559368
0.409009,34.445,2.6287,16,1,2.630083986528333
0.409009,34.982,2.6283,16,1,2.6280940362299314
0.409009,35.526,2.624,16,1,2.6261176238100328
0.409009,36.08,2.627,17,1,2.6241443016413943
0.409009,36.642,2.6196,17,1,2.622181722793185
0.409009,37.213,2.6188,17,1,2.6202267871108083
0.409009,37.792,2.6152,18,1,2.6182832838255603
0.409009,38.381,2.617,18,1,2.616344935782136
0.409009,38.979,2.6122,18,1,2.614415539142734
0.409009,39.586,2.6079,18,1,2.612495472051808
0.409009,40.203,2.6121,19,1,2.6105820151396406
0.409009,40.829,2.6068,19,1,2.6086786851326
0.409009,41.465,2.6029,19,1,2.6067828279858007
0.409009,42.111,2.6054,20,1,2.6048948912330725
0.409009,42.767,2.6011,20,1,2.603015293132631
0.409009,43.433,2.5973,20,1,2.6011444238515797
0.409009,44.11,2.5992,21,1,2.5992799196266807
0.409009,44.797,2.5964,21,1,2.5974249516791392
0.409009,45.495,2.5976,21,1,2.595577208322106
0.409009,46.204,2.5932,22,1,2.593737129456004
0.409009,46.923,2.594,22,1,2.5919076457391874
0.409009,47.654,2.5901,22,1,2.590084052585921
0.409009,48.397,2.5878,23,1,2.588266855370152
0.409009,49.15,2.5885,23,1,2.586461276900173
0.409009,49.916,2.5848,23,1,2.5846604992869944
0.409009,50.694,2.5822,24,1,2.5828673627737135
0.409009,51.483,2.5758,24,1,2.581084495734668
0.409009,52.285,2.5798,25,1,2.5793077439920453
0.409009,53.1,2.5793,25,1,2.5775375782053724
0.409009,53.927,2.5773,25,1,2.575776548085093
0.409009,54.767,2.5741,26,1,2.5740228754995846
0.409009,55.62,2.5734,26,1,2.572276948726493
0.409009,56.487,2.5726,27,1,2.5705371429984805
0.409009,57.367,2.5649,27,1,2.568805860312941
0.409009,58.26,2.5676,27,1,2.5670834115694197
0.409009,59.168,2.5651,28,1,2.565366339847193
0.409009,60.09,2.5628,28,1,2.5636569670212457
0.409009,61.026,2.5615,29,1,2.5619556416216134
0.409009,61.976,2.5597,29,1,2.56026268792711
0.409009,62.942,2.5555,30,1,2.5585749470306296
0.409009,63.922,2.5521,30,1,2.5568962931396335
0.409009,64.918,2.5558,31,1,2.55522365395008
0.409009,65.929,2.552,31,1,2.553559088206233
0.409009,66.956,2.5507,32,1,2.5519013031068916
0.409009,67.999,2.5497,32,1,2.5502506758144974
0.409009,69.058,2.5529,33,1,2.548607558443323
0.409009,70.134,2.5465,33,1,2.546970772862302
0.409009,71.227,2.5458,34,1,2.5453407126443874
0.409009,72.336,2.5413,34,1,2.5437191935559285
0.409009,73.463,2.5402,35,1,2.5421036351806294
0.409009,74.608,2.5411,35,1,2.5404944425676956
0.409009,75.77,2.5378,36,1,2.538893359204717
0.409009,76.95,2.5355,36,1,2.537299321649069
0.409009,78.149,2.5384,37,1,2.535711350594931
0.409009,79.366,2.5355,37,1,2.534131118003608
0.409009,80.603,2.53,38,1,2.5325563885940547
0.409009,81.858,2.5288,39,1,2.530990046879304
0.409009,83.133,2.5311,39,1,2.5294299113701966
0.409009,84.428,2.5275,40,1,2.5278763469891237
0.409009,85.744,2.5247,41,1,2.526328530115125
0.409009,87.079,2.5247,41,1,2.5247891307070827
0.409009,88.436,2.5237,42,1,2.5232550180452598
0.409009,89.813,2.5226,42,1,2.52172879344365
0.409009,91.212,2.5235,43,1,2.5202085569206996
0.409009,92.633,2.5175,44,1,2.5186946675603092
0.409009,94.076,2.5184,45,1,2.517187460963526
0.409009,95.542,2.5146,45,1,2.5156862362391053
0.409009,97.03,2.5141,46,1,2.514192338525381
0.409009,98.542,2.513,47,1,2.5127040881558758
0.409009,100.077,2.5103,47,1,2.511222804940652
0.409009,101.636,2.5114,48,1,2.5097478367211834
0.409009,103.219,2.5088,49,1,2.508279502850958
0.409009,104.827,2.5078,50,1,2.506817200579474
0.409009,106.46,2.5038,50,1,2.505361259757832
0.409009,108.118,2.5033,51,1,2.503911988250562
0.409009,109.802,2.5004,52,1,2.5024688242780995
0.409009,111.513,2.4986,53,1,2.5010312523328415
0.409009,113.25,2.5017,54,1,2.499600432025553
0.409009,115.014,2.5004,55,1,2.49817583735952
0.409009,116.806,2.4962,55,1,2.4967569854046148
0.409009,118.625,2.4943,56,1,2.4953449712884064
0.409009,120.473,2.4947,57,1,2.4939385476226086
0.409009,122.35,2.4926,58,1,2.4925380437931306
0.409009,124.256,2.4916,59,1,2.491143767566183
0.409009,126.191,2.4876,60,1,2.4897560059658685
0.409009,128.157,2.49,61,1,2.488373633676928
0.409009,130.154,2.4848,62,1,2.486996980599055
0.409009,132.181,2.4834,63,1,2.4856270243460608
0.409009,134.24,2.4842,64,1,2.48426270118071
0.409009,136.331,2.481,65,1,2.4829043184456747
0.409009,138.455,2.4818,66,1,2.4815515323466877
0.409009,140.612,2.4834,67,1,2.4802046471358827
0.409009,142.802,2.4772,68,1,2.4788639467577016
0.409009,145.027,2.4755,69,1,2.4775285070894557
0.409009,147.286,2.4765,70,1,2.4761992264307287
0.409009,149.58,2.4753,71,1,2.474875794306531
0.409009,151.91,2.4763,72,1,2.4735579265438994
0.409009,154.277,2.4712,73,1,2.4722453638449617
0.409009,156.68,2.4707,74,1,2.4709389470482743
0.409009,159.121,2.4713,76,1,2.469637871514325
0.409009,161.6,2.4694,77,1,2.4683424322420495
0.409009,164.117,2.4673,78,1,2.467052904606426
0.409009,166.674,2.4659,79,1,2.4657685504607416
0.409009,169.27,2.4616,80,1,2.4644901543758886
0.409009,171.907,2.4626,82,1,2.4632170089590995
0.409009,174.585,2.4623,83,1,2.461949401441764
0.409009,177.304,2.4597,84,1,2.4606875999105977
0.409009,180.066,2.455,86,1,2.459430953085211
0.409009,182.871,2.4591,87,1,2.4581797460347685
0.409009,185.72,2.4541,88,1,2.456933811849692
0.409009,188.613,2.4578,90,1,2.455693423909053
0.409009,191.551,2.4531,91,1,2.454458420935415
0.409009,194.535,2.4524,93,1,2.4532286565877026
0.409009,197.566,2.4522,94,1,2.45200399859269
0.409009,200.643,2.4532,96,1,2.450785112377102
0.409009,203.769,2.4514,97,1,2.4495710761428873
0.409009,206.943,2.4487,99,1,2.448362549907823
0.409009,210.167,2.4473,100,1,2.447159036651769
0.409009,213.441,2.4489,102,1,2.4459608050710897
0.409009,216.766,2.4452,103,1,2.4447677505889174
0.409009,220.142,2.4425,105,1,2.443580127541392
0.409009,223.572,2.4384,106,1,2.442397148402579
0.409009,227.054,2.4395,108,1,2.441219763329265
0.409009,230.591,2.4397,110,1,2.440047210432462
0.409009,234.183,2.4373,112,1,2.4388797544140677
0.409009,237.831,2.4382,113,1,2.4377173268245227
0.409009,241.536,2.435,115,1,2.4365598670212267
0.409009,245.299,2.4355,117,1,2.4354073216523586
0.409009,249.12,2.433,119,1,2.4342599414936275
0.409009,253.001,2.4321,121,1,2.4331173773407104
0.409009,256.942,2.4326,122,1,2.4319798809869466
0.409009,260.944,2.432,124,1,2.4308474070837756
0.409009,265.009,2.4305,126,1,2.4297196412802937
0.409009,269.138,2.4274,128,1,2.4285965653724433
0.409009,273.33,2.4271,130,1,2.4274786935232755
0.409009,277.588,2.426,132,1,2.426365466952345
0.409009,281.912,2.4277,134,1,2.425257133671436
0.409009,286.304,2.4285,136,1,2.424153427419346
0.409009,290.764,2.4226,139,1,2.4230545929011718
0.409009,295.293,2.4196,141,1,2.421960619218849
0.409009,299.893,2.4219,143,1,2.420871263971954
1.040867,0.134,4.2162,0,1,4.216963275245922
1.040867,0.136,4.2056,0,1,4.207946419112927
1.040867,0.138,4.1963,0,1,4.199097722375101
1.040867,0.14,4.1888,0,1,4.19041167915415
1.040867,0.143,4.182,0,1,4.177676170964663
1.040867,0.145,4.1702,0,1,4.169374313838395
1.040867,0.147,4.1651,0,1,4.1612177555220455
1.040867,0.149,4.1566,0,1,4.153202027414447
1.040867,0.152,4.1492,0,1,4.141433194183195
1.040867,0.154,4.1344,0,1,4.133751244847678
1.040867,0.156,4.1309,0,1,4.126195951700584
1.040867,0.159,4.1223,0,1,4.11509250066448
1.040867,0.161,4.1133,0,1,4.107838110148701
1.040867,0.164,4.1062,0,1,4.097170115314919
1.040867,0.166,4.095,0,1,4.090195925723971
1.040867,0.169,4.0875,0,1,4.079933872057939
1.040867,0.172,4.0784,0,1,4.069902393099603
1.040867,0.174,4.0652,0,1,4.06333833787288
1.040867,0.177,4.0609,0,1,4.053671247562793
1.040867,0.18,4.0524,0,1,4.044211651250775
1.040867,0.183,4.0459,0,1,4.034951746750377
1.040867,0.185,4.0366,0,1,4.0288857528739594
1.040867,0.188,4.0216,0,1,4.019942444676379
1.040867,0.191,4.0183,0,1,4.011179976376364
1.040867,0.194,4.0098,0,1,4.002591935795525
1.040867,0.197,4.0032,0,1,3.994172232830204
1.040867,0.2,3.9915,0,1,3.9859150786601756
