N_params_B,D_tokens_B,val_loss,step,interpolated,pred
0.070542,0.94,3.8253,0,1,3.8240112041073955
0.070542,0.954,3.821,0,1,3.818796849033281
0.070542,0.969,3.8168,0,1,3.8133176431966342
0.070542,0.984,3.8126,0,1,3.807945947219113
0.070542,1.0,3.8047,0,1,3.802330471627089
0.070542,1.015,3.7982,0,1,3.7971694385103225
0.070542,1.031,3.794,0,1,3.791770864805237
0.070542,1.047,3.7857,0,1,3.7864784833626546
0.070542,1.063,3.7795,0,1,3.7812886297604593
0.070542,1.08,3.7757,0,1,3.775882855025684
0.070542,1.097,3.7695,0,1,3.7705849190765512
0.070542,1.114,3.7663,0,1,3.765391048816027
0.070542,1.131,3.7597,0,1,3.76029765819314
0.070542,1.149,3.7609,0,1,3.755010387712392
0.070542,1.167,3.7492,0,1,3.7498280947664115
0.070542,1.185,3.7488,0,1,3.7447471234197938
0.070542,1.203,3.7417,0,1,3.7397639981463353
0.070542,1.222,3.7377,0,1,3.734606532308335
0.070542,1.241,3.7357,0,1,3.7295507061405178
0.070542,1.26,3.7248,0,1,3.724593005846245
0.070542,1.28,3.7235,0,1,3.719476711451269
0.070542,1.3,3.7213,0,1,3.7144617379635774
0.070542,1.32,3.7114,0,1,3.709544565753336
0.070542,1.341,3.7094,0,1,3.704483134235423
0.070542,1.362,3.7017,0,1,3.699522159171524
0.070542,1.383,3.6971,0,1,3.6946581433487538
0.070542,1.404,3.6939,0,1,3.689887762069162
0.070542,1.426,3.6896,0,1,3.6849872041528497
0.070542,1.449,3.6852,0,1,3.679966308376375
0.070542,1.471,3.6756,0,1,3.675258264444202
0.070542,1.494,3.6792,0,1,3.670431629949454
0.070542,1.517,3.6676,0,1,3.6656991861662567
0.070542,1.541,3.6644,0,1,3.6608579202839064
0.070542,1.565,3.6629,0,1,3.6561122207332035
0.070542,1.589,3.6559,0,1,3.6514587782876493
0.070542,1.614,3.652,0,1,3.646706154667375
0.070542,1.639,3.6433,0,1,3.642046841537728
0.070542,1.665,3.6405,0,1,3.637296686546168
0.070542,1.691,3.6386,0,1,3.6326405456504984
0.070542,1.717,3.6329,0,1,3.62807515495352
0.070542,1.744,3.6284,0,1,3.6234269000120403
0.070542,1.771,3.6212,0,1,3.6188698608414422
0.070542,1.799,3.6188,0,1,3.6142370320422708
0.070542,1.827,3.615,0,1,3.6096955963116155
0.070542,1.855,3.6052,0,1,3.605242390934241
0.070542,1.884,3.6046,0,1,3.6007199487538744
0.070542,1.913,3.5967,0,1,3.596285748937097
0.070542,1.943,3.5941,0,1,3.5917882906633785
0.070542,1.973,3.5901,0,1,3.5873788540758396
0.070542,2.004,3.5832,0,1,3.5829116988375977
0.070542,2.035,3.578,0,1,3.578532134939965
0.070542,2.067,3.5758,0,1,3.5740999768361394
0.070542,2.099,3.5695,1,1,3.569754792349245
0.070542,2.132,3.5664,1,1,3.565361746408149
0.070542,2.165,3.5608,1,1,3.561054890307455
0.070542,2.199,3.5567,1,1,3.556704537550097
0.070542,2.233,3.5534,1,1,3.5524394449954957
0.070542,2.268,3.5473,1,1,3.5481348760959843
0.070542,2.303,3.5456,1,1,3.5439145108462795
0.070542,2.339,3.5424,1,1,3.5396583680120535
0.070542,2.375,3.5404,1,1,3.5354852629936646
0.070542,2.412,3.5328,1,1,3.53127977979831
0.070542,2.45,3.5332,1,1,3.527045732642676
0.070542,2.488,3.5247,1,1,3.522894924726899
0.070542,2.527,3.5201,1,1,3.5187184285256903
0.070542,2.566,3.5184,1,1,3.5146236370886044
0.070542,2.606,3.5133,1,1,3.5105057881116988
0.070542,2.647,3.5094,1,1,3.506368121182599
0.070542,2.688,3.5082,1,1,3.5023116897950874
0.070542,2.73,3.5046,1,1,3.49823762888863
0.070542,2.773,3.4952,1,1,3.49414885572908
0.070542,2.816,3.499,1,1,3.4901404476662443
0.070542,2.86,3.4943,1,1,3.486119121195383
0.070542,2.904,3.4871,1,1,3.4821762180435805
0.070542,2.949,3.4859,1,1,3.478222024792194
0.070542,2.995,3.4801,1,1,3.474259001644915
0.070542,3.042,3.4728,1,1,3.4702894986431057
0.070542,3.089,3.4731,1,1,3.466397735911885
0.070542,3.138,3.4653,1,1,3.4624202562587847
0.070542,3.186,3.4618,1,1,3.4586002931545936
0.070542,3.236,3.4541,1,1,3.4546987199613115
0.070542,3.286,3.4547,1,1,3.4508735606552143
0.070542,3.338,3.448,1,1,3.4469736338246717
0.070542,3.39,3.447,1,1,3.4431507103735433
0.070542,3.442,3.4412,1,1,3.439402123215456
0.070542,3.496,3.4388,1,1,3.435585322025794
0.070542,3.551,3.4335,1,1,3.4317746413660917
0.070542,3.606,3.4296,1,1,3.4280387734159237
0.070542,3.662,3.4288,1,1,3.4243091831954096
0.070542,3.719,3.4248,1,1,3.420587227269013
0.070542,3.777,3.4164,1,1,3.4168741874647037
0.070542,3.836,3.414,1,1,3.413171273260869
0.070542,3.896,3.4114,1,1,3.4094796241990846
0.070542,3.956,3.4077,1,1,3.405860042334955
0.070542,4.018,3.4016,1,1,3.402192897480221
0.070542,4.08,3.3999,1,1,3.3985974802587604
0.070542,4.144,3.3935,1,1,3.394958708984489
0.070542,4.209,3.395,2,1,3.3913359810582993
0.070542,4.274,3.389,2,1,3.3877841689965043
0.070542,4.341,3.3865,2,1,3.384194718693713
0.070542,4.408,3.3778,2,1,3.3806754928879084
0.070542,4.477,3.3756,2,1,3.3771220722271114
0.070542,4.547,3.375,2,1,3.3735880781836536
0.070542,4.618,3.3713,2,1,3.370074036195415
0.070542,4.69,3.3675,2,1,3.366580429220844
0.070542,4.763,3.3651,2,1,3.363107699738219
0.070542,4.837,3.3616,2,1,3.3596562516839463
0.070542,4.912,3.3555,2,1,3.356226452328913
0.070542,4.989,3.3543,2,1,3.3527742381517935
0.070542,5.066,3.3489,2,1,3.349389562364766
0.070542,5.145,3.3476,2,1,3.3459847361472663
0.070542,5.225,3.3425,2,1,3.3426043372739187
0.070542,5.307,3.3375,2,1,3.339207501469506
0.070542,5.389,3.3388,2,1,3.33587719456317
0.070542,5.473,3.3331,2,1,3.3325322544799043
0.070542,5.559,3.3315,2,1,3.3291750762595584
0.070542,5.645,3.3261,2,1,3.325883730783271
0.070542,5.733,3.3217,2,1,3.3225816275203552
0.070542,5.823,3.3187,2,1,3.3192709185991083
0.070542,5.913,3.3174,2,1,3.3160250710982924
0.070542,6.005,3.3103,2,1,3.312771812498098
0.070542,6.099,3.3138,2,1,3.3095130728075675
0.070542,6.194,3.3042,2,1,3.30628434221839
0.070542,6.29,3.2992,3,1,3.3030853868737466
0.070542,6.388,3.3017,3,1,3.2998836134380536
0.070542,6.488,3.297,3,1,3.296680667956274
0.070542,6.589,3.2954,3,1,3.293509205250215
0.070542,6.692,3.2915,3,1,3.290338395704468
0.070542,6.796,3.2843,3,1,3.287199562525491
0.070542,6.902,3.2865,3,1,3.284063013018303
0.070542,7.009,3.2804,3,1,3.280958796714339
0.070542,7.118,3.2787,3,1,3.27785831536471
0.070542,7.229,3.2765,3,1,3.2747627855864523
0.070542,7.342,3.2708,3,1,3.2716733586672526
0.070542,7.456,3.2694,3,1,3.268617661830863
0.070542,7.572,3.2618,3,1,3.265569139414701
0.070542,7.69,3.2598,3,1,3.2625287871503303
0.070542,7.81,3.258,3,1,3.2594975434897795
0.070542,7.932,3.2587,3,1,3.2564762915786534
0.070542,8.055,3.2564,3,1,3.2534899011890412
0.070542,8.181,3.2494,3,1,3.25049059797019
0.070542,8.308,3.2454,3,1,3.247526739952659
0.070542,8.438,3.2448,4,1,3.2445523401040886
0.070542,8.569,3.2401,4,1,3.2416138149976392
0.070542,8.703,3.2375,4,1,3.2386669001688757
0.070542,8.838,3.2369,4,1,3.23575614993838
0.070542,8.976,3.2383,4,1,3.232838958533552
0.070542,9.116,3.2308,4,1,3.2299375741619145
0.070542,9.258,3.2287,4,1,3.2270524320995704
0.070542,9.402,3.224,4,1,3.2241839327502113
0.070542,9.548,3.2205,4,1,3.2213324432766615
0.070542,9.697,3.2179,4,1,3.2184793382390584
0.070542,9.848,3.2164,4,1,3.2156446242795007
0.070542,10.002,3.2112,4,1,3.2128103301326503
0.070542,10.157,3.21,4,1,3.210013485033283
0.070542,10.316,3.2089,4,1,3.207200666724598
0.070542,10.476,3.2048,5,1,3.2044256284531554
0.070542,10.64,3.2002,5,1,3.201636959450589
0.070542,10.805,3.1963,5,1,3.198886267293551
0.070542,10.974,3.1948,5,1,3.196124078612871
0.070542,11.145,3.1941,5,1,3.1933840760311596
0.070542,11.318,3.1937,5,1,3.1906662506182815
0.070542,11.495,3.1867,5,1,3.1879400754937333
0.070542,11.674,3.1836,5,1,3.1852372056172955
0.070542,11.855,3.1846,5,1,3.182557549567022
0.070542,12.04,3.1813,5,1,3.1798722583284382
0.070542,12.228,3.1789,5,1,3.177196994477194
0.070542,12.418,3.1748,5,1,3.174546237622811
0.070542,12.612,3.1721,6,1,3.171892711864415
0.070542,12.808,3.1701,6,1,3.169264367321594
0.070542,13.008,3.1686,6,1,3.166634930330019
0.070542,13.21,3.166,6,1,3.1640312119065395
0.070542,13.416,3.1625,6,1,3.161427904764988
0.070542,13.625,3.1583,6,1,3.1588384608519644
0.070542,13.837,3.157,6,1,3.156263280845029
0.070542,14.053,3.1573,6,1,3.1536909417236387
0.070542,14.272,3.1506,6,1,3.15113403588425
0.070542,14.494,3.1516,6,1,3.1485928589554004
0.070542,14.72,3.1425,7,1,3.1460565670489675
0.070542,14.949,3.1484,7,1,3.1435369496426326
0.070542,15.182,3.1395,7,1,3.141023529682285
0.070542,15.418,3.139,7,1,3.1385275871797664
0.070542,15.659,3.1368,7,1,3.136028734014006
0.070542,15.903,3.1348,7,1,3.133548432472314
0.070542,16.15,3.1313,7,1,3.1310867627515817
0.070542,16.402,3.13,7,1,3.1286244366717026
0.070542,16.657,3.126,7,1,3.126181606379292
0.070542,16.917,3.1255,8,1,3.123739677364138
0.070542,17.18,3.1215,8,1,3.121317967128327
0.070542,17.448,3.1211,8,1,3.118898551335592
0.070542,17.72,3.1192,8,1,3.1164911845849446
0.070542,17.996,3.1159,8,1,3.1140962888009476
0.070542,18.276,3.1125,8,1,3.111714254504361
0.070542,18.561,3.1072,8,1,3.10933718345407
0.070542,18.85,3.1078,9,1,3.1069739892353354
0.070542,19.144,3.1035,9,1,3.104617028014326
0.070542,19.442,3.1024,9,1,3.102274816878585
0.070542,19.745,3.1011,9,1,3.0999399596151727
0.070542,20.052,3.0989,9,1,3.0976205953245266
0.070542,20.365,3.0962,9,1,3.0953022344993464
0.070542,20.682,3.0938,9,1,3.0930002771697502
0.070542,21.004,3.0893,10,1,3.090707793739322
0.070542,21.331,3.0878,10,1,3.0884252993451407
0.070542,21.664,3.0846,10,1,3.086146498773932
0.070542,22.001,3.0855,10,1,3.0838855244384122
0.070542,22.344,3.0851,10,1,3.0816293682208094
0.070542,22.692,3.0782,10,1,3.0793851842220388
0.070542,23.045,3.0746,11,1,3.077153321819088
0.070542,23.404,3.0736,11,1,3.0749279650017676
0.070542,23.769,3.0741,11,1,3.0727097697799186
0.070542,24.139,3.0712,11,1,3.0705052522820004
0.070542,24.515,3.0692,11,1,3.0683088604308977
0.070542,24.897,3.0647,11,1,3.06612114328106
0.070542,25.285,3.0662,12,1,3.0639426147935653
0.070542,25.679,3.0632,12,1,3.0617737552230757
0.070542,26.079,3.0551,12,1,3.0596150124849744
0.070542,26.485,3.0544,12,1,3.0574668034993424
0.070542,26.898,3.0565,12,1,3.0553243789911635
0.070542,27.317,3.0548,13,1,3.053193435367869
0.070542,27.742,3.0501,13,1,3.0510742981043304
0.070542,28.174,3.0494,13,1,3.0489624262483517
0.070542,28.613,3.0459,13,1,3.0468583788519354
0.070542,29.059,3.0447,13,1,3.0447626800543284
0.070542,29.512,3.0422,14,1,3.0426758204270055
0.070542,29.971,3.0409,14,1,3.0406027303908174
0.070542,30.438,3.0371,14,1,3.0385348055363792
0.070542,30.912,3.038,14,1,3.0364770051216303
0.070542,31.394,3.0363,15,1,3.034425484062475
0.070542,31.883,3.0322,15,1,3.0323849639961327
0.070542,32.38,3.0298,15,1,3.0303517051964213
0.070542,32.884,3.0247,15,1,3.0283302034796775
0.070542,33.396,3.0246,15,1,3.0263168229850073
0.070542,33.917,3.0219,16,1,3.0243082102784706
0.070542,34.445,3.0229,16,1,3.022312508247436
0.070542,34.982,3.0185,16,1,3.0203225579490343
0.070542,35.526,3.0176,16,1,3.0183461455291356
0.070542,36.08,3.016,17,1,3.016372823360497
0.070542,36.642,3.0177,17,1,3.014410244512288
0.070542,37.213,3.0099,17,1,3.012455308829911
0.070542,37.792,3.0104,18,1,3.010511805544663
0.070542,38.381,3.009,18,1,3.008573457501239
0.070542,38.979,3.0049,18,1,3.006644060861837
0.070542,39.586,3.0039,18,1,3.0047239937709107
0.070542,40.203,3.0029,19,1,3.0028105368587434
0.070542,40.829,3.0016,19,1,3.0009072068517026
0.070542,41.465,2.9986,19,1,2.9990113497049036
0.070542,42.111,2.994,20,1,2.9971234129521753
0.070542,42.767,2.992,20,1,2.995243814851734
0.070542,43.433,2.991,20,1,2.9933729455706826
0.070542,44.11,2.9943,21,1,2.9915084413457835
0.070542,44.797,2.9909,21,1,2.989653473398242
0.070542,45.495,2.9884,21,1,2.9878057300412086
0.070542,46.204,2.9819,22,1,2.985965651175107
0.070542,46.923,2.9849,22,1,2.9841361674582902
0.070542,47.654,2.9798,22,1,2.982312574305024
0.070542,48.397,2.9764,23,1,2.980495377089255
0.070542,49.15,2.9792,23,1,2.9786897986192757
0.070542,49.916,2.9751,23,1,2.976889021006097
0.070542,50.694,2.9726,24,1,2.9750958844928164
0.070542,51.483,2.9746,24,1,2.973313017453771
0.070542,52.285,2.9706,25,1,2.971536265711148
0.070542,53.1,2.9709,25,1,2.9697660999244753
0.070542,53.927,2.9668,25,1,2.968005069804196
0.070542,54.767,2.9651,26,1,2.9662513972186875
0.070542,55.62,2.9658,26,1,2.9645054704455958
0.070542,56.487,2.9586,27,1,2.9627656647175833
0.070542,57.367,2.9621,27,1,2.961034382032044
0.070542,58.26,2.9645,27,1,2.9593119332885225
0.070542,59.168,2.9609,28,1,2.957594861566296
0.070542,60.09,2.9542,28,1,2.9558854887403485
0.070542,61.026,2.9493,29,1,2.954184163340716
0.070542,61.976,2.9507,29,1,2.952491209646213
0.070542,62.942,2.9506,30,1,2.9508034687497324
0.070542,63.922,2.9494,30,1,2.9491248148587363
0.070542,64.918,2.9489,31,1,2.947452175669183
0.070542,65.929,2.948,31,1,2.9457876099253357
0.070542,66.956,2.9448,32,1,2.9441298248259944
0.070542,67.999,2.9431,32,1,2.9424791975336
0.070542,69.058,2.9406,33,1,2.940836080162426
0.070542,70.134,2.9429,33,1,2.939199294581405
0.070542,71.227,2.9341,34,1,2.9375692343634903
0.070542,72.336,2.9367,34,1,2.9359477152750313
0.070542,73.463,2.932,35,1,2.9343321568997323
0.070542,74.608,2.9319,35,1,2.9327229642867985
0.070542,75.77,2.9295,36,1,2.9311218809238198
0.070542,76.95,2.9311,36,1,2.929527843368172
0.070542,78.149,2.9285,37,1,2.9279398723140337
0.070542,79.366,2.9304,37,1,2.926359639722711
0.070542,80.603,2.9228,38,1,2.9247849103131576
0.070542,81.858,2.9223,39,1,2.923218568598407
0.070542,83.133,2.9201,39,1,2.9216584330892994
0.070542,84.428,2.9202,40,1,2.9201048687082265
0.070542,85.744,2.9172,41,1,2.918557051834228
0.070542,87.079,2.9176,41,1,2.9170176524261855
0.070542,88.436,2.9143,42,1,2.9154835397643626
0.070542,89.813,2.9124,42,1,2.9139573151627527
0.070542,91.212,2.9122,43,1,2.9124370786398024
0.070542,92.633,2.9092,44,1,2.910923189279412
0.070542,94.076,2.9097,45,1,2.9094159826826287
0.070542,95.542,2.9068,45,1,2.907914757958208
0.070542,97.03,2.9071,46,1,2.906420860244484
0.070542,98.542,2.9002,47,1,2.9049326098749786
0.070542,100.077,2.9046,47,1,2.903451326659755
0.070542,101.636,2.9019,48,1,2.9019763584402862
0.070542,103.219,2.9038,49,1,2.900508024570061
0.070542,104.827,2.8976,50,1,2.899045722298577
0.070542,106.46,2.8967,50,1,2.8975897814769347
0.070542,108.118,2.8956,51,1,2.8961405099696647
0.070542,109.802,2.8963,52,1,2.8946973459972023
0.070542,111.513,2.8956,53,1,2.8932597740519443
0.070542,113.25,2.8913,54,1,2.891828953744656
0.070542,115.014,2.8914,55,1,2.890404359078623
0.070542,116.806,2.8877,55,1,2.8889855071237176
0.070542,118.625,2.8864,56,1,2.887573493007509
0.070542,120.473,2.8862,57,1,2.8861670693417114
0.070542,122.35,2.8844,58,1,2.8847665655122334
0.070542,124.256,2.8825,59,1,2.883372289285286
0.070542,126.191,2.8771,60,1,2.8819845276849714
0.070542,128.157,2.8818,61,1,2.880602155396031
0.070542,130.154,2.8764,62,1,2.8792255023181577
0.070542,132.181,2.8798,63,1,2.8778555460651636
0.070542,134.24,2.8754,64,1,2.876491222899813
0.070542,136.331,2.8735,65,1,2.8751328401647775
0.070542,138.455,2.8773,66,1,2.8737800540657905
0.070542,140.612,2.8657,67,1,2.8724331688549856
0.070542,142.802,2.8714,68,1,2.8710924684768044
0.070542,145.027,2.8708,69,1,2.8697570288085585
0.070542,147.286,2.8654,70,1,2.8684277481498315
0.070542,149.58,2.8647,71,1,2.867104316025634
0.070542,151.91,2.8619,72,1,2.865786448263002
0.070542,154.277,2.8651,73,1,2.8644738855640646
0.070542,156.68,2.8635,74,1,2.863167468767377
0.070542,159.121,2.8643,76,1,2.8618663932334276
0.070542,161.6,2.8598,77,1,2.8605709539611524
0.070542,164.117,2.8646,78,1,2.859281426325529
0.070542,166.674,2.8604,79,1,2.8579970721798444
0.070542,169.27,2.8551,80,1,2.8567186760949914
0.070542,171.907,2.8584,82,1,2.8554455306782023
0.070542,174.585,2.8495,83,1,2.854177923160867
0.070542,177.304,2.8513,84,1,2.8529161216297005
0.070542,180.066,2.8564,86,1,2.851659474804314
0.070542,182.871,2.8524,87,1,2.8504082677538713
0.070542,185.72,2.8499,88,1,2.849162333568795
0.070542,188.613,2.8454,90,1,2.8479219456281557
0.070542,191.551,2.8437,91,1,2.846686942654518
0.070542,194.535,2.8452,93,1,2.8454571783068054
0.070542,197.566,2.8451,94,1,2.8442325203117926
0.070542,200.643,2.8434,96,1,2.843013634096205
0.070542,203.769,2.8407,97,1,2.84179959786199
0.070542,206.943,2.838,99,1,2.840591071626926
0.070542,210.167,2.84,100,1,2.8393875583708716
0.070542,213.441,2.8368,102,1,2.8381893267901925
0.070542,216.766,2.8385,103,1,2.83699627230802
0.070542,220.142,2.8366,105,1,2.835808649260495
0.070542,223.572,2.8304,106,1,2.8346256701216817
0.070542,227.054,2.8341,108,1,2.8334482850483678
0.070542,230.591,2.8318,110,1,2.832275732151565
0.070542,234.183,2.8315,112,1,2.8311082761331705
0.070542,237.831,2.8282,113,1,2.8299458485436255
0.070542,241.536,2.8307,115,1,2.8287883887403296
0.070542,245.299,2.8246,117,1,2.8276358433714615
0.070542,249.12,2.8255,119,1,2.8264884632127303
0.070542,253.001,2.8269,121,1,2.8253458990598133
0.070542,256.942,2.8236,122,1,2.8242084027060494
0.070542,260.944,2.8253,124,1,2.8230759288028784
0.070542,265.009,2.8214,126,1,2.8219481629993965
0.070542,269.138,2.8197,128,1,2.820825087091546
0.070542,273.33,2.8176,130,1,2.8197072152423783
0.070542,277.588,2.8216,132,1,2.8185939886714477
0.070542,281.912,2.8165,134,1,2.8174856553905387
0.070542,286.304,2.8189,136,1,2.816381949138449
0.070542,290.764,2.8153,139,1,2.8152831146202746
0.070542,295.293,2.8127,141,1,2.814189140937952
0.070542,299.893,2.8164,143,1,2.813099785691057
0.162405,0.134,4.5229,0,1,4.524459117757937
0.162405,0.136,4.5164,0,1,4.515442261624942
0.162405,0.138,4.5062,0,1,4.506593564887115
0.162405,0.14,4.4988,0,1,4.497907521666164
0.162405,0.143,4.4923,0,1,4.485172013476678
0.162405,0.145,4.484,0,1,4.47687015635041
0.162405,0.147,4.4782,0,1,4.468713598034061
0.162405,0.149,4.4632,0,1,4.460697869926461
0.162405,0.152,4.4514,0,1,4.448929036695209
0.162405,0.154,4.4474,0,1,4.441247087359693
0.162405,0.156,4.4384,0,1,4.433691794212599
0.162405,0.159,4.4292,0,1,4.4225883431764945
0.162405,0.161,4.4206,0,1,4.415333952660715
0.162405,0.164,4.4095,0,1,4.404665957826934
0.162405,0.166,4.4024,0,1,4.397691768235985
0.162405,0.169,4.3933,0,1,4.387429714569954
0.162405,0.172,4.3852,0,1,4.377398235611619
0.162405,0.174,4.3765,0,1,4.370834180384895
0.162405,0.177,4.3742,0,1,4.361167090074808
0.162405,0.18,4.3634,0,1,4.351707493762789
0.162405,0.183,4.3476,0,1,4.342447589262391
0.162405,0.185,4.3445,0,1,4.336381595385975
0.162405,0.188,4.3334,0,1,4.327438287188393
0.162405,0.191,4.3259,0,1,4.318675818888378
0.162405,0.194,4.3159,0,1,4.3100877783075395
0.162405,0.197,4.3091,0,1,4.301668075342219
0.162405,0.2,4.3032,0,1,4.293410921172191
0.162405,0.203,4.2922,0,1,4.28531080910054
