C,L_ctx,g_form,N,D,Q,L,tokens_per_param,C_train,C_quality,C_attn,share_train,share_quality,share_attn,Q_at_lower,Q_at_upper,D_at_wall,regime,wall,mu_N,mu_D,mu_Q,lnN,lnD
6.309573444801943e+16,2048,exp,22445971.645761374,438561660.37131727,0.6804916175120665,4.472557840728495,19.538546483646382,5.9063655561675704e+16,0.0,4032078886343728.0,0.9360958562156765,0.0,0.06390414378432352,True,False,False,R0 不投质量(Q*=Q0),无,6.8275156302291675e-18,6.8275147447504105e-18,1.1719388877604447e-18,16.92662171933743,19.89901097647318
7.943282347242789e+16,2048,exp,24906047.354331587,497581543.4313196,0.6804916175120665,4.375107892586398,19.978342462469527,7.435673690005107e+16,0.0,5076086572376819.0,0.9360958562156765,0.0,0.0639041437843235,True,False,False,R0 不投质量(Q*=Q0),无,5.233874603371954e-18,5.233873594435053e-18,9.968549347243525e-19,17.03062119758366,20.02527000752635
1e+17,2048,exp,27635750.8142256,564544010.7081741,0.6804916175120665,4.281061594834975,20.428032315936687,9.360958562156765e+16,0.0,6390414378432351.0,0.9360958562156765,0.0,0.0639041437843235,True,False,False,R0 不投质量(Q*=Q0),无,4.0122029006713774e-18,4.0122022125274524e-18,8.479260932474232e-19,17.13462081184101,20.151528902568405
1.2589254117941714e+17,2048,exp,30664636.80836202,640517864.6171435,0.6804916175120665,4.190300281248369,20.88783469440861,1.178474861265138e+17,0.0,8045055052903342.0,0.9360958562156765,0.0,0.06390414378432352,True,False,False,R0 不投质量(Q*=Q0),无,3.075681778025667e-18,3.075681748852572e-18,7.212454733728667e-19,17.23862065312281,20.277787570586014
1.584893192461111e+17,2048,exp,34025479.489126176,726716161.0861901,0.6804916175120665,4.102709417926086,21.357999122934718,1.4836119500072806e+17,0.0,1.0128124245383036e+16,0.9360958562156765,0.0,0.06390414378432352,True,False,False,R0 不投质量(Q*=Q0),无,2.3577562998762986e-18,2.3577562271700947e-18,6.134893662693997e-19,17.342620198661912,20.40404653434631
1.995262314968883e+17,2048,exp,37754683.19205249,824514394.503355,0.6804916175120665,4.018178459505243,21.838731643149334,1.8677567851056694e+17,0.0,1.275055298632137e+16,0.9360958562156766,0.0,0.06390414378432352,True,False,False,R0 不投质量(Q*=Q0),无,1.80740435158669e-18,1.8074046381117434e-18,5.218312240783424e-19,17.446620084032357,20.530305158275272
2.511886431509572e+17,2048,exp,41892583.59527257,935474443.6140229,0.6804916175120665,3.9366007103735052,22.33031155709355,2.3513664798204928e+17,0.0,1.60519951689079e+16,0.9360958562156765,0.0,0.06390414378432352,True,False,False,R0 不投质量(Q*=Q0),无,1.3855134768472283e-18,1.3855134410945695e-18,4.438658900251018e-19,17.550619366726114,20.656564384880916
3.1622776601683795e+17,2048,exp,46484018.17641221,1061366583.619035,0.6804916175120665,3.857873190708804,22.832935388481832,2.9601950138870246e+17,0.0,2.0208264628135424e+16,0.9360958562156763,0.0,0.0639041437843235,True,False,False,R0 不投质量(Q*=Q0),无,1.0620990868866714e-18,1.0620991712058485e-18,3.7754836203131983e-19,17.654619116349956,20.78282314455648
3.9810717055349856e+17,2048,exp,51578658.768468946,1204201122.3987596,0.6804916175120665,3.7818965071779225,23.346887087628414,3.726664726848776e+17,0.0,2.5440697868620976e+16,0.9360958562156765,0.0,0.06390414378432352,True,False,False,R0 不投质量(Q*=Q0),无,8.141759466004154e-19,8.1417593996234955e-19,3.2113836230825544e-19,17.758618555141602,20.90908221506424
5.011872336272715e+17,2048,exp,57231681.18800776,1366257530.9337409,0.6804916175120665,3.7085747281321706,23.872399037965433,4.69159292586687e+17,0.0,3.2027941040584504e+16,0.9360958562156765,0.0,0.06390414378432352,True,False,False,R0 不投质量(Q*=Q0),无,6.241232564432715e-19,6.241232648337608e-19,2.731560030765771e-19,17.862618169945566,21.035341109559678
