index,arxiv,freelaw,nih_exporter,pubmed_central,wikipedia_en,dm_mathematics,github,philpapers,stackexchange,enron_emails,gutenberg_pg_19,pile_cc,ubuntu_irc,europarl,hackernews,pubmed_abstracts,uspto_backgrounds,loss_arxiv,loss_freelaw,loss_pubmed_central,loss_wikipedia_en,loss_dm_mathematics,loss_github,loss_stackexchange,loss_gutenberg_pg_19,loss_pile_cc,loss_ubuntu_irc,loss_hackernews,loss_pubmed_abstracts,loss_uspto_backgrounds,raw_sum,L_avg
31,0.082,0.013,0.0,0.006,0.308,0.001,0.003,0.0,0.0,0.0,0.372,0.062,0.0,0.0,0.01,0.142,0.001,1.201,1.3691,1.3564,1.3638,1.0387,1.6129,1.6131,1.2802,1.5019,2.1075,1.3985,1.3445,1.4719,1.0,1.435346153846154
32,0.0,0.9449449449449449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028028028028028028,0.0,0.001001001001001001,0.0,0.007007007007007007,0.019019019019019017,1.5088,0.7261,1.2949,1.1744,1.2001,1.4353,1.3356,1.0372,1.0931,1.4867,1.0936,1.1089,0.9791,0.999,1.190292307692308
33,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.4,0.214,0.0,0.0,0.0,0.001,0.0,1.5494,1.3243,1.5143,1.3726,1.2764,0.9416,1.1719,1.0922,1.2745,1.6974,1.2448,1.4502,1.3371,1.0,1.3266692307692307
34,0.0,0.01898101898101898,0.001998001998001998,0.016983016983016984,0.0,0.0,0.7712287712287712,0.000999000999000999,0.042957042957042946,0.000999000999000999,0.023976023976023973,0.0,0.020979020979020976,0.1008991008991009,0.0,0.0,0.0,1.4776,1.3626,1.3796,1.6987,1.3611,0.9664,1.2008,1.4146,1.5858,1.3904,1.4596,1.6157,1.5815,1.0010000000000001,1.4226461538461537
35,0.0,0.0,0.0,0.003,0.346,0.194,0.0,0.0,0.445,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,1.4004,1.6352,1.5257,1.36,0.4964,1.3425,1.1454,1.6126,1.5365,1.5522,1.5333,1.6858,1.5586,1.0,1.4142000000000001
36,0.5775775775775776,0.0,0.016016016016016016,0.13613613613613615,0.0,0.007007007007007007,0.0,0.0,0.13213213213213215,0.0,0.06606606606606608,0.0,0.06406406406406406,0.001001001001001001,0.0,0.0,0.0,1.181,1.9874,1.3984,2.0438,0.804,1.7205,1.4591,1.6395,1.8964,1.6143,1.7758,1.7213,1.7756,0.999,1.6167
37,0.005010020040080159,0.013026052104208413,0.040080160320641274,0.18436873747494986,0.3426853707414829,0.06813627254509017,0.029058116232464924,0.0,0.013026052104208413,0.0,0.0060120240480961915,0.0030060120240480957,0.0,0.0020040080160320635,0.024048096192384766,0.07715430861723445,0.19238476953907813,1.5608,1.5752,1.3114,1.552,0.6212,1.5563,1.6192,1.6637,1.7608,2.353,1.5846,1.5145,1.387,0.9980000000000002,1.543053846153846
38,0.009009009009009009,0.015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486486486486487,0.0,0.06606606606606608,0.0,0.008008008008008008,0.25325325325325326,1.3154,1.2885,1.5878,1.4943,1.456,1.7336,1.5785,1.3785,1.3671,1.7689,1.3846,1.4305,1.1537,0.999,1.456723076923077
39,0.0,0.042,0.046,0.007,0.37,0.02,0.002,0.006,0.457,0.0,0.008,0.004,0.0,0.0,0.014,0.0,0.024,1.4703,1.3738,1.4692,1.4288,0.6432,1.3633,1.2126,1.5261,1.6087,2.0816,1.4471,1.6023,1.4385,1.0,1.4358076923076923
40,0.04095904095904095,0.48651348651348647,0.0,0.35964035964035956,0.0,0.0,0.0,0.0,0.042957042957042946,0.0,0.0,0.03796203796203796,0.0,0.0,0.000999000999000999,0.030969030969030965,0.0,1.173,1.0686,1.0864,1.5973,1.4007,1.4925,1.3229,1.4589,1.4998,2.0037,1.4241,1.3198,1.4323,1.0010000000000001,1.4061538461538463
41,0.034,0.0,0.002,0.005,0.02,0.011,0.783,0.016,0.001,0.0,0.061,0.022,0.011,0.015,0.001,0.01,0.008,1.2966,1.6968,1.5194,1.6261,0.7027,1.0401,1.3463,1.4575,1.6228,1.603,1.5226,1.6318,1.52,1.0,1.4296692307692307
42,0.005994005994005993,0.000999000999000999,0.000999000999000999,0.02597402597402597,0.10889110889110888,0.011988011988011986,0.37562437562437556,0.0,0.0,0.0,0.029970029970029965,0.000999000999000999,0.0,0.11388611388611387,0.11888111888111887,0.021978021978021973,0.18381618381618378,1.4799,1.6868,1.415,1.5691,0.7239,1.181,1.4561,1.5212,1.686,2.1206,1.4201,1.5756,1.3303,1.0010000000000001,1.4742769230769233
