model_repo,model_size,step,branch,commit
EleutherAI/pythia-1b,1b,58000,step58000,e26792464c201b01ec84668b34d670485562a5c4
EleutherAI/pythia-1b,1b,57000,step57000,ae9f9deb1b5f1aea1daf9c64d08293f791a797c9
EleutherAI/pythia-1b,1b,56000,step56000,e1f7ded709500b683371bca9e56b783410bacf28
EleutherAI/pythia-1b,1b,55000,step55000,a707a0b9da95ac5a4a70a702963f6cb5a6987ac9
EleutherAI/pythia-1b,1b,54000,step54000,b20976f8930eb406cc676e26af7e6b48f9b79fe9
EleutherAI/pythia-1b,1b,53000,step53000,e20477c132eb72b6f61c275ae3d7329c916925b2
EleutherAI/pythia-1b,1b,52000,step52000,fd3a1a493ad37aace1e4ddc2581e1e577379f3cd
EleutherAI/pythia-1b,1b,51000,step51000,a24e2c7a4be3639b68fada2a3d8b3bc81a037523
EleutherAI/pythia-1b,1b,50000,step50000,2508971c5328341066b71ae6b648fe39eee8533d
EleutherAI/pythia-1b,1b,49000,step49000,35381e0bd87c4f44c62609afe8e6b89359001044
EleutherAI/pythia-1b,1b,48000,step48000,cb6be400acd5d46100f0688e76bf94bc156531c0
EleutherAI/pythia-1b,1b,47000,step47000,3d2fb39f13d0ce0a3d49b30721d4ea85dae0f972
EleutherAI/pythia-1b,1b,46000,step46000,d05c4df88dd28cef141051118c2e7d207dd2f75c
EleutherAI/pythia-1b,1b,45000,step45000,96ced4a1966ebf3bd1f9935a271d72ed1eaf4717
EleutherAI/pythia-1b,1b,44000,step44000,75751806c24d6e06ad3d249d1ba63aa31f7f821f
EleutherAI/pythia-1b,1b,43000,step43000,3d330abc3f8677d4c99465b934cdeabb666853db
EleutherAI/pythia-1b,1b,42000,step42000,c4ccebc9ceeeb4604958517365eed35ab5e95c06
EleutherAI/pythia-1b,1b,41000,step41000,6524edfad384b0cb8b86e23dd46348969e98eff3
EleutherAI/pythia-1b,1b,40000,step40000,3e4f2c3c66c167f60a0a680ab7f983a7b57df48e
EleutherAI/pythia-1b,1b,39000,step39000,e029fd1d3f2cf1970a30cc40ef89239f2a0ca334
EleutherAI/pythia-1b,1b,38000,step38000,bccb50d6e4950b4e944d2e681c5b92d98bbfd499
EleutherAI/pythia-1b,1b,37000,step37000,57cfc2ebc889e1e61e646ca3d912f5b0c9043ca6
EleutherAI/pythia-1b,1b,36000,step36000,f53e921d2afc99aed6c15e8b10b0699ac1d2811f
EleutherAI/pythia-1b,1b,35000,step35000,7d24d567ea4b38bc048aa437b01e07f13d5cf069
EleutherAI/pythia-1b,1b,34000,step34000,88f2433ad6748e156c0789b3ee557c49b367e32c
EleutherAI/pythia-1b,1b,33000,step33000,99ea03e762b126df9b51c05a3e2b075cd273c99c
EleutherAI/pythia-1b,1b,32000,step32000,e2368797b94c696a2ccf2475692a2a498a8f821a
EleutherAI/pythia-1b,1b,31000,step31000,b551667e45a91b0740fea020d4bc23257f2680c6
EleutherAI/pythia-1b,1b,30000,step30000,73415cdf0690234794ad35e003f202b7552e0890
EleutherAI/pythia-1b,1b,29000,step29000,7bca69e997f2dba3dc0cc72e7eeebcf5e60e4522
EleutherAI/pythia-1b,1b,28000,step28000,9f4986d7ea76d02301e1e73655dcb78db65e0618
EleutherAI/pythia-1b,1b,27000,step27000,9aad5c136c458946bfe4f0491100ae4958f1c597
EleutherAI/pythia-1b,1b,26000,step26000,688aa9c548acbf4ad5f1c29ee5d1c4a812020767
EleutherAI/pythia-1b,1b,25000,step25000,34d1cf6907d1d4a78203f716bba680e6265b38ee
EleutherAI/pythia-1b,1b,24000,step24000,79445d0b8d183b9647d6610fc451af16a76a1248
EleutherAI/pythia-1b,1b,23000,step23000,b3b79cd305bc0e043bbd18c4b2fe4d42bf95171c
EleutherAI/pythia-1b,1b,22000,step22000,c0d4478950935758dff010bc35790c9c3587bbd9
EleutherAI/pythia-1b,1b,21000,step21000,14a7ace334a7e0e71a6379d1968e6e044a3c1b1e
EleutherAI/pythia-1b,1b,20000,step20000,051c3d3f9da7df11c084674487f5910abb1a7af7
EleutherAI/pythia-1b,1b,19000,step19000,e3c0cd8feb378c2e8233178d34e4c1cb73e4517f
EleutherAI/pythia-1b,1b,18000,step18000,87fd8d62034eba6456573e030b4c99790b24b1f3
EleutherAI/pythia-1b,1b,17000,step17000,9da26e3c89930449c25ff81f567afa950ccdfc24
EleutherAI/pythia-1b,1b,16000,step16000,87fbbd142e6bd4e145490c5ed17e9a57756abb89
EleutherAI/pythia-1b,1b,15000,step15000,31f477f0078ca0df1e10f1a80c7dddacf1ff67ea
EleutherAI/pythia-1b,1b,14000,step14000,f19ed57863b0ebc4169e6fe2545157c8316864a3
EleutherAI/pythia-1b,1b,13000,step13000,eb08605c04c52b214664640536a9be6c1a934979
EleutherAI/pythia-1b,1b,12000,step12000,6b7976599b054d18ba6f036f0b9d7aac8d990249
EleutherAI/pythia-1b,1b,11000,step11000,1687fc2debd0055ec1eaa5e01a1a4dbaae7db7b5
EleutherAI/pythia-1b,1b,10000,step10000,542161eccaf28814b1c40a63da5dc92c588252c8
EleutherAI/pythia-1b,1b,9000,step9000,bc6d43a7d4c6617037394f80f3764b6de05df956
EleutherAI/pythia-1b,1b,8000,step8000,31d29dfecf5548b01dd95242d836dc9d1c290f9b
EleutherAI/pythia-1b,1b,7000,step7000,b4facfe3b4d62839f156737e38114249697072e4
EleutherAI/pythia-1b,1b,6000,step6000,0f5694ad9f50fdabbec4bab81ee9be90009a250a
EleutherAI/pythia-1b,1b,5000,step5000,1931bfbd7bbb1f15979b5e2543edb9253b997085
EleutherAI/pythia-1b,1b,4000,step4000,1a68abc004aba6efc215068bf6dac4f6027b4ac3
EleutherAI/pythia-1b,1b,3000,step3000,6ca902de278cc4802f4cc3023f3ea2bcbc70a867
EleutherAI/pythia-1b,1b,2000,step2000,157d8af5e95d55582cd06dc66d1e6eceb1b48802
EleutherAI/pythia-1b,1b,1000,step1000,f725b7d1f691917d835b064b18941c669b1670d4
EleutherAI/pythia-1b,1b,512,step512,2c42fa0ca8a2c4523976b21d2bf75856c7004d0d
EleutherAI/pythia-1b,1b,256,step256,249270db5ae35b5a731beb20726c72a8051a5b5a
EleutherAI/pythia-1b,1b,128,step128,92c2a45907dd438dfd5c5a61c25e202d377d51dd
EleutherAI/pythia-1b,1b,64,step64,0ad5b17041f4cea28e3c6eb9d836b007b7b996fa
EleutherAI/pythia-1b,1b,32,step32,dc7b4f7eddfa4981dae48cd2d3c7ff23250a65c8
EleutherAI/pythia-1b,1b,16,step16,6bbc18786805ada13fc86bf524268d472b787b07
EleutherAI/pythia-1b,1b,8,step8,06f6d176db7a1ccd6738938ed95e7c7452837717
EleutherAI/pythia-1b,1b,4,step4,2ae94705fe7d0daf8e8baf0c0e1e534defe05270
EleutherAI/pythia-1b,1b,2,step2,636a04269d0a43a9c3d7a009029342279425cfa7
EleutherAI/pythia-1b,1b,1,step1,8130c3b15edc70c870a3561ad80341cb2e48bf1b
EleutherAI/pythia-1b,1b,0,step0,3f3a5e066c3737f066e123b80b81141b82473280
EleutherAI/pythia-1.4b,1.4b,143000,step143000,9cc5c8c8148a4e0115d9e29c6b4f21124cfe748a
EleutherAI/pythia-1.4b,1.4b,142000,step142000,6fd682181a63dc84bbb86a8426ca0c6627219d7c
EleutherAI/pythia-1.4b,1.4b,141000,step141000,145202ae87f7dde8535c8fe9bed57427be9aa95b
EleutherAI/pythia-1.4b,1.4b,140000,step140000,4e9e5ad92a7e0396cb16cb59a6417c268873b53c
EleutherAI/pythia-1.4b,1.4b,139000,step139000,775ccc62fafd00498b07a37d9139fd5f25997b9f
EleutherAI/pythia-1.4b,1.4b,138000,step138000,48c1edad3c17b755fac2ab323454869e3be0bcdb
EleutherAI/pythia-1.4b,1.4b,137000,step137000,adeb55a36b35a4d9abdfdb350a84272a1329af7f
EleutherAI/pythia-1.4b,1.4b,136000,step136000,2b760ee33527a6fbd88f4590d31f5ef24e56749a
EleutherAI/pythia-1.4b,1.4b,135000,step135000,54f3bb71f498eae244b3eea80e3aac13514ece5b
EleutherAI/pythia-1.4b,1.4b,134000,step134000,24ff371a9ac64f1b4b74f46d24ebfb3a409a5bcd
EleutherAI/pythia-1.4b,1.4b,133000,step133000,114fb4b0cb6fbc22efedf9f0c077362988a600b1
EleutherAI/pythia-1.4b,1.4b,132000,step132000,377b3e3e204ee012d331bc497dcf2d6264b62b29
EleutherAI/pythia-1.4b,1.4b,131000,step131000,22b1deaa17a1b843a428f109a311084f07c6b818
EleutherAI/pythia-1.4b,1.4b,130000,step130000,37fc99f0d868c3e48a2a7bdacc5f8263e4f0aefd
EleutherAI/pythia-1.4b,1.4b,129000,step129000,87372c3a9290559016e3bfab0d44c475c0b24277
EleutherAI/pythia-1.4b,1.4b,128000,step128000,d7937ef13ae3ecb36d2df1c3e774f8f7bb62b309
EleutherAI/pythia-1.4b,1.4b,127000,step127000,01df93f582a69cbb00f4699232258d0646458d1a
EleutherAI/pythia-1.4b,1.4b,126000,step126000,e32f86c541185ba0891db2d0b88c31736ec057c3
EleutherAI/pythia-1.4b,1.4b,125000,step125000,09a069e6d1505e0fa9a5657ec2cde6a217fba7bd
EleutherAI/pythia-1.4b,1.4b,124000,step124000,17214c716e7fefc96f578626860da0ba54396142
EleutherAI/pythia-1.4b,1.4b,123000,step123000,aa35d0a12c916715e052697e78bdfaddefdfad6b
EleutherAI/pythia-1.4b,1.4b,122000,step122000,31a10f1dd2e68c32b15be563cad2f4630afeb6e9
EleutherAI/pythia-1.4b,1.4b,121000,step121000,a0b1db259c619425e4b67e7d2753a0be792f7d14
EleutherAI/pythia-1.4b,1.4b,120000,step120000,4e056d657ceede13435146a8126bbf7bda0a1b0e
EleutherAI/pythia-1.4b,1.4b,119000,step119000,356cd8ba69f07b2a6f9573ca0196efe6867c2901
EleutherAI/pythia-1.4b,1.4b,118000,step118000,80426a0866fb0b16a30e3c3004b9b86863abb001
EleutherAI/pythia-1.4b,1.4b,117000,step117000,5380c482ac3eaa99de4f2257339e98b31ce90110
EleutherAI/pythia-1.4b,1.4b,116000,step116000,eca4bf818f8f8211aeeeb27c53b4107e0b37ba7d
EleutherAI/pythia-1.4b,1.4b,115000,step115000,402d5918fefe79ee18b8baa1e5e380d00edbde06
EleutherAI/pythia-1.4b,1.4b,114000,step114000,351468d91cf298f693b6817350b2030cf3b0ed94
EleutherAI/pythia-1.4b,1.4b,113000,step113000,3864c1de97450556872c734c9792db9ec6f8812f
EleutherAI/pythia-1.4b,1.4b,112000,step112000,958d8f6c1dba61335d72ead0be2438b4e759a2b5
EleutherAI/pythia-1.4b,1.4b,111000,step111000,9fc74c436284ded05b61946e913c0d1e607fe6b7
EleutherAI/pythia-1.4b,1.4b,110000,step110000,413c1a5dc1a66d2bb29eb51061d6b26174b5f202
EleutherAI/pythia-1.4b,1.4b,109000,step109000,3b098d2941f934e7c07b9febc5d12da8cf111d40
EleutherAI/pythia-1.4b,1.4b,108000,step108000,5a1b88ea3447ca62d2ea03dfc6c6ae9da72b4bff
EleutherAI/pythia-1.4b,1.4b,107000,step107000,c9eb4a8c7b6d497aee88ce11ac3add75583ea3eb
EleutherAI/pythia-1.4b,1.4b,106000,step106000,3f2f909c69a7a18513d69047ab6a41de4923c66b
EleutherAI/pythia-1.4b,1.4b,105000,step105000,9f8e3355c4e83d16fb7ea881f7a853c8a0255687
EleutherAI/pythia-1.4b,1.4b,104000,step104000,8fd15a080c8ce15b00232ec9a312672d1cf7cfd9
EleutherAI/pythia-1.4b,1.4b,103000,step103000,535fe2e1fdfb8260a76c6bbb45a73ff69575f39a
EleutherAI/pythia-1.4b,1.4b,102000,step102000,f24646742dce74436967593c8ff351e51e97919e
EleutherAI/pythia-1.4b,1.4b,101000,step101000,9e41f522ec4d6a79d21011889d6db21db3d74323
EleutherAI/pythia-1.4b,1.4b,100000,step100000,4643e5c8d2ca50aee430ef3f4405e9421b7f76c3
EleutherAI/pythia-1.4b,1.4b,99000,step99000,f307dffa7a87cbe3b968a7859050ffc4d757ab7e
EleutherAI/pythia-1.4b,1.4b,98000,step98000,6ad266923e005eab3cf7762e2d05cfbe139524e2
EleutherAI/pythia-1.4b,1.4b,97000,step97000,59ca7d75ad8b55c3a868863ed2d524b5e6424ac5
EleutherAI/pythia-1.4b,1.4b,96000,step96000,e4af1b259bef9a8837551bde51c5c53f85c2a1e9
EleutherAI/pythia-1.4b,1.4b,95000,step95000,4721a3afa99c983f6620c860d2ccf6acf7cee43e
EleutherAI/pythia-1.4b,1.4b,94000,step94000,f33e253d4d6e6a42fe7a8d23f580c4a47d88e99c
EleutherAI/pythia-1.4b,1.4b,93000,step93000,22548866f3e701db636bf4edfdd748f2c46a9c9e
EleutherAI/pythia-1.4b,1.4b,92000,step92000,32d4a5b98cb287b3abac66a4a4f96def9a957e2a
EleutherAI/pythia-1.4b,1.4b,91000,step91000,682a58047cd4d996b0fa3ce80d727235851bb168
EleutherAI/pythia-1.4b,1.4b,90000,step90000,44800f0d7e7d278752886243b5cc5e5492b774b8
EleutherAI/pythia-1.4b,1.4b,89000,step89000,2088299e7059fddca4afc190ba4bfccce87ea99e
EleutherAI/pythia-1.4b,1.4b,88000,step88000,4d785a1506f524b9948a4e899db288df65a99e4f
EleutherAI/pythia-1.4b,1.4b,87000,step87000,5d281fd90417142fb9ccdf953b36b1ce70091902
EleutherAI/pythia-1.4b,1.4b,86000,step86000,fb4fda1ac5df92f463db030a112a215309298773
EleutherAI/pythia-1.4b,1.4b,85000,step85000,af7cb690346691192f3fe72bcfaf5bc0cabf7519
EleutherAI/pythia-1.4b,1.4b,84000,step84000,e3ab9530882f88146867c870d992f1159a849e59
EleutherAI/pythia-1.4b,1.4b,83000,step83000,61171d533b70d0b228e8b60c685b177f8937c966
EleutherAI/pythia-1.4b,1.4b,82000,step82000,ca4841526f3226e5f0a747a29782189dde73106c
EleutherAI/pythia-1.4b,1.4b,81000,step81000,a1d286a4346eeaac84ac206d2875b9dc46cbed9a
EleutherAI/pythia-1.4b,1.4b,80000,step80000,c72cd1f883e7696433a1e47954544f4afcfac293
EleutherAI/pythia-1.4b,1.4b,79000,step79000,03e82ae5c84226cd5533f00b651edd7ae48236fa
EleutherAI/pythia-1.4b,1.4b,78000,step78000,7a0a3c5b2d6e31005df63c2a1ca31675fd0d48e5
EleutherAI/pythia-1.4b,1.4b,77000,step77000,b36399306c5664d2cfe7e3fbf15c88f56b02d62a
EleutherAI/pythia-1.4b,1.4b,76000,step76000,774410e2f9e843a09e45cb2a0e1cd02a76888299
EleutherAI/pythia-1.4b,1.4b,75000,step75000,ccba682e0f1299ec3cca7ff73783db7edc5114d8
EleutherAI/pythia-1.4b,1.4b,74000,step74000,9ddea5129a3cd4bfbc1f851a19169e52f7827591
EleutherAI/pythia-1.4b,1.4b,73000,step73000,61e9fd7329a3b0314f2beef5b7039d5228b442e5
EleutherAI/pythia-1.4b,1.4b,72000,step72000,8b3a32e8bf988a21e749d5f046bacdad2df1a4f4
EleutherAI/pythia-1.4b,1.4b,71000,step71000,0e05b0eb5171f830a28d7e676e93a644d6c6522d
EleutherAI/pythia-1.4b,1.4b,70000,step70000,9df63d10571893b2a88d20f47255738fb65ed9a5
EleutherAI/pythia-1.4b,1.4b,69000,step69000,3bccc5b9feee1106be48ae5e7727c5c17d6e9539
EleutherAI/pythia-1.4b,1.4b,68000,step68000,9355e45b82d86fe6b9bccd30e5784f31e4eb86f9
EleutherAI/pythia-1.4b,1.4b,67000,step67000,5183c2180bf92c5817d6f9354a294c031d5e5b08
EleutherAI/pythia-1.4b,1.4b,66000,step66000,af2a0419ecabdabb17e0636f73b25404a9334b20
EleutherAI/pythia-1.4b,1.4b,65000,step65000,1dd69296891c6e720a99baf97039068bb512fd84
EleutherAI/pythia-1.4b,1.4b,64000,step64000,7277ad8a8582c08c985da32613a987189c6e7c3c
EleutherAI/pythia-1.4b,1.4b,63000,step63000,10670ac7797f2a404d0e37d66bca098012504e84
EleutherAI/pythia-1.4b,1.4b,62000,step62000,bd7c9207e41093787dcd507c4af7bc42e0b58856
EleutherAI/pythia-1.4b,1.4b,61000,step61000,83af4d3d5bf0352a82fb51ec667614362007ea47
EleutherAI/pythia-1.4b,1.4b,60000,step60000,7f3bc73836ed2f73a98d5cd296d199eab3671392
EleutherAI/pythia-1.4b,1.4b,59000,step59000,c88e6089751aa8f3396dd04bafdf0bab442a5092
EleutherAI/pythia-1.4b,1.4b,58000,step58000,c11e7d0e60d403e2d6b69d09e2488cb33c34667c
EleutherAI/pythia-1.4b,1.4b,57000,step57000,18076c27c3551b2bc5c261e24882b6008956aa4d
EleutherAI/pythia-1.4b,1.4b,56000,step56000,1f30058007b0ffd760fb2b8e0cb0703e540dcebe
EleutherAI/pythia-1.4b,1.4b,55000,step55000,a0234d8fa6e8d4433e9ab9baa8b91cfe124731e1
EleutherAI/pythia-1.4b,1.4b,54000,step54000,e036f2e67e04ed2859da6419d3305587bc07d9dd
EleutherAI/pythia-1.4b,1.4b,53000,step53000,f035df876334cbcc693dbc277b6e08ff8a7fdab8
EleutherAI/pythia-1.4b,1.4b,52000,step52000,8caee700688174c6a86979941a258b32348fbf13
EleutherAI/pythia-1.4b,1.4b,51000,step51000,8ac9d4cded67c10c584f3bf7a7a19bab71e990d4
EleutherAI/pythia-1.4b,1.4b,50000,step50000,80f3f0fae1bb97e8e1d9c8e2ff96d213c107eb0c
EleutherAI/pythia-1.4b,1.4b,49000,step49000,784ef263b090a91eb8c96f4fb8d7fa2e6f4dd267
EleutherAI/pythia-1.4b,1.4b,48000,step48000,b5d0b1087924508e674b87f0ffadbcaf4d096b99
EleutherAI/pythia-1.4b,1.4b,47000,step47000,28179af1d3bc993097a3ac7e177c577d0b1e6065
EleutherAI/pythia-1.4b,1.4b,46000,step46000,002058b64064db38097d1e845fde9f525d235b9c
EleutherAI/pythia-1.4b,1.4b,45000,step45000,d4270a9350667ef9ce4068c704fc7e5f8e6ef4a9
EleutherAI/pythia-1.4b,1.4b,44000,step44000,721e4ce78ac39929afe99f5e5d7f7a813d96f061
EleutherAI/pythia-1.4b,1.4b,43000,step43000,f3d6509f9e42763b286a432a54328f9a75d5a631
EleutherAI/pythia-1.4b,1.4b,42000,step42000,a7b7f12461bf8b8bbfed2e3245194f301f1ba076
EleutherAI/pythia-1.4b,1.4b,41000,step41000,bd74f21cfa5734139e207d7386782ba9ba8dccfb
EleutherAI/pythia-1.4b,1.4b,40000,step40000,9beba9b245e61812d749ec7440c5d8d4f333febe
EleutherAI/pythia-1.4b,1.4b,39000,step39000,238e5ffa3a1aed6c12450cce6f9e0ca7cf538d07
EleutherAI/pythia-1.4b,1.4b,38000,step38000,3094ff0480973bb774bb52f444cae73a8740dde8
EleutherAI/pythia-1.4b,1.4b,37000,step37000,cd7c5eeac2d4dc7c6efcb87bed94ed014a8f3c0c
EleutherAI/pythia-1.4b,1.4b,36000,step36000,c05e6e8a31f8c9323ed8e6318b7139338ee4e972
EleutherAI/pythia-1.4b,1.4b,35000,step35000,ca2b4b67a799e0a2173b6087ffd06db457c3af3b
EleutherAI/pythia-1.4b,1.4b,34000,step34000,f6aaf103b3cd698a3a1f28a290be86bcc2c082fb
EleutherAI/pythia-1.4b,1.4b,33000,step33000,e3011be995d24321eb18d4153d9fcf6b56495b1f
EleutherAI/pythia-1.4b,1.4b,32000,step32000,4d615cf6cea07d28784f3b6e47ef6e2b03d97be2
EleutherAI/pythia-1.4b,1.4b,31000,step31000,47db36db052211cc3712da409867cd61e151c7f8
EleutherAI/pythia-1.4b,1.4b,30000,step30000,f4a101a9109cb728c7ba9859e8936743cb003899
EleutherAI/pythia-1.4b,1.4b,29000,step29000,e14c91068a86da0f89b8ab7c0210e52396279ad1
EleutherAI/pythia-1.4b,1.4b,28000,step28000,c69e2a0df7149fc19206d1f4cd63f0ed937197b8
EleutherAI/pythia-1.4b,1.4b,27000,step27000,fcefb7f289db0f6cc4a1dfd94a54cf3fa0e6480c
EleutherAI/pythia-1.4b,1.4b,26000,step26000,f0643827079838a2ead745bcb9fe959c5ca7b13d
EleutherAI/pythia-1.4b,1.4b,25000,step25000,d8b68fa999932fa0d205b1c9b2f6a02b84b4cba2
EleutherAI/pythia-1.4b,1.4b,24000,step24000,48ffc9909962402c6c610f6160dbacf5922e5846
EleutherAI/pythia-1.4b,1.4b,23000,step23000,50203aa4af0ad116d434d9ed953b603ed90db371
EleutherAI/pythia-1.4b,1.4b,22000,step22000,5af5e264486d828d62419dee1021ed82030e1173
EleutherAI/pythia-1.4b,1.4b,21000,step21000,fa192bb92df7f2e236f6d435061086c598aab153
EleutherAI/pythia-1.4b,1.4b,20000,step20000,540cdfcdd0deea8c6e16b07e6eeac81bea78edee
EleutherAI/pythia-1.4b,1.4b,19000,step19000,c36825d457f99ba3e99caf2e683cb495d9f7d7b9
EleutherAI/pythia-1.4b,1.4b,18000,step18000,df0dae3634645b53cbbe044ef4e7fd478e29c4f5
EleutherAI/pythia-1.4b,1.4b,17000,step17000,c3a0574ba365307fed5432bf6308f6b04792c5b3
EleutherAI/pythia-1.4b,1.4b,16000,step16000,7227add89b788c09c721b976969beb64fa71d10c
EleutherAI/pythia-1.4b,1.4b,15000,step15000,309b8d8cba0e2f625a098a06b39b5ecd7290075b
EleutherAI/pythia-1.4b,1.4b,14000,step14000,5178dde4f9d7688a3d87abca91e1b319040edf96
EleutherAI/pythia-1.4b,1.4b,13000,step13000,e734b0b5fc3732ef1372f5b35fa531459959ad63
EleutherAI/pythia-1.4b,1.4b,12000,step12000,90452fe75ada9294a4c283c5cc99979464ae6d1a
EleutherAI/pythia-1.4b,1.4b,11000,step11000,88bad873ba0262d2e271e6772a7800d39ea84f23
EleutherAI/pythia-1.4b,1.4b,10000,step10000,31e142a47cce40baebba69ab40e7612409e4ce40
EleutherAI/pythia-1.4b,1.4b,9000,step9000,9ebae48f0fbe03736ec40b238ab08b4519fe5202
EleutherAI/pythia-1.4b,1.4b,8000,step8000,772eca29f926856669a401fc662cc199f04352ce
EleutherAI/pythia-1.4b,1.4b,7000,step7000,883d01dd632bf5e914556c5471d15cbb95a6e173
EleutherAI/pythia-1.4b,1.4b,6000,step6000,fb7b931345f1f1b8b30cce8c9d25e4e0c6d7dfde
EleutherAI/pythia-1.4b,1.4b,5000,step5000,7ca9aa97a395d64d70a41dd4f9b7bc7a806a6ba3
EleutherAI/pythia-1.4b,1.4b,4000,step4000,e27c7a8944677b79afa3da836d8be00346511c9f
EleutherAI/pythia-1.4b,1.4b,3000,step3000,05a37d54b83707bc973d036a597961e68cd22415
EleutherAI/pythia-1.4b,1.4b,2000,step2000,e12c050231d0990e07cdfa54506cb1e69a9657e4
EleutherAI/pythia-1.4b,1.4b,1000,step1000,4ccfb66b5ff79d332c69d5182d88d8de8b3441d3
EleutherAI/pythia-1.4b,1.4b,512,step512,c42605265af8e9c36dd9a93bd4be04b73111d886
EleutherAI/pythia-1.4b,1.4b,256,step256,2ab90f690dd8ef9c52c061c0f43b584ac56b4430
EleutherAI/pythia-1.4b,1.4b,128,step128,9a5e4ba9ae5d81dbaa5c44edeb64f4cb9d2feb8e
EleutherAI/pythia-1.4b,1.4b,64,step64,b41b757a3d749cbfb9558e1ea46676a4f15afc01
EleutherAI/pythia-1.4b,1.4b,32,step32,981669acc761138eb959ec99ce07331df71c1a97
EleutherAI/pythia-1.4b,1.4b,16,step16,cdb988a660a82a3dd3b3707cd2c1168443eefffe
EleutherAI/pythia-1.4b,1.4b,8,step8,d71deeaa44fab2601a726d6113617f6d02162029
EleutherAI/pythia-1.4b,1.4b,4,step4,e3d7769a74baf96924458e0389335ee036d29e4b
EleutherAI/pythia-1.4b,1.4b,2,step2,2b66c2ffc801ad6e7dc37f5dab7295dc85148077
EleutherAI/pythia-1.4b,1.4b,1,step1,3688cf9b0f63e5cbb5998c6a5372b4231f0df25f
EleutherAI/pythia-1.4b,1.4b,0,step0,ae04bdc1923b877cf65aee9da264d30555f011ab
EleutherAI/pythia-2.8b,2.8b,143000,step143000,dbe7ae300a54abcdc475a33907b3dff81d25709f
EleutherAI/pythia-2.8b,2.8b,142000,step142000,c040f766b2a7d1e38c9f0f54b07ec669a5bd9f9d
EleutherAI/pythia-2.8b,2.8b,141000,step141000,1dc9025e04009244259f2b588c695684c77aade3
EleutherAI/pythia-2.8b,2.8b,139000,step139000,6e0fa755aea540e9bfa7f912b2717d280328ec0f
EleutherAI/pythia-2.8b,2.8b,138000,step138000,2785278d6c255defd33bcb64cb99bd53a49d8765
EleutherAI/pythia-2.8b,2.8b,137000,step137000,fb7c4e409ed4b3e9b22d09822a89ddad358e5177
EleutherAI/pythia-2.8b,2.8b,136000,step136000,fa421f3d65710867ccea17d83b2e32ad5d320c90
EleutherAI/pythia-2.8b,2.8b,135000,step135000,512fd360bfc5e5d6e5aa4f2b6134617b5b079143
EleutherAI/pythia-2.8b,2.8b,134000,step134000,8ffb7d7213cb5f19c8a4ff9a0b24f808a1fd8039
EleutherAI/pythia-2.8b,2.8b,133000,step133000,07ed91ef6b291130b5241a2d353833e1961c4ade
EleutherAI/pythia-2.8b,2.8b,132000,step132000,8189d7bebb067a38c00084dec8a94d92c6c8604f
EleutherAI/pythia-2.8b,2.8b,131000,step131000,384f1240b8189ecdfdef462f6fbd0c383e39fd10
EleutherAI/pythia-2.8b,2.8b,129000,step129000,226817f9b8147b3bca48dbbe1e05a9afc3f78d3e
EleutherAI/pythia-2.8b,2.8b,128000,step128000,5ec59540bfdbc706c4a52de55a9f159742eb79c7
EleutherAI/pythia-2.8b,2.8b,127000,step127000,ea2c1cc3f83f1c51696e8388559e62c73d7e95d1
EleutherAI/pythia-2.8b,2.8b,126000,step126000,71d3de4841055005326fc75b69fdbdf1402d5c90
EleutherAI/pythia-2.8b,2.8b,125000,step125000,068c56d713ff1ca4eb2fdf3f290e6093a4bc0d05
EleutherAI/pythia-2.8b,2.8b,124000,step124000,ad60c7556f782df990a6d3feada2d2eeaaf27568
EleutherAI/pythia-2.8b,2.8b,123000,step123000,483e1492ea1fc84b2aabd77ae9ad3d36741175d8
EleutherAI/pythia-2.8b,2.8b,122000,step122000,d646800fed90ebc6b03b7b50030b23c41fd8d91a
EleutherAI/pythia-2.8b,2.8b,121000,step121000,8f639d88204da57e94c1d671a7a4e099a167d97c
EleutherAI/pythia-2.8b,2.8b,119000,step119000,90ccf75af5c3b61908a93ef349ae6f80a97d0a55
EleutherAI/pythia-2.8b,2.8b,118000,step118000,45ac22485b14e5ca8fdae07293451f7782e16b6e
EleutherAI/pythia-2.8b,2.8b,117000,step117000,88445aee4bfb1b5f34f3f4820bf84b25731bd8e7
EleutherAI/pythia-2.8b,2.8b,116000,step116000,048c0ed49674d2df4a3f1c0fab5e8baf2b057ba5
EleutherAI/pythia-2.8b,2.8b,115000,step115000,897f8a3b31dd6c6ee5e6e4b73a15b1eedf927951
EleutherAI/pythia-2.8b,2.8b,114000,step114000,6f666ac96ff61e7faaa319a9074f39f033d92aa0
EleutherAI/pythia-2.8b,2.8b,113000,step113000,dfd25e0ab4aa4d52a0e5648b0cfae349cd4904f4
EleutherAI/pythia-2.8b,2.8b,112000,step112000,59b75d4b206f372517c32df6e646388fae430e80
EleutherAI/pythia-2.8b,2.8b,111000,step111000,3990e8dff7507a81db8640d6ee0b64f76ce2c87b
EleutherAI/pythia-2.8b,2.8b,109000,step109000,a2a697fae212fdaae6b559f473c503da23e43b31
EleutherAI/pythia-2.8b,2.8b,108000,step108000,986b6d4a6710670199650cd32520852e5bc5bc17
EleutherAI/pythia-2.8b,2.8b,107000,step107000,e0de67a0b5c6cb84a2bbe61c8985c6c068941186
EleutherAI/pythia-2.8b,2.8b,106000,step106000,61f9347dfa1ebd7c357ed5d3f5840cf8fa54e3e8
