model_repo,model_size,step,branch,commit
EleutherAI/pythia-2.8b,2.8b,105000,step105000,1f59ae1f0f7ee038653966671d934b9b3b61d151
EleutherAI/pythia-2.8b,2.8b,104000,step104000,23fe5c95565f13116115332bad322b3059e7911d
EleutherAI/pythia-2.8b,2.8b,102000,step102000,f86458126cabfa52b26d2edb986707dd099817e4
EleutherAI/pythia-2.8b,2.8b,101000,step101000,f819677a28e886a9b1fd8607cce4c44ca3395a7e
EleutherAI/pythia-2.8b,2.8b,99000,step99000,68172d2242cd5430e8210ecbafed7cc0425f16a2
EleutherAI/pythia-2.8b,2.8b,98000,step98000,5b9c8d7756a0e4cf297192d0aeca3687492d95f5
EleutherAI/pythia-2.8b,2.8b,97000,step97000,abf73fea3f48ff0cf1474c09ba1e3555bad615d6
EleutherAI/pythia-2.8b,2.8b,96000,step96000,3bf413664219d13abab09a4befcef3a44c364464
EleutherAI/pythia-2.8b,2.8b,95000,step95000,0f9edef1d6c14635056c9a538bb09781517ce48e
EleutherAI/pythia-2.8b,2.8b,94000,step94000,441ae393e3ba53e29739485a6a8e0524de1fde71
EleutherAI/pythia-2.8b,2.8b,93000,step93000,5d878156dac3513d38ecb56926112dfc7eb5b148
EleutherAI/pythia-2.8b,2.8b,92000,step92000,99e969c8fbd7c710e234c6e83c9447fe900ba8d1
EleutherAI/pythia-2.8b,2.8b,91000,step91000,dbd479debc329ffe2fb25ed8692b831dee38a165
EleutherAI/pythia-2.8b,2.8b,89000,step89000,11cb76bf81c9552a15c0871d43243abb8a7caf20
EleutherAI/pythia-2.8b,2.8b,88000,step88000,1ef82ba7e7c1a687b756385f8c08869b45951368
EleutherAI/pythia-2.8b,2.8b,87000,step87000,86edbfe0d8970d89bddb2d548365cdcfcd6168f2
EleutherAI/pythia-2.8b,2.8b,86000,step86000,164713cb14d50d666b04b9dd78e646f35341a12f
EleutherAI/pythia-2.8b,2.8b,85000,step85000,637aab58ee83bfb710000e9bd07523c0d4fbe7e3
EleutherAI/pythia-2.8b,2.8b,84000,step84000,5a881336ea6ced2f39bd56f60d4a4d03f780be18
EleutherAI/pythia-2.8b,2.8b,83000,step83000,97fc342b2e76a5ce4b365a34225853209fbca6f5
EleutherAI/pythia-2.8b,2.8b,82000,step82000,2630b5251b659d1c9c03354b3f3c00e177f25ab9
EleutherAI/pythia-2.8b,2.8b,81000,step81000,33cb7168065a1476decf37447fe12c5d69c69123
EleutherAI/pythia-2.8b,2.8b,79000,step79000,7e17d81506135fa70052bde1b061c7f012520bf6
EleutherAI/pythia-2.8b,2.8b,78000,step78000,b9c14c46c881d0e38359f837731ff6491aed1c6e
EleutherAI/pythia-2.8b,2.8b,77000,step77000,8dec9a9c94e1827c6c487c1aa4c7ab0c0dda8c43
EleutherAI/pythia-2.8b,2.8b,76000,step76000,a1009b715b893f5eed3045c91f2f658245eb93c2
EleutherAI/pythia-2.8b,2.8b,75000,step75000,b1c869661842b70de638314499bba046bd2efb9f
EleutherAI/pythia-2.8b,2.8b,74000,step74000,bd1f918bc1fd1575da387526371d00d46e4dabc8
EleutherAI/pythia-2.8b,2.8b,73000,step73000,3fc2002b3ee1270a6f4e57cf656576ba71c000f1
EleutherAI/pythia-2.8b,2.8b,72000,step72000,2592ce1494fbad04eb766556f4e9d5be0fbe6601
EleutherAI/pythia-2.8b,2.8b,71000,step71000,28d65ab52778189e84d7ec18c28776dae0daf287
EleutherAI/pythia-2.8b,2.8b,69000,step69000,edb5d71d5a3f14624dfafea202830c6d452cd5de
EleutherAI/pythia-2.8b,2.8b,68000,step68000,7f81d6afacc3dfbcce73940645cfb3b75d8d5a5c
EleutherAI/pythia-2.8b,2.8b,67000,step67000,c160d62f53c99b8a3881f0d90183c80109d7b43b
EleutherAI/pythia-2.8b,2.8b,66000,step66000,7673c318263a587cf343f7a3c9518362472cedb9
EleutherAI/pythia-2.8b,2.8b,64000,step64000,e4e0ac4e8cba6f7880e63a12c51858ed49d968b8
EleutherAI/pythia-2.8b,2.8b,63000,step63000,6bc043d1a5865b5a004b153ca26a538067be6c26
EleutherAI/pythia-2.8b,2.8b,62000,step62000,27a51d9c6cab060ff2b2a84e44084b04bd37176b
EleutherAI/pythia-2.8b,2.8b,61000,step61000,ce482f00acf19ec5de56b24b895640b18755265d
EleutherAI/pythia-2.8b,2.8b,59000,step59000,853db3f3ca34894757da8500fac63ff0f4ff3cc4
EleutherAI/pythia-2.8b,2.8b,58000,step58000,d6173462bad71f2b15f6cac70ab26980feaa621d
EleutherAI/pythia-2.8b,2.8b,57000,step57000,5cd63dc2562a8ad3da70c23367545b23a0603a8b
EleutherAI/pythia-2.8b,2.8b,56000,step56000,1455b4f83d39377deec7645652977d10ca7a4752
EleutherAI/pythia-2.8b,2.8b,54000,step54000,3246dc2f2baab9967050eaa2594344131df076ab
EleutherAI/pythia-2.8b,2.8b,140000,step140000,d814d45ed5af3c344405cb7909f6a03dd19787f8
EleutherAI/pythia-2.8b,2.8b,130000,step130000,0e13f76de6fd6710184fdc83f6bc4c2a0776d803
EleutherAI/pythia-2.8b,2.8b,120000,step120000,6da387d5fb726c1f7d32994a02dd2620579e5a00
EleutherAI/pythia-2.8b,2.8b,110000,step110000,3874b59206f83e51ee217175f34e1b2f2916dc8d
EleutherAI/pythia-2.8b,2.8b,100000,step100000,668bcb3f3a13a908d6c5e21566fa2bdc2d9c8c65
EleutherAI/pythia-2.8b,2.8b,90000,step90000,19ef1525c3a6230b2f36998e2ee294ff43625d6b
EleutherAI/pythia-2.8b,2.8b,80000,step80000,9426b85966702077332b501434b5a54c9c40b5f6
EleutherAI/pythia-2.8b,2.8b,70000,step70000,ca5f5f4669b3bb626cd047a6087c4a9b7d9f1cd3
EleutherAI/pythia-2.8b,2.8b,65000,step65000,baf86b8bad0d2e020f3a623fc0dd25fbb10570ea
EleutherAI/pythia-2.8b,2.8b,60000,step60000,91c9da667d202b27bf3959ca8696c73c7a88f136
EleutherAI/pythia-2.8b,2.8b,55000,step55000,4f4bbe29b98a336a835db205346da5f8fd15835b
EleutherAI/pythia-2.8b,2.8b,52000,step52000,7a0b660f677e79e98cb4484fcdc47768fbc227cc
EleutherAI/pythia-2.8b,2.8b,51000,step51000,5b27ae30bf8238574adabf2ac0a6e85d0bba7d6b
EleutherAI/pythia-2.8b,2.8b,50000,step50000,1936c7c2953079ceb4d564e0a01f0086bae5aab5
EleutherAI/pythia-2.8b,2.8b,49000,step49000,43a063f7333bab7e67d5eb6cc3b82c57e0cd20e7
EleutherAI/pythia-2.8b,2.8b,48000,step48000,f4767b9237d1f980db38ef2a6eda06508bf6732b
EleutherAI/pythia-2.8b,2.8b,47000,step47000,a3689c752d841b67903e89ffcba83538ef61f947
EleutherAI/pythia-2.8b,2.8b,46000,step46000,526f0383004853b6814ab420935b41a53134d3c6
EleutherAI/pythia-2.8b,2.8b,45000,step45000,839b22815d5379ce2b5a7b5c529a1470d4859b29
EleutherAI/pythia-2.8b,2.8b,44000,step44000,0cb65a20c3d4f81490ef44b3f6ee2ac7dc3fd582
EleutherAI/pythia-2.8b,2.8b,43000,step43000,9fb6a30590b311d2f0ba5015a5676db17ae253c4
EleutherAI/pythia-2.8b,2.8b,42000,step42000,fe593a602d5a2f11c5e5aef98578c01d5f467af1
EleutherAI/pythia-2.8b,2.8b,41000,step41000,90635ee8964d9e204cd6682f1f8951ae59488b48
EleutherAI/pythia-2.8b,2.8b,40000,step40000,ee8603a33c96982181c23193582ada2756f5c403
EleutherAI/pythia-2.8b,2.8b,39000,step39000,cd79c02f7ab52feb909cfecfd378dc67d3339741
EleutherAI/pythia-2.8b,2.8b,38000,step38000,6d9bb3805a5e90e46a5506a75a4f2aa016b9e17a
EleutherAI/pythia-2.8b,2.8b,37000,step37000,b58d93eb7d7cba742aa4d5f16b14da959b7a25fe
EleutherAI/pythia-2.8b,2.8b,36000,step36000,6dffeb0803fac758ce343931e69c5a10562a8320
EleutherAI/pythia-2.8b,2.8b,35000,step35000,25693cdbe7c21368550bbade45395070c2f8f2a8
EleutherAI/pythia-2.8b,2.8b,34000,step34000,7ffa6ee91673784ddde56bf2ce1af7afd833cbeb
EleutherAI/pythia-2.8b,2.8b,33000,step33000,0a571f9334e5fdca5949321f584b252d02ef2b41
EleutherAI/pythia-2.8b,2.8b,32000,step32000,8e9373fa05b5549002f3a29ecd4e1f5663cd1d4c
EleutherAI/pythia-2.8b,2.8b,31000,step31000,ba6a15c170c77f4ae3a70f1ddd09b792f8504bea
EleutherAI/pythia-2.8b,2.8b,30000,step30000,ed1bad30d0885642974ecb9d20cd2b3144601360
EleutherAI/pythia-2.8b,2.8b,29000,step29000,d05e33764e3fecdf6d5d63a34ef24b280b772745
EleutherAI/pythia-2.8b,2.8b,28000,step28000,9e987d314ef61e4313d4ac8449e59f8d3fe16085
EleutherAI/pythia-2.8b,2.8b,27000,step27000,dfe36e43cab7a79ed3607c181ad34544163be220
EleutherAI/pythia-2.8b,2.8b,25000,step25000,2e71f3a780f3062eb259506b9b16f076ee1db4fb
EleutherAI/pythia-2.8b,2.8b,24000,step24000,b88662b9e54c2126e26214df071bd9cf3f155593
EleutherAI/pythia-2.8b,2.8b,23000,step23000,4214fce66dc4d5abe53b8a5c7a3fa8207f376200
EleutherAI/pythia-2.8b,2.8b,22000,step22000,13ef1a0ba8054068dd12c2bfcf18d0ccb55e4f2b
EleutherAI/pythia-2.8b,2.8b,21000,step21000,327bcdb915e834518a956ab57d74bc80136b28b1
EleutherAI/pythia-2.8b,2.8b,20000,step20000,9d53346f34b6a98320c42c1653009c576064b8ae
EleutherAI/pythia-2.8b,2.8b,19000,step19000,be6b3326080bf9e2507542df481102b5c64aa4ed
EleutherAI/pythia-2.8b,2.8b,18000,step18000,db65558751ad6cf0715de0ae931733efcc3cdeb8
EleutherAI/pythia-2.8b,2.8b,17000,step17000,6c621322bbd5e9b185fe6c516ae9b579b6d75ab2
EleutherAI/pythia-2.8b,2.8b,16000,step16000,d86be5ee6523ec46075f22dd2230b8e346524d4f
EleutherAI/pythia-2.8b,2.8b,15000,step15000,253f6803c5e8bba4ac2c8cba6f14eb5583cd0dd8
EleutherAI/pythia-2.8b,2.8b,14000,step14000,a107083b69f9d7b074a7583347581ae71fbb439d
EleutherAI/pythia-2.8b,2.8b,13000,step13000,d8fdae79bb2ccaf3d090b72b3a39a18cf9f093c9
EleutherAI/pythia-2.8b,2.8b,12000,step12000,50b688d2b4975db1c82f072de82b5e64402dceab
EleutherAI/pythia-2.8b,2.8b,11000,step11000,786385b60885dd1c4d1f12eb26572f19b784adb0
EleutherAI/pythia-2.8b,2.8b,10000,step10000,835c7474e2032ea69643f0ade8244a105ec626fd
EleutherAI/pythia-2.8b,2.8b,9000,step9000,d1147d1addb4a18cdc1ff6d2d9e2fc98c4812289
EleutherAI/pythia-2.8b,2.8b,8000,step8000,58ebdb26dabaec03e422e9dac74730ed45e7ae3e
EleutherAI/pythia-2.8b,2.8b,7000,step7000,625ff56335083400150c21bfc603b9a7697a1e11
EleutherAI/pythia-2.8b,2.8b,6000,step6000,a8ad81b88087d23cb3f14a5343b7650b97ecd15b
EleutherAI/pythia-2.8b,2.8b,5000,step5000,de71aa26ef28e480b9cc52d5d9ecc107e6d5cbea
EleutherAI/pythia-2.8b,2.8b,4000,step4000,494474bbd9522f163d2921bf08f107e485b08394
EleutherAI/pythia-2.8b,2.8b,3000,step3000,32f13dfd92d7a935b860726a55386f35af465b37
EleutherAI/pythia-2.8b,2.8b,2000,step2000,7378edcedb6f1a8fa81e0cf3b116d7d0dd962258
EleutherAI/pythia-2.8b,2.8b,1000,step1000,cc81f94ea2acd24862163f15126427b85b98caac
EleutherAI/pythia-2.8b,2.8b,512,step512,56983e481a9a1d36005ac29e53ed4bafddf9200f
EleutherAI/pythia-2.8b,2.8b,256,step256,7769e9290933d1a0e850fafdf6b19438127a49c5
EleutherAI/pythia-2.8b,2.8b,128,step128,1d89b0b51dc658bde5181477ce60368d69bb8c5e
EleutherAI/pythia-2.8b,2.8b,64,step64,798463c14509166ba2833780da614276167ff2fc
EleutherAI/pythia-2.8b,2.8b,32,step32,589f1f0ca104fe8f01cbcec10cd9bdb986d424ac
EleutherAI/pythia-2.8b,2.8b,16,step16,8d7f0d1e7e327bf52af251e6379cd829ba46b451
EleutherAI/pythia-2.8b,2.8b,8,step8,4084c361bd62c0e1e9723e695f1e69e971a39b08
EleutherAI/pythia-2.8b,2.8b,4,step4,e02ee6411432045ad6cf4a2a20fd44c166b157f7
EleutherAI/pythia-2.8b,2.8b,2,step2,4ed88529b64c8c3dd415aa14fe7ef06763053ab2
EleutherAI/pythia-2.8b,2.8b,1,step1,551e83242dc599b1db4e5d29bb881a09170e69e0
EleutherAI/pythia-2.8b,2.8b,0,step0,bd55df2208f3b31d01673d546f786be9cc3c4ba5
EleutherAI/pythia-2.8b,2.8b,103000,step103000,2a259cdd96a4beb1cdf467512e3904197345f6a9
EleutherAI/pythia-2.8b,2.8b,26000,step26000,2a259cdd96a4beb1cdf467512e3904197345f6a9
EleutherAI/pythia-2.8b,2.8b,53000,step53000,2a259cdd96a4beb1cdf467512e3904197345f6a9
EleutherAI/pythia-6.9b,6.9b,26000,step26000,d0f1ea5d72db917872d030c7979c8b6e48e6fe73
EleutherAI/pythia-6.9b,6.9b,143000,step143000,21bfa02e806e253fe453702c29c81d9f83617255
EleutherAI/pythia-6.9b,6.9b,83000,step83000,d0b54beda6f4c9db7463b700eca4b0e02c169855
EleutherAI/pythia-6.9b,6.9b,142000,step142000,bfc39bb507cf602892bf522baf788a5cd7704653
EleutherAI/pythia-6.9b,6.9b,141000,step141000,d6b02e7fd35756d45a294c0f60198ccb787c5eac
EleutherAI/pythia-6.9b,6.9b,140000,step140000,cd21170d5cd536fed247ad6492affe196f8b5075
EleutherAI/pythia-6.9b,6.9b,139000,step139000,c6d32a6072a46cece2d1d540fbc25f04739de432
EleutherAI/pythia-6.9b,6.9b,138000,step138000,444264162f480c107065f85c4b0dd52d2dce0083
EleutherAI/pythia-6.9b,6.9b,137000,step137000,4acc2ae881a61e12e1ec64cffdd011dd24370ff3
EleutherAI/pythia-6.9b,6.9b,136000,step136000,d4a92553e3186ad8ee6bcf2256ca1f31083217fe
EleutherAI/pythia-6.9b,6.9b,135000,step135000,2e5f25d9c5f7fb2ad8ec9d772dd53bc3d13f968e
EleutherAI/pythia-6.9b,6.9b,134000,step134000,3a92216edb6c7d23fa7c63450bee987e2f24c4d4
EleutherAI/pythia-6.9b,6.9b,133000,step133000,b008d2c4d763b8055d59965664525647b9d74ca7
EleutherAI/pythia-6.9b,6.9b,132000,step132000,e44bf64f09ad81d81960cc7c11cd933f4d003797
EleutherAI/pythia-6.9b,6.9b,131000,step131000,5dc702d78cbacd2b175aeaab9b361891de31e957
EleutherAI/pythia-6.9b,6.9b,130000,step130000,99118e385509b71bce1d3f35d88b5bdd6697a7ed
EleutherAI/pythia-6.9b,6.9b,129000,step129000,93ff1d2158fc95639f75e894fb93a88ef9051554
EleutherAI/pythia-6.9b,6.9b,128000,step128000,515c05d16b89abff334eb2750ce446bbc6d2cc7a
EleutherAI/pythia-6.9b,6.9b,127000,step127000,994b28b7a22bc073e948032211a23b1f6a756790
EleutherAI/pythia-6.9b,6.9b,126000,step126000,ab7f21e859b107e3b7bc30c53bba1037a1bf3a89
EleutherAI/pythia-6.9b,6.9b,125000,step125000,546a551e49c6a8702590c7e578f0ab7307667b05
EleutherAI/pythia-6.9b,6.9b,124000,step124000,f0e571989f630528e8bb69389b4fd008bc315327
EleutherAI/pythia-6.9b,6.9b,123000,step123000,bd622eb9d40c0c36d13db51e6b43179756f06055
EleutherAI/pythia-6.9b,6.9b,122000,step122000,7616e4d534d1ad479ae4c1e2dbc96c2089cad248
EleutherAI/pythia-6.9b,6.9b,121000,step121000,896252722e3c810cc305d8ddc42323a4110f9c41
EleutherAI/pythia-6.9b,6.9b,120000,step120000,57c5388dd183fc59899673ac22fb18115fe31155
EleutherAI/pythia-6.9b,6.9b,119000,step119000,f5403f05aa02e6270ab41a3b15cc25accfbf40b2
EleutherAI/pythia-6.9b,6.9b,118000,step118000,86da36410722669224caff159e031893c906a482
EleutherAI/pythia-6.9b,6.9b,117000,step117000,876b3b4b79f8878fd53f8b7b7a6307dee1e09eb4
EleutherAI/pythia-6.9b,6.9b,116000,step116000,c1cf0214158f3b47752e47575d8a503b692f0d37
EleutherAI/pythia-6.9b,6.9b,115000,step115000,d1dc32b61454a9f82fd6694f69469268977a61a8
EleutherAI/pythia-6.9b,6.9b,114000,step114000,3f8e7e61e0930b9716d35f89277eb0c8ebc62e53
EleutherAI/pythia-6.9b,6.9b,113000,step113000,6e5bcf78022239f25bad1b34c8c045aa44bc738e
EleutherAI/pythia-6.9b,6.9b,112000,step112000,9c7bcdb57a6a163bc1bce8359d8ebc8b77eda997
EleutherAI/pythia-6.9b,6.9b,111000,step111000,cf5e66834e613ff1d28994d3f0537b6029b5f765
EleutherAI/pythia-6.9b,6.9b,110000,step110000,a12374db950ce44f7e7d99499d9beb395b41dd0e
EleutherAI/pythia-6.9b,6.9b,109000,step109000,2206583c61728f37b64fc7f44a49704ca03071c8
EleutherAI/pythia-6.9b,6.9b,108000,step108000,9f6df7a7b3aa9d424aeb717e1b33aa2af9e190fa
EleutherAI/pythia-6.9b,6.9b,107000,step107000,b185a4d845b4ec3f7e0aedbb5a5ed79d312040a0
EleutherAI/pythia-6.9b,6.9b,106000,step106000,b4109781117ab94d65fe9da383f15ba6e485e095
EleutherAI/pythia-6.9b,6.9b,105000,step105000,f37fb213fdbae81a0fb4472fdbd38dfb221f9b2a
EleutherAI/pythia-6.9b,6.9b,104000,step104000,241a2c16938c95e9514d31ed142d3a1130ac9ddf
EleutherAI/pythia-6.9b,6.9b,103000,step103000,2e70b9dc0f6d4049f234e988add2ee4fbc5a5f70
EleutherAI/pythia-6.9b,6.9b,102000,step102000,3acb7b7bc6ddafe21cc62ea278122402e19e68b2
EleutherAI/pythia-6.9b,6.9b,101000,step101000,bc569429286cdb3bbb78f52e3c52ea14305938f8
EleutherAI/pythia-6.9b,6.9b,100000,step100000,e8322eda2cea965228d7d8ab118ef7c38ec899ae
EleutherAI/pythia-6.9b,6.9b,99000,step99000,a1c69f3097565936b425e1dad37d5edbcd3c77eb
EleutherAI/pythia-6.9b,6.9b,98000,step98000,041b76a705bdde11dc09a9623da046aa868a9529
EleutherAI/pythia-6.9b,6.9b,97000,step97000,f766f349b35a51f9c17a418967c12d476717f167
EleutherAI/pythia-6.9b,6.9b,96000,step96000,302faf86a26ec5829ee6bfc8baaccad63400d19e
EleutherAI/pythia-6.9b,6.9b,95000,step95000,b952bd629974779851354b0d2ddd85708092a390
EleutherAI/pythia-6.9b,6.9b,94000,step94000,c865e1128f6353c3eb3c5ecc644424ba54b52d58
EleutherAI/pythia-6.9b,6.9b,93000,step93000,cd6958a694c50744509a372f0bcbbaffe07ddad7
EleutherAI/pythia-6.9b,6.9b,92000,step92000,bc3e276698ffc04770c872ee7e9e0e886e118720
EleutherAI/pythia-6.9b,6.9b,91000,step91000,0cf4cafbf5e17ab32739060fdc957f795de821ab
EleutherAI/pythia-6.9b,6.9b,90000,step90000,9a08d7c6fa73d7e5c1b1494a077fc247a2445424
EleutherAI/pythia-6.9b,6.9b,89000,step89000,87cafcb165fdd69b670408cc3daae19011f99677
EleutherAI/pythia-6.9b,6.9b,88000,step88000,0560dd91c5b4c664be55b84d60907c4f53b2ed7b
EleutherAI/pythia-6.9b,6.9b,87000,step87000,5981cec81ff3a21134f40c8f52a985900352d7f0
EleutherAI/pythia-6.9b,6.9b,86000,step86000,adf5436ce54a332d2808b1bd2f7044e0c8fe2824
EleutherAI/pythia-6.9b,6.9b,85000,step85000,3d53301ef6bcc1579d81c474c56b779faf2b3cbf
EleutherAI/pythia-6.9b,6.9b,84000,step84000,bd0fb3e7e271af8a320fbf5a990f6c229ee1ce64
EleutherAI/pythia-6.9b,6.9b,82000,step82000,bcdeab48804c0302688e11458d94464d4f136904
EleutherAI/pythia-6.9b,6.9b,81000,step81000,148f68c650c9f9fff5295286c105c518dfd4b6e0
EleutherAI/pythia-6.9b,6.9b,80000,step80000,c51dca0acfafc416e132f889c7a2d0647b834be8
EleutherAI/pythia-6.9b,6.9b,79000,step79000,a7b9e84e3505bb20a250b3406c8347f4d61693c2
EleutherAI/pythia-6.9b,6.9b,78000,step78000,5253f1915348479ddde96c2cf9c762201efb9efe
EleutherAI/pythia-6.9b,6.9b,77000,step77000,64ec6a3154a9058550f27a89b0e9f840394a319d
EleutherAI/pythia-6.9b,6.9b,76000,step76000,e5b8c16d7f25f8f366f5c41a3662323f875a9684
EleutherAI/pythia-6.9b,6.9b,75000,step75000,fcbed72176eb177f4b2cd74cf5a1b6cd21edd299
EleutherAI/pythia-6.9b,6.9b,74000,step74000,34a7377266b0b6eca21cb105e2621bebdc9780ae
EleutherAI/pythia-6.9b,6.9b,73000,step73000,dbc8619ea5db49455b4468a2bd007488f1f867eb
EleutherAI/pythia-6.9b,6.9b,72000,step72000,f5f3cf1b5184241a5896a4e0acda356625dd724a
EleutherAI/pythia-6.9b,6.9b,71000,step71000,caf03764ab37e06430c81cd829a4d523e8c76bf9
EleutherAI/pythia-6.9b,6.9b,70000,step70000,2606322d77e434ff6106824e679769ef479c89a4
EleutherAI/pythia-6.9b,6.9b,69000,step69000,e3bafffc3125b6a53fc302a677c70379d7d12c61
EleutherAI/pythia-6.9b,6.9b,68000,step68000,e39f06e42fc3eea48aa972a7df206ff7f30840c8
EleutherAI/pythia-6.9b,6.9b,67000,step67000,5c8a1a18b50333daa88d4b0be5b618a98be0ba6b
EleutherAI/pythia-6.9b,6.9b,66000,step66000,35b1a3aba3c32093bf28adb5f0983a929db73d00
EleutherAI/pythia-6.9b,6.9b,65000,step65000,49c331fecd72eb0422ad38f54ae14af35601b907
EleutherAI/pythia-6.9b,6.9b,64000,step64000,93358b03c0421d030654bfc3af1b0312b659a58c
EleutherAI/pythia-6.9b,6.9b,63000,step63000,2dc97a49dfea4622b0398d6c67af9104c6de2c8d
EleutherAI/pythia-6.9b,6.9b,62000,step62000,2f00eb24184ac3c8943e4692fedb213f9de1adb6
EleutherAI/pythia-6.9b,6.9b,61000,step61000,4f4d0a32c2fd0ba9d708ae79416ed7625034504a
EleutherAI/pythia-6.9b,6.9b,60000,step60000,d71da6fa83025f252d316cfc26977ac2c858450c
EleutherAI/pythia-6.9b,6.9b,59000,step59000,863f27223ffd39fd987bcc9a78790c4aa10def52
EleutherAI/pythia-6.9b,6.9b,58000,step58000,3fb58c7bf10d060601fd40ac43bffc7640441535
EleutherAI/pythia-6.9b,6.9b,57000,step57000,051c7a75dd575ebb8b08bf29cc2c66db776de23d
EleutherAI/pythia-6.9b,6.9b,56000,step56000,115d5543a8dd0b4fa1571996304a96f73ae1e041
EleutherAI/pythia-6.9b,6.9b,55000,step55000,0111e0e4a906d6c66e40aae52b52f7e0c10ae5ce
EleutherAI/pythia-6.9b,6.9b,54000,step54000,f111524520bbbca6f3b43a168014530b9ab28d76
EleutherAI/pythia-6.9b,6.9b,53000,step53000,f4435160baec720ae1595143899998c94188178b
EleutherAI/pythia-6.9b,6.9b,52000,step52000,448a30c8eee3ff84129efc2f74f9c7b46898ac9f
EleutherAI/pythia-6.9b,6.9b,51000,step51000,eb0dd1e02d25c1517b2590238785fd620622fd92
EleutherAI/pythia-6.9b,6.9b,50000,step50000,dfc8ac2b59167271552992c6aa245ed86c4e6732
EleutherAI/pythia-6.9b,6.9b,49000,step49000,2af628e42e34dd98aa36e3920564de09a27f934c
EleutherAI/pythia-6.9b,6.9b,48000,step48000,f66ac5cb4b86805e59e10c54147ba8e38f6c746f
EleutherAI/pythia-6.9b,6.9b,47000,step47000,b92eb8beecbf80d9a6f755eee2cec67bb09c989c
EleutherAI/pythia-6.9b,6.9b,46000,step46000,27b901f7c31bd156d0724f7e64590d16bb50646b
EleutherAI/pythia-6.9b,6.9b,45000,step45000,b2522cc98d2654a985c0c7b5e28cd4e1aa741024
EleutherAI/pythia-6.9b,6.9b,44000,step44000,2c65e187ae624c15b02643f7dc8f94741d090fdc
EleutherAI/pythia-6.9b,6.9b,43000,step43000,5928aa83354aa35f9a5a6999bb899a6b14faa512
EleutherAI/pythia-6.9b,6.9b,42000,step42000,430ac4a419bdf3cb9aeda707ae3d3b01e9011079
EleutherAI/pythia-6.9b,6.9b,41000,step41000,740ec743d58ba36a8df1be99eb78a651b8a77b68
EleutherAI/pythia-6.9b,6.9b,40000,step40000,c61eb4fd56716a0d2b7ade3d83fea06110e3a660
EleutherAI/pythia-6.9b,6.9b,39000,step39000,27d6dc82d22588f263070b0c7599cd5ba4caa7a2
EleutherAI/pythia-6.9b,6.9b,38000,step38000,e3264945e144661b6aeec6c4e11ed5ab679566b4
EleutherAI/pythia-6.9b,6.9b,37000,step37000,571038cd2c7ee16dcb9583ddad4b5901e177392d
EleutherAI/pythia-6.9b,6.9b,36000,step36000,c286e37cdce3ba3dd89d0414720c4817eb11c002
EleutherAI/pythia-6.9b,6.9b,35000,step35000,7511eb8796ac43df2a93b05d2974eb2866018beb
EleutherAI/pythia-6.9b,6.9b,34000,step34000,5ed587849eb7390d64a7d8a51f26be678c62aa76
EleutherAI/pythia-6.9b,6.9b,33000,step33000,027124776216a2dbcdcbdffec3f4b45a1fd739a6
EleutherAI/pythia-6.9b,6.9b,32000,step32000,554e5adfd737b258837ccf4d0c4dfa4e382c1a31
EleutherAI/pythia-6.9b,6.9b,31000,step31000,94acf29dfe44b7f048a959ef11cabfb31033bae2
EleutherAI/pythia-6.9b,6.9b,30000,step30000,383e80e490981efe565f8c49cb5e7b125c48d7d6
EleutherAI/pythia-6.9b,6.9b,29000,step29000,6eca6c29b3b32fcdfa2cf156c1719a2ed4431bbc
EleutherAI/pythia-6.9b,6.9b,28000,step28000,5552a2f17cabc72736e03edd77162e0b32d6d258
EleutherAI/pythia-6.9b,6.9b,27000,step27000,fe905098d60b6d3dccfd6175ff831881fe4a4f87
EleutherAI/pythia-6.9b,6.9b,25000,step25000,01fe44ccb2afd2a10d0f5910d24394cf00c7f932
EleutherAI/pythia-6.9b,6.9b,24000,step24000,53c0b3722f42fea2cecbeb99a8f6cc053c49d7fb
EleutherAI/pythia-6.9b,6.9b,23000,step23000,7fe42e83d1bcea143711c801bc2f3402902807b4
EleutherAI/pythia-6.9b,6.9b,22000,step22000,309a0c76490518e1cfe1a9d4bb9d015b1e4226f3
EleutherAI/pythia-6.9b,6.9b,21000,step21000,5110fb1021c38eaa4b9f5fa43427474a86dad6b6
EleutherAI/pythia-6.9b,6.9b,20000,step20000,f6ff74ac703ba2c7e542e0310ad0a03f8f1481fa
EleutherAI/pythia-6.9b,6.9b,19000,step19000,acb37642656ab777aa1fb703328ce57a0c7a03a8
EleutherAI/pythia-6.9b,6.9b,18000,step18000,05d8822aea4528d2e6d498142b90d1908a9817e9
EleutherAI/pythia-6.9b,6.9b,17000,step17000,d57744253e25c2c3f9b272d4a0a635ca0acf532c
EleutherAI/pythia-6.9b,6.9b,16000,step16000,5c96b47f1e1f2ee0257ad0c5390a725069de95df
EleutherAI/pythia-6.9b,6.9b,15000,step15000,7e4d5977b61f9ba7884dfc3f7b5c72f5f6123e90
EleutherAI/pythia-6.9b,6.9b,14000,step14000,17463349e6eda907664a94ebbb84ce2e2fc51b8c
EleutherAI/pythia-6.9b,6.9b,13000,step13000,c6f8d5084c749ec14a01c5c5fa3f1829f93a4fc9
EleutherAI/pythia-6.9b,6.9b,12000,step12000,a546fccbf1d48be3012b656cc21f80e57584afd7
EleutherAI/pythia-6.9b,6.9b,11000,step11000,4d6b94a0267690ef8f28596415fe5fe8ef7f5e4e
