Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,Epoch_AI_Publication_Date,Epoch_AI_Organization,Epoch_AI_Open_Weights
BAAI/Infinity-Instruct-7M-0729-mistral-7B,7.242,2024-08-05,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.21644934658775,61.61928128476886,28.697915491520025,8.308157099697885,5.369127516778524,10.04010416666667,25.26411052009456,,,
BAAI/Infinity-Instruct-7M-Gen-Llama3_1-70B,70.554,2024-09-26,llama3.1,🔶 fine-tuned on domain-specific datasets,37.48445364047765,73.35458804859994,52.49894685232329,25.226586102719036,16.778523489932887,16.97161458333333,40.07646276595744,,,
BAAI/Infinity-Instruct-7M-Gen-Llama3_1-8B,8.03,2024-08-29,llama3.1,🔶 fine-tuned on domain-specific datasets,23.447423677135685,61.31952109292233,30.88880460756557,12.764350453172204,5.7046979865771785,5.297135416666668,24.710032505910167,,,
BAAI/Infinity-Instruct-7M-Gen-mistral-7B,7.242,2024-08-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.191053766563783,61.46690780462506,28.697915491520025,8.308157099697885,5.369127516778524,10.04010416666667,25.26411052009456,,,
BAAI/OPI-Llama-3.1-8B-Instruct,8.03,2024-09-21,llama3.1,🔶 fine-tuned on domain-specific datasets,8.531604396997649,20.745510800232275,9.76871171424153,1.3595166163141994,3.243847874720355,3.579427083333334,12.492612293144209,,,
BEE-spoke-data/Meta-Llama-3-8Bee,8.03,2024-07-04,llama3,🔶 fine-tuned on domain-specific datasets,14.657811877680324,19.506575885317623,24.19903269979749,4.833836858006042,8.501118568232664,6.242447916666666,24.66385933806146,,,
BEE-spoke-data/smol_llama-101M-GQA,0.101,2024-07-06,apache-2.0,🟢 pretrained,4.019599868138451,13.843712460715349,3.1980040943527936,0.6042296072507553,1.0067114093959737,4.275520833333334,1.1894208037825047,,,
BEE-spoke-data/smol_llama-220M-GQA,0.218,2024-06-26,apache-2.0,🟢 pretrained,6.577800964187134,23.860468002677344,3.03784275772053,1.0574018126888218,0.7829977628635317,9.067708333333334,1.6603871158392434,,,
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,0.218,2024-06-26,apache-2.0,🟩 continuously pretrained,6.629850832257909,19.88124842085666,2.314902449149024,0.6797583081570997,1.230425055928408,14.261718750000002,1.4110520094562635,,,
BEE-spoke-data/smol_llama-220M-openhermes,0.218,2024-09-21,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",4.938005238605682,15.552290145702292,3.107692077087363,1.0574018126888218,2.348993288590602,6.224479166666669,1.337174940898345,,,
