g,Lctx,kappa_c,C,Q,regime,N,D,L
指数型,8192,7.6384,1e+22,1.0,B,5126272258.590173,233765094510.4098,2.1623762874731276
指数型,8192,7.6384,1.3335214321633241e+22,1.0,B,5773396573.208707,279441330590.428,2.1412008955833177
指数型,8192,7.6384,1.7782794100389228e+22,1.0,B,6509159628.4579315,333379258950.44165,2.1210516351560385
指数型,8192,7.6384,2.371373705661655e+22,1.0,B,7345949340.108336,396997125357.0999,2.1018685066775986
指数型,8192,7.6384,3.1622776601683792e+22,1.0,B,8297871284.005851,471954069365.54456,2.0835961446648037
指数型,8192,7.6384,4.2169650342858225e+22,1.0,B,9380986126.556126,560191591239.5864,2.066183386957168
指数型,8192,7.6384,5.623413251903491e+22,1.0,B,10613580182.197699,663982120641.8628,2.049582881406595
指数型,8192,7.6384,7.498942093324558e+22,1.0,B,12016473695.120062,785985888192.7416,2.033750728200883
指数型,8192,7.6384,1.0000000000000001e+23,1.0,B,13613372072.164284,929317509141.6355,2.018646155863062
指数型,8192,7.6384,1.3335214321633241e+23,1.0,B,15431266013.143744,1097623932280.4907,2.004231228809235
指数型,8192,7.6384,1.7782794100389228e+23,1.0,B,17500887306.13915,1295175692677.837,1.9904705842352974
指数型,8192,7.6384,2.371373705661655e+23,1.0,B,19857227992.567776,1526973740736.3926,1.9773311960426336
指数型,8192,7.6384,3.162277660168379e+23,1.0,B,22540131675.7511,1798874510662.655,1.9647821635040756
指数型,8192,7.6384,4.2169650342858225e+23,1.0,B,25594966965.164566,2117736348344.3237,1.9527945224092842
指数型,8192,7.6384,5.623413251903491e+23,1.0,B,29073394436.95475,2491590953223.1133,1.941341076506057
指数型,8192,7.6384,7.498942093324558e+23,1.0,B,33034240072.8532,2929844114370.973,1.9303962471623561
指数型,8192,7.6384,1e+24,1.0,B,37544489940.90212,3443510753260.3525,1.9199359393044877
指数型,8192,7.6384,1.333521432163324e+24,1.0,B,42680422932.64464,4045490142985.553,1.909937421831731
指数型,8192,7.6384,1.7782794100389228e+24,1.0,B,48528900707.26336,4750888177377.489,1.900379220859807
指数型,8192,7.6384,2.3713737056616553e+24,1.0,B,55188836652.896965,5577394738664.364,1.8912410242990214
指数型,8192,7.6384,3.1622776601683796e+24,1.0,B,62772868704.00778,6545725588439.563,1.8825035964232122
指数型,8192,7.6384,4.2169650342858227e+24,1.0,B,71409264302.32768,7680139818103.826,1.8741487012293794
指数型,8192,7.6384,5.62341325190349e+24,1.0,B,81244089715.94975,9009045781907.842,1.8661590335228357
指数型,8192,7.6384,7.498942093324559e+24,1.0,B,92443680402.89444,10565710645380.828,1.858518156787424
指数型,8192,7.6384,1e+25,1.0,B,105197454197.61105,12389091269483.4,1.8512104470141637
指数型,8192,7.6384,1.3335214321633241e+25,1.0,B,119721114897.58232,14524807180889.1,1.8442210417644007
指数型,8192,7.6384,1.7782794100389228e+25,1.0,B,136260300430.3948,17026279927072.727,1.8375357938354429
指数型,8192,7.6384,2.3713737056616553e+25,1.0,B,155094737301.19733,19956067269960.84,1.8311412289782183
指数型,8192,7.6384,3.1622776601683795e+25,1.0,B,176542971583.4539,23387425537561.504,1.8250245071884534
指数型,8192,7.6384,4.216965034285822e+25,1.0,B,200967756467.18015,27406139150745.285,1.8191733871559606
指数型,8192,7.6384,5.6234132519034905e+25,1.0,B,228782187483.40372,32112663014483.125,1.8135761935117234
指数型,8192,7.6384,7.498942093324558e+25,1.0,B,260456689169.1015,37624631276000.28,1.8082217865603807
指数型,8192,7.6384,1e+26,1.0,B,296526971337.4839,44079795101561.4,1.8030995342272431
指数型,8192,7.6384,1.333521432163324e+26,1.0,B,337603089517.3893,51639462837497.9,1.7981992859848783
指数型,8192,7.6384,1.7782794100389227e+26,1.0,B,384379762800.42474,60492528467138.1,1.7935113485552798
指数型,8192,7.6384,2.3713737056616553e+26,1.0,B,437648123601.1499,70860188966817.73,1.7890264632103001
指数型,8192,7.6384,3.1622776601683796e+26,1.0,B,498309098053.4001,83001468368078.23,1.784735784515976
指数型,8192,7.6384,4.216965034285822e+26,1.0,B,567388643344.882,97219686479060.73,1.7806308603860777
指数型,8192,7.6384,5.623413251903491e+26,1.0,B,646055099698.5056,113870033809139.02,1.776703613327146
指数型,8192,7.6384,7.498942093324558e+26,1.0,B,735638950473.928,133368441866111.56,1.7729463227718147
指数型,8192,7.6384,1e+27,1.0,B,837655324591.1907,156201970344710.4,1.769351608409693
指数型,32768,12.5536,1000000000000000.0,0.6200709735609296,A,2553266.5290393475,31198632.719696783,8.69996340214666
指数型,32768,12.5536,1333521432163324.0,0.6200709735609296,A,2907611.433373565,36533841.9491708,8.396976891315784
指数型,32768,12.5536,1778279410038922.8,0.6200709735609296,A,3311132.6809526407,42781413.51766137,8.107085767038466
指数型,32768,12.5536,2371373705661655.5,0.6200709735609296,A,3770655.014295391,50097368.49235691,7.829724033328552
指数型,32768,12.5536,3162277660168379.5,0.6200709735609296,A,4293950.3205713695,58664408.758324645,7.5643501571246885
指数型,32768,12.5536,4216965034285822.5,0.6200709735609296,A,4889869.077290908,68696479.64620848,7.310446010977702
指数型,32768,12.5536,5623413251903491.0,0.6200709735609296,A,5568490.04016055,80444112.80480623,7.067515861436132
指数型,32768,12.5536,7498942093324558.0,0.6200709735609296,A,6341290.704770013,94200682.74647856,6.835085401154772
指数型,32768,12.5536,1e+16,0.6200709735609296,A,7221341.42512418,110309733.31055844,6.612700822836469
指数型,32768,12.5536,1.333521432163324e+16,0.6200709735609296,A,8223526.4721404575,129173557.00908045,6.399927933199097
指数型,32768,12.5536,1.7782794100389228e+16,0.6200709735609296,A,9364795.770867746,151263241.50745666,6.196351305237786
指数型,32768,12.5536,2.371373705661655e+16,0.6200709735609296,A,10664451.574050283,177130434.13161343,6.001573467127258
指数型,32768,12.5536,3.162277660168379e+16,0.6200709735609296,A,12144474.92053788,207421118.19749323,5.815214126180609
指数型,32768,12.5536,4.216965034285822e+16,0.6200709735609296,A,13829897.399924114,242891745.2002083,5.6369094263494
指数型,32768,12.5536,5.623413251903491e+16,0.6200709735609296,A,15749224.511055002,284428125.7332257,5.466311237815352
指数型,32768,12.5536,7.498942093324558e+16,0.6200709735609296,A,17934917.774659403,333067550.9018761,5.303086477286607
指数型,32768,12.5536,1e+17,0.6200709735609296,A,20423943.754056472,390024696.6708983,5.146916457671487
指数型,32768,12.5536,1.333521432163324e+17,0.6200709735609296,A,23258399.269510012,456721958.05721784,4.997496265860016
指数型,32768,12.5536,1.778279410038923e+17,0.6200709735609296,A,26486223.380462706,534824970.70597076,4.854534167398349
指数型,32768,12.5536,2.3713737056616554e+17,0.6200709735609296,A,30162008.17738179,626284206.932759,4.7177510368938
指数型,32768,12.5536,3.1622776601683795e+17,0.6200709735609296,A,34347922.09611542,733383685.0131521,4.586879813038331
指数型,32768,12.5536,4.216965034285823e+17,0.6200709735609296,A,39114761.37074703,858798008.1401265,4.461664977186486
指数型,32768,12.5536,5.6234132519034906e+17,0.6200709735609296,A,44543147.4081372,1005659157.4875616,4.341862054469729
指数型,32768,12.5536,7.498942093324558e+17,0.6200709735609296,A,50724890.33531206,1177634707.407906,4.227237136473115
指数型,32768,12.5536,1e+18,0.6200709735609296,A,57764541.78133388,1379019416.0379298,4.117566424542371
指数型,32768,12.5536,1.333521432163324e+18,0.6200709735609296,A,65781163.15580409,1614842478.6115851,4.012635792829713
指数型,32768,12.5536,1.7782794100389228e+18,0.6200709735609296,A,74910339.33084598,1890993121.924734,3.9122403702252697
指数型,32768,12.5536,2.371373705661655e+18,0.6755537785643587,I,98509151.9001901,1694189710.528468,3.813963551442532
指数型,32768,12.5536,3.1622776601683794e+18,0.7263295097931294,I,124260540.49884504,1640111269.190957,3.715288545232771
指数型,32768,12.5536,4.2169650342858225e+18,0.7681815857791671,I,151499994.02867138,1691537444.3047569,3.6185326758495293
指数型,32768,12.5536,5.623413251903491e+18,0.8055577003932195,I,181606595.63801926,1800469797.124833,3.5246184334790067
指数型,32768,12.5536,7.498942093324558e+18,0.8401898392595152,I,215455009.62520528,1953675271.8682249,3.433978534235608
指数型,32768,12.5536,1e+19,0.8729666607766895,I,253833052.33751327,2147649307.409005,3.3468211386639357
指数型,32768,12.5536,1.3335214321633241e+19,0.9044153785399394,I,297555011.97422284,2382960379.689305,3.263230600977275
指数型,32768,12.5536,1.7782794100389229e+19,0.9348788675496239,I,347512317.24176717,2662426202.0529113,3.183216331890907
指数型,32768,12.5536,2.3713737056616554e+19,0.9645946675768259,I,404706332.2556117,2990424961.8753266,3.10673998494157
指数型,32768,12.5536,3.162277660168379e+19,0.9937352434264293,I,470276261.01017016,3372628514.9451437,3.033731973229201
指数型,32768,12.5536,4.216965034285823e+19,1.0,B,521739250.39413923,4145996319.852559,2.964451424556372
指数型,32768,12.5536,5.6234132519034905e+19,1.0,B,572436623.0671202,5203198455.862162,2.8994382285026
指数型,32768,12.5536,7.498942093324558e+19,1.0,B,629084699.6184287,6510207052.882144,2.838403692274703
指数型,32768,12.5536,1e+20,1.0,B,692488209.3772126,8120384227.925331,2.781055188596226
指数型,32768,12.5536,1.333521432163324e+20,1.0,B,763568257.9457395,10097081559.4492,2.727123101697318
指数型,32768,12.5536,1.778279410038923e+20,1.0,B,843379047.1889951,12515240293.061806,2.676359112636548
指数型,32768,12.5536,2.3713737056616553e+20,1.0,B,933126842.784945,15463225711.283455,2.628534611093096
指数型,32768,12.5536,3.1622776601683794e+20,1.0,B,1034191472.4719788,19044938629.719616,2.5834392217054845
指数型,32768,12.5536,4.216965034285823e+20,1.0,B,1148150679.3646653,23382257531.949657,2.540879434019857
指数型,32768,12.5536,5.6234132519034906e+20,1.0,B,1276807704.1522093,28617877061.329956,2.50067732615632
指数型,32768,12.5536,7.498942093324558e+20,1.0,B,1422222528.7157402,34918622326.01475,2.4626693734056175
指数型,32768,12.5536,1e+21,1.0,B,1586747282.5751297,42479333626.23951,2.4267053341154936
指数型,32768,12.5536,1.333521432163324e+21,1.0,B,1773066393.2711465,51527432744.64599,2.392647206387532
指数型,32768,12.5536,1.7782794100389228e+21,1.0,B,1984242152.811843,62328299973.89802,2.3603682502402275
指数型,32768,12.5536,2.3713737056616553e+21,1.0,B,2223766475.136391,75191610931.48016,2.329752070955508
指数型,32768,12.5536,3.1622776601683794e+21,1.0,B,2495619734.7816606,90478804516.32474,2.3006917602665817
指数型,32768,12.5536,4.2169650342858226e+21,1.0,B,2804337705.5070987,108611878922.45514,2.2730890928247582
指数型,32768,12.5536,5.623413251903491e+21,1.0,B,3155087760.968949,130083742471.15019,2.2468537759745946
指数型,32768,12.5536,7.498942093324559e+21,1.0,B,3553755659.6764565,155470381337.32986,2.2219027512599907
指数型,32768,12.5536,1e+22,1.0,B,4007044416.126602,185445148314.3011,2.198159546286275
指数型,32768,12.5536,1.3335214321633241e+22,1.0,B,4522586962.580689,220795526946.69537,2.1755536755980938
指数型,32768,12.5536,1.7782794100389228e+22,1.0,B,5109074535.42227,262442785105.63055,2.1540200891353183
指数型,32768,12.5536,2.371373705661655e+22,1.0,B,5776402980.989484,311465002935.58203,2.133498666640495
指数型,32768,12.5536,3.1622776601683792e+22,1.0,B,6535839473.30572,369124043792.0063,2.113933756153962
指数型,32768,12.5536,4.2169650342858225e+22,1.0,B,7400212475.860368,436897135282.2718,2.0952737544849436
指数型,32768,12.5536,5.623413251903491e+22,1.0,B,8384128167.697301,516513843122.78033,2.077470727319985
指数型,32768,12.5536,7.498942093324558e+22,1.0,B,9504216997.402636,609999355956.5079,2.060480066446322
指数型,32768,12.5536,1.0000000000000001e+23,1.0,B,10779414534.76393,719725157775.2177,2.044260181440662
指数型,32768,12.5536,1.3335214321633241e+23,1.0,B,12231281367.468376,848468350002.9418,2.02877222310849
指数型,32768,12.5536,1.7782794100389228e+23,1.0,B,13884367448.916,999481102171.3021,2.0139798359542422
指数型,32768,12.5536,2.371373705661655e+23,1.0,B,15766627054.053694,1176571963820.4902,1.9998489370124695
指数型,32768,12.5536,3.162277660168379e+23,1.0,B,17909891355.64766,1384201067104.932,1.9863475184656734
指数型,32768,12.5536,4.2169650342858225e+23,1.0,B,20350406607.928997,1627591596979.6282,1.973445471605733
指数型,32768,12.5536,5.623413251903491e+23,1.0,B,23129447034.43192,1912860312475.8145,1.9611144298525318
指数型,32768,12.5536,7.498942093324558e+23,1.0,B,26294012780.74733,2247170378614.7266,1.949327628716105
指数型,32768,12.5536,1e+24,1.0,B,29897624732.15365,2638910325860.8994,1.9380597807691218
指数型,32768,12.5536,1.333521432163324e+24,1.0,B,34001229634.91958,3097903606620.678,1.927286963878065
指数型,32768,12.5536,1.7782794100389228e+24,1.0,B,38674230826.19266,3635653982460.5967,1.916986521118805
指数型,32768,12.5536,2.3713737056616553e+24,1.0,B,43995662002.32525,4265632870552.122,1.9071369709715773
指数型,32768,12.5536,3.1622776601683796e+24,1.0,B,50055523875.15557,5003615825703.704,1.8977179265490292
指数型,32768,12.5536,4.2169650342858227e+24,1.0,B,56956306321.10971,5868076561391.811,1.888710022757454
指数型,32768,12.5536,5.62341325190349e+24,1.0,B,64814721765.56071,6880648350105.508,1.8800948504247983
指数型,32768,12.5536,7.498942093324559e+24,1.0,B,73763679117.82431,8066664325954.787,1.8718548965493964
指数型,32768,12.5536,1e+25,1.0,B,83954531640.8219,9455790182895.207,1.863973489930983
指数型,32768,12.5536,1.3335214321633241e+25,1.0,B,95559636772.72112,11082765069289.336,1.8564347515409623
指数型,32768,12.5536,1.7782794100389228e+25,1.0,B,108775271194.06718,12988269181489.941,1.8492235490730484
指数型,32768,12.5536,2.3713737056616553e+25,1.0,B,123824950442.28447,15219939723168.752,1.8423254551891455
指数型,32768,12.5536,3.1622776601683795e+25,1.0,B,140963209217.69586,17833560602230.832,1.8357267090396976
指数型,32768,12.5536,4.216965034285822e+25,1.0,B,160479906316.88492,20894455575902.07,1.8294141806937
指数型,32768,12.5536,5.6234132519034905e+25,1.0,B,182705127002.3766,24479119635274.53,1.8233753381620568
指数型,32768,12.5536,7.498942093324558e+25,1.0,B,208014765722.02374,28677129370157.215,1.8175982167398743
指数型,32768,12.5536,1e+26,1.0,B,236836883598.34555,33593380022049.78,1.8120713904294432
指数型,32768,12.5536,1.333521432163324e+26,1.0,B,269658948211.64792,39350705091465.7,1.8067839452367664
指数型,32768,12.5536,1.7782794100389227e+26,1.0,B,307036078123.1197,46092943919361.01,1.8017254541612773
指数型,32768,12.5536,2.3713737056616553e+26,1.0,B,349600431577.1604,53988533849718.74,1.7968859537213713
指数型,32768,12.5536,3.1622776601683796e+26,1.0,B,398071898173.71735,63234716680730.8,1.7922559218781349
指数型,32768,12.5536,4.216965034285822e+26,1.0,B,453270274338.52026,74062464452685.6,1.7878262572366106
指数型,32768,12.5536,5.623413251903491e+26,1.0,B,516129128514.53375,86742247584714.19,1.7835882594184906
指数型,32768,12.5536,7.498942093324558e+26,1.0,B,587711590576.1693,101590789408581.27,1.7795336105126573
指数型,32768,12.5536,1e+27,1.0,B,669228332512.0356,118978975781085.72,1.775654357520731
指数型,131072,32.2144,1000000000000000.0,0.6200709735609296,A,1668386.0304859253,18606016.778483972,9.791119756247083
指数型,131072,32.2144,1333521432163324.0,0.6200709735609296,A,1899926.326667821,21787790.586720243,9.440972352978694
指数型,131072,32.2144,1778279410038922.8,0.6200709735609296,A,2163600.018704385,25513672.50188271,9.105958678218379
指数型,131072,32.2144,2371373705661655.5,0.6200709735609296,A,2463866.611684707,29876709.2488066,8.785424636758181
指数型,131072,32.2144,3162277660168379.5,0.6200709735609296,A,2805804.505312357,34985859.26709922,8.47874440405331
指数型,131072,32.2144,4216965034285822.5,0.6200709735609296,A,3195196.884724261,40968713.738316685,8.18531920433519
指数型,131072,32.2144,5623413251903491.0,0.6200709735609296,A,3638629.531324072,47974682.92998409,7.904576141535728
指数型,131072,32.2144,7498942093324558.0,0.6200709735609296,A,4143602.2079015747,56178727.42926551,7.635967080740203
指数型,131072,32.2144,1e+16,0.6200709735609296,A,4718655.50189137,65785727.44665697,7.378967577984931
指数型,131072,32.2144,1.333521432163324e+16,0.6200709735609296,A,5373515.27206699,77035599.3046465,7.1330758563101515
指数型,131072,32.2144,1.7782794100389228e+16,0.6200709735609296,A,6119257.141692875,90209286.88579296,6.897811826068962
指数型,131072,32.2144,2.371373705661655e+16,0.6200709735609296,A,6968493.82020192,105635777.66509844,6.672716147579495
指数型,131072,32.2144,3.162277660168379e+16,0.6200709735609296,A,7935588.421564243,123700318.53857325,6.4573493342902335
指数型,131072,32.2144,4.216965034285822e+16,0.6200709735609296,A,9036897.387194585,144854036.62248185,6.251290894707433
指数型,131072,32.2144,5.623413251903491e+16,0.6200709735609296,A,10291047.121945722,169625205.2842069,6.054138511409313
指数型,131072,32.2144,7.498942093324558e+16,0.6200709735609296,A,11719249.021923998,198632436.75215334,5.865507255544107
指数型,131072,32.2144,1e+17,0.6200709735609296,A,13345658.222182805,232600130.76471692,5.685028835278293
指数型,131072,32.2144,1.333521432163324e+17,0.6200709735609296,A,15197782.13178337,272376565.0585599,5.51235087672767
指数型,131072,32.2144,1.778279410038923e+17,0.6200709735609296,A,17306945.665762417,318955079.47132176,5.347136235967327
指数型,131072,32.2144,2.3713737056616554e+17,0.6200709735609296,A,19708821.042462554,373498882.69089806,5.189062340777244
指数型,131072,32.2144,3.1622776601683795e+17,0.6200709735609296,A,22444031.10666976,437370101.1521033,5.037820560838309
指数型,131072,32.2144,4.216965034285823e+17,0.6200709735609296,A,25558836.382544894,512163795.52094257,4.89311560514913
指数型,131072,32.2144,5.6234132519034906e+17,0.6200709735609296,A,29105917.476454005,599747794.2626805,4.754664945487084
指数型,131072,32.2144,7.498942093324558e+17,0.6742153875711436,I,38158983.169815496,540375543.6087445,4.619297066726296
指数型,131072,32.2144,1e+18,0.7253050819540007,I,48192056.112656035,521958088.31197107,4.483320707122804
指数型,131072,32.2144,1.333521432163324e+18,0.7672921868717122,I,58786480.319582626,537811000.9909029,4.349944907817323
指数型,131072,32.2144,1.7782794100389228e+18,0.8047456918878712,I,70489333.70593922,572133913.1155115,4.220464845218663
指数型,131072,32.2144,2.371373705661655e+18,0.8394282268917517,I,83643237.9105795,620598622.1490967,4.095486431202726
指数型,131072,32.2144,3.1622776601683794e+18,0.872240344457832,I,98555325.88925181,682047236.0439823,3.9753015035445394
指数型,131072,32.2144,4.2169650342858225e+18,0.9037148373301636,I,115542407.18430392,756640103.3315961,3.860029234181395
指数型,131072,32.2144,5.623413251903491e+18,0.9341977165325487,I,134951035.8535369,845260928.2766191,3.749684437885283
指数型,131072,32.2144,7.498942093324558e+18,0.9639283544213559,I,157170335.8944188,949293313.0658344,3.64421548496768
指数型,131072,32.2144,1e+19,0.9930804079783303,I,182642912.24072668,1070533645.3991861,3.5435272971512686
指数型,131072,32.2144,1.3335214321633241e+19,1.0,B,202893147.58580273,1312837771.6454687,3.447950646986115
指数型,131072,32.2144,1.7782794100389229e+19,1.0,B,222600136.0379516,1647714808.600997,3.358254556014457
指数型,131072,32.2144,2.3713737056616554e+19,1.0,B,244619423.21348235,2061752824.08427,3.274049280744161
指数型,131072,32.2144,3.162277660168379e+19,1.0,B,269263645.11002165,2571870146.590071,3.1949309291775894
指数型,131072,32.2144,4.216965034285823e+19,1.0,B,296890650.0370478,3198153950.4782343,3.1205273673398297
指数型,131072,32.2144,5.6234132519034905e+19,1.0,B,327909995.5393993,3964368042.803716,3.0504958528635746
指数型,131072,32.2144,7.498942093324558e+19,1.0,B,362790318.8348011,4898534908.576534,2.9845208431963
指数型,131072,32.2144,1e+20,1.0,B,402067690.7699842,6033605619.473444,2.9223119619726106
指数型,131072,32.2144,1.333521432163324e+20,1.0,B,446355079.30153525,7408234556.74359,2.8636021084524845
指数型,131072,32.2144,1.778279410038923e+20,1.0,B,496353067.6977685,9067679772.604988,2.808145696364617
指数型,131072,32.2144,2.3713737056616553e+20,1.0,B,552861995.4550552,11064854176.636913,2.7557170100130044
指数型,131072,32.2144,3.1622776601683794e+20,1.0,B,616795716.6690326,13461557546.807875,2.706108667084267
指数型,131072,32.2144,4.216965034285823e+20,1.0,B,689197201.5594432,16329924616.629324,2.659130179193356
指数型,131072,32.2144,5.6234132519034906e+20,1.0,B,771256242.2160629,19754130218.17585,2.614606602770495
指数型,131072,32.2144,7.498942093324558e+20,1.0,B,864329563.5963169,23832398772.007973,2.5723772743575335
指数型,131072,32.2144,1e+21,1.0,B,969963685.5967898,28679372494.404858,2.5322946256822796
指数型,131072,32.2144,1.333521432163324e+21,1.0,B,1089920932.0002801,34428900801.253456,2.4942230749591574
指数型,131072,32.2144,1.7782794100389228e+21,1.0,B,1226209037.818092,41237322853.00137,2.458037991685816
指数型,131072,32.2144,2.3713737056616553e+21,1.0,B,1381114868.7935295,49287326381.61027,2.423624732753319
指数型,131072,32.2144,3.1622776601683794e+21,1.0,B,1557242836.6598547,58792479277.25551,2.390877747972045
指数型,131072,32.2144,4.2169650342858226e+21,1.0,B,1757558672.464993,70002546322.9583,2.359699753168119
指数型,131072,32.2144,5.623413251903491e+21,1.0,B,1985439309.4437003,83209722407.45609,2.330000968874211
指数型,131072,32.2144,7.498942093324559e+21,1.0,B,2244729728.308918,98755936013.73616,2.3016984223808183
指数型,131072,32.2144,1e+22,1.0,B,2539807733.4328623,117041403319.58661,2.274715310587952
指数型,131072,32.2144,1.3335214321633241e+22,1.0,B,2875657760.3773446,138534644482.28784,2.248980420755582
指数型,131072,32.2144,1.7782794100389228e+22,1.0,B,3257954966.0188737,163784210342.3146,2.2244276059374637
指数型,131072,32.2144,2.371373705661655e+22,1.0,B,3693161024.756739,193432410734.5274,2.2009953116282297
指数型,131072,32.2144,3.1622776601683792e+22,1.0,B,4188633250.954362,228231385866.27075,2.1786261499765858
指数型,131072,32.2144,4.2169650342858225e+22,1.0,B,4752748892.178229,269061921028.62357,2.1572665178254944
指数型,131072,32.2144,5.623413251903491e+22,1.0,B,5395046693.725983,316955473692.68726,2.1368662548318076
指数型,131072,32.2144,7.498942093324558e+22,1.0,B,6126388126.663017,373119962508.9303,2.1173783379848348
指数型,131072,32.2144,1.0000000000000001e+23,1.0,B,6959141003.984954,438969961876.7443,2.0987586089736965
指数型,131072,32.2144,1.3335214321633241e+23,1.0,B,7907388588.165952,516162055933.03204,2.08096553103315
指数型,131072,32.2144,1.7782794100389228e+23,1.0,B,8987167724.589828,606636234777.4006,2.063959972112813
指数型,131072,32.2144,2.371373705661655e+23,1.0,B,10216740026.441757,712664366733.3264,2.047705011452271
指数型,131072,32.2144,3.162277660168379e+23,1.0,B,11616900695.847977,836906957215.133,2.032165766893092
指数型,131072,32.2144,4.2169650342858225e+23,1.0,B,13211330202.80883,982479611751.1029,2.0173092405089355
指数型,131072,32.2144,5.623413251903491e+23,1.0,B,15026994768.540573,1153030863077.1653,2.003104180379448
指数型,131072,32.2144,7.498942093324558e+23,1.0,B,17094602425.47023,1352833306020.9624,1.9895209565671994
指数型,131072,32.2144,1e+24,1.0,B,19449122366.282467,1586890316233.1873,1.9765314495758428
指数型,131072,32.2144,1.333521432163324e+24,1.0,B,22130376364.977448,1861061017995.7468,1.9641089497698436
指数型,131072,32.2144,1.7782794100389228e+24,1.0,B,25183712271.999317,2182206622063.2532,1.9522280664204077
指数型,131072,32.2144,2.3713737056616553e+24,1.0,B,28660770973.720287,2558361788160.858,1.940864645208481
指数型,131072,32.2144,3.1622776601683796e+24,1.0,B,32620359787.430595,2998935291693.1895,1.9299956931643005
指数型,131072,32.2144,4.2169650342858227e+24,1.0,B,37129447063.20619,3514945006025.0747,1.9195993101548254
指数型,131072,32.2144,5.62341325190349e+24,1.0,B,42264294814.05256,4119293068651.0454,1.9096546261466265
指数型,131072,32.2144,7.498942093324559e+24,1.0,B,48111748530.26575,4827088103074.882,1.9001417435737216
指数型,131072,32.2144,1e+25,1.0,B,54770705992.41829,5656022543340.682,1.891041684228803
指数型,131072,32.2144,1.3335214321633241e+25,1.0,B,62353789924.83952,6626814484229.6,1.8823363401736382
指数型,131072,32.2144,1.7782794100389228e+25,1.0,B,70989252779.02156,7763725091535.469,1.8740084282314564
指数型,131072,32.2144,2.3713737056616553e+25,1.0,B,80823145862.40755,9095164493794.818,1.8660414476820628
指数型,131072,32.2144,3.1622776601683795e+25,1.0,B,92021789498.90694,10654401286495.389,1.8584196408303915
指数型,131072,32.2144,4.216965034285822e+25,1.0,B,104774585998.85356,12480393367303.29,1.8511279561622391
指数型,131072,32.2144,5.6234132519034905e+25,1.0,B,119297223014.01659,14618760850858.572,1.8441520138379153
指数型,131072,32.2144,7.498942093324558e+25,1.0,B,135835321455.89671,17122925359844.922,1.8374780733063427
指数型,131072,32.2144,1e+26,1.0,B,154668589674.41327,20055444143965.438,1.8310930028494385
指数型,131072,32.2144,1.333521432163324e+26,1.0,B,176115554156.45734,23489572343906.54,1.8249842508900538
指数型,131072,32.2144,1.7782794100389227e+26,1.0,B,200538946754.44757,27511092414852.695,1.8191398189168773
指数型,131072,32.2144,2.3713737056616553e+26,1.0,B,228351839558.9385,32220456395903.21,1.813548235897001
指数型,131072,32.2144,3.1622776601683796e+26,1.0,B,260024631174.14743,37735294524473.945,1.8081985340617241
指数型,131072,32.2144,4.216965034285822e+26,1.0,B,296093002555.0859,44193352843517.43,1.8030802259639649
指数型,131072,32.2144,5.623413251903491e+26,1.0,B,337166976963.0977,51755933162670.45,1.7981832827166833
指数型,131072,32.2144,7.498942093324558e+26,1.0,B,383941237270.6061,60611921279747.38,1.793498113331244
指数型,131072,32.2144,1e+27,1.0,B,437206875111.21674,70982504059691.67,1.7890155450828895
幂函数型,2048,6.4096,1000000000000000.0,0.6200709735609296,A,3458694.5730926604,45108341.52564136,8.012661938325838
幂函数型,2048,6.4096,1333521432163324.0,0.6200709735609296,A,3938695.694669621,52822219.31625134,7.73938129896388
幂函数型,2048,6.4096,1778279410038922.8,0.6200709735609296,A,4485311.856067559,61855230.299435854,7.477912128040679
幂函数型,2048,6.4096,2371373705661655.5,0.6200709735609296,A,5107787.95970622,72432956.52704833,7.227743921822761
幂函数型,2048,6.4096,3162277660168379.5,0.6200709735609296,A,5816651.924888336,84819556.33907194,6.988388241069589
幂函数型,2048,6.4096,4216965034285822.5,0.6200709735609296,A,6623892.746176769,99324361.20939599,6.759377757383627
幂函数型,2048,6.4096,5623413251903491.0,0.6200709735609296,A,7543163.2628929475,116309600.70360708,6.540265340778144
幂函数型,2048,6.4096,7498942093324558.0,0.6200709735609296,A,8590011.069170648,136199448.46474206,6.33062318668126
幂函数型,2048,6.4096,1e+16,0.6200709735609296,A,9782141.469940271,159490615.13306728,6.130041980671767
幂函数型,2048,6.4096,1.333521432163324e+16,0.6200709735609296,A,11139716.93020916,186764752.73766878,5.938130099315934
幂函数型,2048,6.4096,1.7782794100389228e+16,0.6200709735609296,A,12685698.082216237,218702980.3356152,5.75451284554495
幂函数型,2048,6.4096,2.371373705661655e+16,0.6200709735609296,A,14446232.057902245,256102893.64859167,5.578831717080136
幂函数型,2048,6.4096,3.162277660168379e+16,0.6200709735609296,A,16451094.714552946,299898483.4798847,5.410743706477574
幂函数型,2048,6.4096,4.216965034285822e+16,0.6200709735609296,A,18734194.232962728,351183460.3358403,5.249920631425518
幂函数型,2048,6.4096,5.623413251903491e+16,0.6200709735609296,A,21334144.605458945,411238567.73929614,5.096048493987028
幂函数型,2048,6.4096,7.498942093324558e+16,0.6200709735609296,A,24294918.71317349,481563566.3323641,4.948826867536811
幂函数型,2048,6.4096,1e+17,0.6200709735609296,A,27666592.038036376,563914687.509952,4.807968310195254
幂函数型,2048,6.4096,1.333521432163324e+17,0.6200709735609296,A,31506189.587870006,660348491.9163753,4.673197803614457
