Q,N,D,L,VA,VB,VI,shape,n_local_min,n_local_max,regime,g,C
1.0,1176925435.9253716,13420295949.519083,2.6243495275856206,2.7053330779307934,2.6243495275856206,2.624572800144102,单调下降,0,0,B,幂函数型,1.778279410038923e+20
1.0,1222482138.842124,14672500293.348024,2.6052671599017128,2.687543043467541,2.6052671599017128,2.605495244095002,单调下降,0,0,B,幂函数型,1.995262314968883e+20
1.0,1270140254.4191167,16033601510.068998,2.586654040833556,2.670064652918006,2.586654040833556,2.5868865229676032,单调下降,0,0,B,幂函数型,2.238721138568347e+20
1.0,1320009810.0051417,17512235909.733345,2.5684961064934684,2.6528924469375683,2.5684961064934684,2.5687325890380714,单调下降,0,0,B,幂函数型,2.5118864315095718e+20
1.0,1372206940.422273,19117647553.538094,2.5507797472000293,2.636021061817818,2.5507797472000293,2.5510198483621713,单调下降,0,0,B,幂函数型,2.818382931264449e+20
1.0,1426854224.5925083,20859725376.39374,2.533491793628334,2.619445227811215,2.533491793628334,2.5337351469383678,单调下降,0,0,B,幂函数型,3.1622776601683794e+20
1.0,1484081039.6033843,22749042379.07503,2.516619503379614,2.6031597674850917,2.516619503379614,2.516865757289508,单调下降,0,0,B,幂函数型,3.54813389233576e+20
1.0,1544023933.053242,24796897029.99305,2.500150547954071,2.587159594104489,2.500150547954071,2.500399365446933,单调下降,0,0,B,幂函数型,3.9810717055349857e+20
1.0,1606827014.5622616,27015357030.150677,2.484073000111216,2.571439710043325,2.484073000111216,2.4843240583213455,单调下降,0,0,B,幂函数型,4.466835921509617e+20
1.0,1672642367.3836272,29417305609.39854,2.468375321602536,2.5559952052233936,2.468375321602536,2.4686283114452654,单调下降,0,0,B,幂函数型,5.0118723362727146e+20
1.0,1741630481.1016362,32016490537.66917,2.4530463512618366,2.5408212555807137,2.4530463512618366,2.453300977072437,单调下降,0,0,B,幂函数型,5.6234132519034906e+20
1.0,1813960706.4600434,34827576051.43334,2.4380752934390912,2.5259131215587374,2.4380752934390912,2.438331272620066,单调下降,0,0,B,幂函数型,6.309573444801943e+20
1.0,1889811733.424277,37866197913.14662,2.423451706764237,2.511266146627961,2.423451706764237,2.423708769440318,单调下降,0,0,B,幂函数型,7.079457843841402e+20
1.0,1969372093.6466222,41149021839.91567,2.4091654932278534,2.4968757558314647,2.4091654932278534,2.4094233819080872,单调下降,0,0,B,幂函数型,7.943282347242789e+20
1.0,2052840688.5729527,44693805556.981094,2.395206887566265,2.48273745435593,2.395206887566265,2.395465356812573,单调下降,0,0,B,幂函数型,8.91250938133744e+20
1.0,2140427344.504786,48519464751.82369,2.3815664469391864,2.468846826127699,2.3815664469391864,2.3818252630408425,单调下降,0,0,B,幂函数型,1e+21
1.0,2232353396.0098424,52646143225.771996,2.368235040888598,2.455199532433416,2.368235040888598,2.3684939815421022,单调下降,0,0,B,幂函数型,1.1220184543019653e+21
1.0,2328852299.1595707,57095287561.82911,2.355203841568179,2.4417913105648408,2.355203841568179,2.355462695562035,单调下降,0,0,B,幂函数型,1.2589254117941712e+21
1.0,2430170276.162718,61889726650.076324,2.342464314233199,2.4286179724873995,2.342464314233199,2.3427228811371656,单调下降,0,0,B,幂函数型,1.4125375446227498e+21
1.0,2536566993.0594783,67053756435.43344,2.330008207981411,2.4156754035320556,2.330008207981411,2.330266297839832,单调下降,0,0,B,幂函数型,1.584893192461111e+21
1.0,2648316272.2429624,72613230276.72882,2.3178275467360834,2.4029595611101047,2.3178275467360834,2.3180849797649477,单调下降,0,0,B,幂函数型,1.7782794100389228e+21
1.0,2765706841.6813025,78595655331.06696,2.3059146204629286,2.3904664734504775,2.3059146204629286,2.3061712267503687,单调下降,0,0,B,幂函数型,1.995262314968883e+21
1.0,2889043122.8275423,85030295403.30818,2.294261976613294,2.378192238359164,2.294261976613294,2.294517595823268,单调下降,0,0,B,幂函数型,2.238721138568347e+21
1.0,3018646059.3224483,91948280727.28769,2.282862411786561,2.3661330220003687,2.282862411786561,2.283116892865525,单调下降,0,0,B,幂函数型,2.5118864315095717e+21
1.0,3154853988.720933,99382725173.18895,2.2717089636053003,2.35428505769902,2.2717089636053003,2.2719621644917165,单调下降,0,0,B,幂函数型,2.818382931264449e+21
1.0,3298023559.603416,107368851404.40892,2.2607949027972714,2.3426446447642575,2.2607949027972714,2.2610466901338495,单调下降,0,0,B,幂函数型,3.1622776601683794e+21
1.0,3448530696.570604,115944124537.48186,2.2501137254788994,2.3312081473335247,2.2501137254788994,2.250363974327516,单调下降,0,0,B,幂函数型,3.5481338923357606e+21
1.0,3606771615.763243,125148394890.25572,2.239659145635375,2.3199719932369147,2.239659145635375,2.2399077391946545,单调下降,0,0,B,幂函数型,3.9810717055349854e+21
1.0,3773163893.6984935,135024050436.79298,2.229425087792995,2.308932672881411,2.229425087792995,2.2296719171185817,单调下降,0,0,B,幂函数型,4.4668359215096167e+21
1.0,3948147592.3710294,145616179622.57785,2.2194056798798116,2.2980867381546686,2.2194056798798116,2.2196506436074004,单调下降,0,0,B,幂函数型,5.011872336272714e+21
1.0,4132186443.730113,156972745230.77136,2.2095952462710695,2.287430801348006,2.2095952462710695,2.209838250342294,单调下降,0,0,B,幂函数型,5.623413251903491e+21
1.0,4325769096.814378,169144770029.78287,2.1999883010162593,2.2769615340982576,2.1999883010162593,2.200229258407573,单调下降,0,0,B,幂函数型,6.309573444801943e+21
1.0,4529410431.00459,182186534974.44104,2.190579541244968,2.266675666348168,2.190579541244968,2.1908183716996783,单调下降,0,0,B,幂函数型,7.079457843841402e+21
1.0,4743652939.039969,196155790778.00433,2.181363840748978,2.256569985324993,2.181363840748978,2.181600470512614,单调下降,0,0,B,幂函数型,7.943282347242789e+21
1.0,4969068183.638331,211113983720.30316,2.1723362437383007,2.246641334536995,2.1723362437383007,2.172570605297524,单调下降,0,0,B,幂函数型,8.912509381337441e+21
1.0,5206258331.763402,227126496608.7705,2.1634919587690544,2.2368866127875204,2.1634919587690544,2.1637239905943217,单调下降,0,0,B,幂函数型,1e+22
1.0,5455857770.795242,244262905864.40546,2.1548263528412255,2.2273027732063473,2.1548263528412255,2.1550559991334395,单调下降,0,0,B,幂函数型,1.1220184543019653e+22
1.0,5718534811.082285,262597255763.94855,2.1463349456644885,2.2178868222979973,2.1463349456644885,2.146562156105865,单调下降,0,0,B,幂函数型,1.2589254117941714e+22
1.0,5994993479.586599,282208350933.23627,2.138013404090333,2.208635819006726,2.138013404090333,2.1382381335997205,单调下降,0,0,B,幂函数型,1.4125375446227496e+22
1.0,6285975409.579165,303180068255.03125,2.1298575367087778,2.199546873797886,2.1298575367087778,2.1300797452016687,单调下降,0,0,B,幂函数型,1.584893192461111e+22
1.0,6592261831.598443,325601689427.95184,2.1218632886079876,2.190617147755388,2.1218632886079876,2.1220829407614445,单调下降,0,0,B,幂函数型,1.7782794100389228e+22
1.0,6914675671.155521,349568255491.9108,2.1140267362950507,2.1818438516949716,2.1140267362950507,2.114243801317769,单调下降,0,0,B,幂函数型,1.995262314968883e+22
1.0,7254083758.953413,375180944719.7752,2.1063440827761566,2.173224245293005,2.1063440827761566,2.106558534183876,单调下降,0,0,B,幂函数型,2.238721138568347e+22
1.0,7611399159.685207,402547475365.5232,2.0988116527943297,2.164755636230553,2.0988116527943297,2.0990234681907785,单调下降,0,0,B,幂函数型,2.511886431509572e+22
1.0,7987583625.792914,431782534855.9188,2.0914258882227754,2.1564353793524322,2.0914258882227754,2.0916350490863382,单调下降,0,0,B,幂函数型,2.8183829312644493e+22
1.0,8383650182.896764,463008237116.465,2.084183343611814,2.1482608758410064,2.084183343611814,2.0843898350880696,单调下降,0,0,B,幂函数型,3.1622776601683792e+22
1.0,8800665853.95539,496354609833.28436,2.077080681887222,2.140229572404446,2.077080681887222,2.077284492587499,单调下降,0,0,B,幂函数型,3.5481338923357603e+22
