model,date,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,IFEval_se,BBH_se,MATH Lvl 5_se,GPQA_se,MUSR_se,MMLU-PRO_se,C8_mean6
AALF__FuseChat-Llama-3.1-8B-SFT-preview,2024-11-21,0.6839186691312384,0.522131574379448,0.11404833836858005,0.29464285714285715,0.4007936507936508,0.37433510638297873,0.020008050377239083,0.006222219134039073,0.008442541000689963,0.021562481080109767,0.017089741838981102,0.004412150413939243,0.3983116993664589
AALF__gemma-2-27b-it-SimPO-37K,2024-08-31,0.19593345656192238,0.38899496615170975,0.0,0.30357142857142855,0.3478835978835979,0.1971409574468085,0.017080611553455465,0.005962302897524,0.0,0.021747782232917543,0.01690188180280966,0.0036270807039585373,0.2389207344359112
AALF__gemma-2-27b-it-SimPO-37K-100steps,2024-09-27,0.21256931608133087,0.3917722617601111,0.0,0.296875,0.33201058201058203,0.21251662234042554,0.01760595448210665,0.005938379448581705,0.0,0.021609729061250887,0.016712557239459563,0.0037296346130763235,0.2409572970320749
Aashraf995__Creative-7B-nerd,2024-12-18,0.4048059149722736,0.5584099982641902,0.2854984894259819,0.32589285714285715,0.45105820105820105,0.44921875,0.02112301212105352,0.006199459175727416,0.011697762925325195,0.02216910313464343,0.018013397605870875,0.004534899300488057,0.412480701810584
Aashraf995__Gemma-Evo-10B,2024-12-18,0.6894639556377079,0.6035410519007117,0.20090634441087613,0.34375,0.458994708994709,0.4275265957446808,0.019912001290591178,0.006095587712293449,0.010214797357445186,0.02246478414865448,0.017957426378857777,0.00451033045878546,0.4540304427814476
Aashraf995__Qwen-Evo-7B,2024-12-18,0.4011090573012939,0.5681305328935948,0.2998489425981873,0.33705357142857145,0.4537037037037037,0.44622672872340424,0.021091536895520756,0.006195048231304609,0.011651030478414487,0.02235810146577637,0.017991826978480174,0.004532031522900374,0.4176787561081258
Aashraf995__QwenStock-14B,2024-12-18,0.4417744916820702,0.6528380489498351,0.3338368580060423,0.3705357142857143,0.47883597883597884,0.5382313829787234,0.02137018475895099,0.005779429764602755,0.01187179365505657,0.022842667733482962,0.01809145518472464,0.004545125211848783,0.46934207912306075
abacusai__bigyi-15b,2024-09-18,0.16820702402957485,0.4332581149106058,0.023413897280966767,0.32142857142857145,0.3531746031746032,0.30028257978723405,0.016096550188063,0.006122243172627672,0.004138159934540865,0.022089519157170168,0.016910389072436957,0.004179030578075115,0.26662746510192603
abacusai__Liberated-Qwen1.5-14B,2024-09-05,0.2957486136783734,0.492622808540184,0.11178247734138973,0.28125,0.4166666666666667,0.3507313829787234,0.01963940536107113,0.006245965817661219,0.008556901098853887,0.021265785688273954,0.017707993497370945,0.004350594997533007,0.32480032486755617
AbacusResearch__Jallabi-34B,2024-07-30,0.2920517560073937,0.5986807845860094,0.03927492447129909,0.34151785714285715,0.48148148148148145,0.4681682180851064,0.019567429846009433,0.005957913558040655,0.005250227329255924,0.022429776589214537,0.018015291500959853,0.004549223187171223,0.37019583696235786
abideen__MedPhi-4-14B-v1,2025-01-13,0.5767097966728281,0.6877278250303767,0.24546827794561935,0.3549107142857143,0.414021164021164,0.5338264627659575,0.021261842325248498,0.005527481754155834,0.010964348967685467,0.022631623416326775,0.01731528924252521,0.0045480265820940485,0.46877737345361004
AELLM__gemma-2-aeria-infinity-9b,2024-10-09,0.7190388170055453,0.5976392987328589,0.0,0.34151785714285715,0.4007936507936508,0.38622007978723405,0.019342047683777005,0.006119564132946601,0.0,0.022429776589214547,0.017297150250012366,0.004438874837275047,0.4075349505770243
AELLM__gemma-2-lyco-infinity-9b,2024-10-10,0.6839186691312384,0.5828849158132269,0.0,0.3482142857142857,0.3994708994708995,0.378656914893617,0.020008050377238972,0.006196885338641824,0.0,0.022533152157915227,0.017270521892385076,0.004422194268969822,0.3988576141705446
agentlans__Llama3.1-8B-drill,2024-12-27,0.7245841035120147,0.5006075334143378,0.16540785498489427,0.24107142857142858,0.3664021164021164,0.37757646276595747,0.01922392319624193,0.0062737356523131435,0.009582851868204274,0.02023110297872873,0.017024492251090977,0.004419718376254472,0.3959415832751249
