model_dir,BBH,GPQA,IFEval,MATH Lvl 5,MMLU-PRO,MUSR
DevQuasar_DevQuasar-R1-Uncensored-Llama-8B,51.08488109703176,34.73154362416108,38.48843291355825,33.081570996978854,36.14527925531915,44.31216931216932
Dongwei_DeepSeek-R1-Distill-Qwen-7B-GRPO,34.1086616906787,27.936241610738254,40.3768667136531,0.0,23.221409574468087,36.507936507936506
DoppelReflEx_L3-8B-R1-WolfCore,53.02898802291269,32.88590604026846,37.75404814780339,16.314199395770395,37.16755319148936,42.72486772486773
DoppelReflEx_L3-8B-R1-WolfCore-V1.5-test,52.95955563270266,32.63422818791946,39.55006050612375,12.311178247734139,37.27559840425532,38.35978835978836
DoppelReflEx_L3-8B-WolfCore,51.64034021871203,30.956375838926174,40.219506465068235,9.818731117824774,37.05119680851064,39.682539682539684
DoppelReflEx_MN-12B-FoxFrame-test,54.33084533935081,30.788590604026844,42.22030878070188,8.308157099697885,35.031582446808514,42.46031746031746
DoppelReflEx_MN-12B-FoxFrame2-test,54.59121680263843,31.45973154362416,43.18951493149289,14.04833836858006,35.68816489361702,42.46031746031746
DoppelReflEx_MN-12B-FoxFrame3-test,53.61916333969797,30.11744966442953,43.23195787178021,13.217522658610273,35.28922872340425,45.8994708994709
DoppelReflEx_MN-12B-Kakigori,53.8968929005381,32.466442953020135,35.932991130201195,11.48036253776435,35.812832446808514,40.476190476190474
DoppelReflEx_MN-12B-LilithFrame,49.106057976045825,31.963087248322147,45.09545782966972,5.966767371601208,32.56316489361702,38.88888888888889
DoppelReflEx_MN-12B-LilithFrame-Experiment-2,49.54001041485853,32.5503355704698,42.994698511061756,6.117824773413897,32.7626329787234,37.96296296296296
DoppelReflEx_MN-12B-LilithFrame-Experiment-3,54.41763582711335,32.802013422818796,41.27858526487498,12.990936555891238,36.03723404255319,40.34391534391534
DoppelReflEx_MN-12B-LilithFrame-Experiment-4,55.02516924145113,31.711409395973156,39.81480250180632,10.574018126888216,36.48603723404255,43.65079365079365
DoppelReflEx_MN-12B-Mimicore-GreenSnake,54.59121680263843,32.466442953020135,47.800724300411794,12.990936555891238,36.51097074468085,42.98941798941799
DoppelReflEx_MN-12B-Mimicore-Nocturne,56.778337094254475,31.963087248322147,39.56502081144696,10.574018126888216,36.336436170212764,45.63492063492063
DoppelReflEx_MN-12B-Mimicore-Orochi,54.62593299774344,31.29194630872483,46.20451513096362,11.253776435045317,34.466422872340424,45.370370370370374
DoppelReflEx_MN-12B-Mimicore-Orochi-v2-Experiment,52.8554070473876,29.78187919463087,28.42413684579139,0.4531722054380665,34.23371010638298,45.63492063492063
DoppelReflEx_MN-12B-Mimicore-Orochi-v3-Experiment,54.13990626627322,29.278523489932883,41.016281244874705,5.664652567975831,33.9594414893617,44.31216931216932
DoppelReflEx_MN-12B-Mimicore-Orochi-v4-Experiment,54.24405485158827,30.536912751677853,43.20702402957486,10.27190332326284,35.197805851063826,44.44444444444444
DoppelReflEx_MN-12B-Mimicore-WhiteSnake,55.667418850893945,31.79530201342282,44.376033369238066,11.706948640483382,36.57746010638298,45.63492063492063
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-1,48.44645026905051,30.536912751677853,39.090391272933594,1.6616314199395772,31.141954787234045,37.83068783068783
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-2,51.570907828502,31.04026845637584,42.40515166425086,4.45619335347432,33.41921542553192,39.94708994708995
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-3,47.71741017184517,30.201342281879196,43.02218114602588,2.794561933534743,31.981382978723406,36.77248677248677
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-4,51.570907828502,31.04026845637584,42.40515166425086,4.45619335347432,33.41921542553192,39.94708994708995
DoppelReflEx_MN-12B-Unleashed-Twilight,54.97309494879361,32.88590604026846,35.05121965274361,9.592145015105741,36.77692819148936,43.783068783068785
DoppelReflEx_MN-12B-WolFrame,50.859225828849155,31.04026845637584,43.97387819873491,7.552870090634441,33.9345079787234,40.07936507936508
DoppelReflEx_MiniusLight-24B,62.36764450616212,35.822147651006716,25.766410900854176,12.613293051359516,50.91422872340425,43.12169312169312
DoppelReflEx_MiniusLight-24B-test,63.20083318868252,36.828859060402685,3.9367766415333536,2.56797583081571,51.82014627659575,40.87301587301587
DoppelReflEx_MiniusLight-24B-v1b-test,65.9086964068738,37.919463087248324,37.911408396388246,23.94259818731118,53.64860372340425,45.5026455026455
DoppelReflEx_MiniusLight-24B-v1c-test,67.3667766012845,39.51342281879195,37.70650762199852,29.68277945619335,54.87034574468085,46.2962962962963
DoppelReflEx_MiniusLight-24B-v1d-test,66.93282416247179,39.51342281879195,40.324339419407174,29.45619335347432,54.88696808510638,46.164021164021165
DreadPoor_Again-8B-Model_Stock,52.97691373025516,30.11744966442953,67.24213974476612,11.48036253776435,35.1811835106383,39.81481481481482
DreadPoor_Alita99-8B-LINEAR,54.26141294914078,31.62751677852349,71.90077882241341,16.46525679758308,38.09009308510639,42.592592592592595
DreadPoor_AnotherTest,46.554417635827114,29.78187919463087,47.00638749628763,4.380664652567976,28.748337765957448,42.06349206349206
DreadPoor_Aspire-8B-model_stock,52.61239368165249,31.45973154362416,71.40620221013579,12.990936555891238,37.63297872340425,42.06349206349206
DreadPoor_Aspire_1.3-8B_model-stock,52.89012324249263,30.788590604026844,70.61685217445269,16.91842900302115,37.1592420212766,41.00529100529101
DreadPoor_Aspire_V2-8B-Model_Stock,53.20256899843777,32.04697986577181,73.71430027881576,17.598187311178247,36.96808510638298,38.88888888888889
DreadPoor_Aspire_V2.1-8B-Model_Stock,52.247873633049814,30.956375838926174,72.37540836092678,17.673716012084594,38.00698138297872,41.269841269841265
DreadPoor_Aspire_V2_ALT-8B-Model_Stock,52.54296129144246,32.466442953020135,73.81170848903133,17.29607250755287,37.26728723404255,39.682539682539684
DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock,52.54296129144246,32.466442953020135,73.81170848903133,17.29607250755287,37.26728723404255,39.682539682539684
DreadPoor_Aspire_V3-8B-Model_Stock,52.629751779205,30.536912751677853,51.18795905973927,18.580060422960727,36.419547872340424,40.07936507936508
DreadPoor_Aspire_V4-8B-Model_Stock,53.081062315570215,30.453020134228186,76.9416259967996,19.259818731117825,37.0844414893617,38.62433862433862
DreadPoor_Aspire_V4_ALT-8B-Model_Stock,52.629751779205,32.04697986577181,73.65933500888752,18.12688821752266,36.81848404255319,39.15343915343915
DreadPoor_Asymmetric_Linearity-8B-Model_Stock,54.48706821732338,31.45973154362416,71.74341857382855,16.46525679758308,38.43916223404255,41.93121693121693
DreadPoor_Aurora_faustus-8B-LINEAR,54.99045304634612,30.70469798657718,72.81003293483512,17.069486404833835,38.42253989361702,41.4021164021164
DreadPoor_Aurora_faustus-8B-LORABLATED,53.82746051032807,30.201342281879196,75.27050448365891,14.879154078549849,36.727061170212764,42.32804232804233
DreadPoor_Aurora_faustus-8B-LORABLATED_ALT,53.77538621767054,29.86577181208054,73.77923908562613,15.861027190332328,36.94315159574468,42.195767195767196
DreadPoor_Autumn_Dawn-8B-LINEAR,54.38291963200833,29.36241610738255,72.92993701157373,18.580060422960727,39.67752659574468,41.7989417989418
DreadPoor_BaeZel-8B-LINEAR,54.504426314875886,32.13087248322148,73.77923908562613,18.12688821752266,38.61369680851064,42.195767195767196
DreadPoor_BaeZel-8B-Model_Stock,53.8968929005381,31.3758389261745,77.13145564878965,16.389728096676738,38.80485372340425,41.93121693121693
DreadPoor_BaeZel_V2-8B-Model_Stock,53.51501475438292,29.949664429530205,76.76675665013276,17.97583081570997,39.469747340425535,41.7989417989418
DreadPoor_BaeZel_V2_ALT-8B-Model_Stock,53.51501475438292,29.949664429530205,76.76675665013276,17.97583081570997,39.469747340425535,41.7989417989418
DreadPoor_BaeZel_V3-8B-Model_Stock,53.75802812011804,32.04697986577181,78.31797408653485,18.957703927492446,38.87965425531915,41.66666666666667
DreadPoor_Blunt_Edge-8B-SLERP,53.74067002256553,31.1241610738255,74.96575752337131,18.580060422960727,37.66622340425532,41.66666666666667
DreadPoor_BulkUp,28.27634091303593,24.748322147651006,17.7804891022487,0.0,11.095412234042554,34.39153439153439
DreadPoor_Cadence-8B-LINEAR,54.13990626627322,30.285234899328863,76.821721920061,16.76737160120846,38.03191489361702,41.66666666666667
DreadPoor_Caelid-8B-Model_Stock,54.434993924665854,31.04026845637584,72.47281657114235,15.105740181268882,38.16489361702128,39.94708994708995
DreadPoor_Casuar-9B-Model_Stock,60.94428050685645,34.47986577181208,77.64852812759035,21.299093655589125,41.56416223404255,41.53439153439153
DreadPoor_Condensed_Milk-8B-Model_Stock,54.15726436382573,32.13087248322148,75.36292592543342,17.447129909365557,38.763297872340424,41.53439153439153
DreadPoor_CoolerCoder-8B-LINEAR,47.45703870855754,29.026845637583893,45.19286603988528,7.930513595166164,31.590757978723406,39.55026455026455
DreadPoor_Damasteel-8B-LINEAR,53.723311925013014,29.86577181208054,73.84417789243652,16.691842900302113,37.79089095744681,42.06349206349206
DreadPoor_Dearly_Beloved-8B-TIES,40.25342822426662,29.86577181208054,82.66687943545348,21.148036253776432,28.26628989361702,41.66666666666667
DreadPoor_Decayed-8B-LINEAR,53.96632529074813,30.956375838926174,76.76176988169169,17.14501510574018,37.63297872340425,41.7989417989418
DreadPoor_Derivative-8B-Model_Stock,53.82746051032807,31.711409395973156,76.67433520835827,17.900302114803626,38.10671542553192,41.93121693121693
DreadPoor_Derivative_V2-8B-Model_Stock,53.792744315223054,30.70469798657718,75.36791269387447,17.97583081570997,38.56382978723404,41.13756613756614
DreadPoor_Derivative_V2_ALT-8B-Model_Stock,53.51501475438292,31.1241610738255,77.19639445560003,18.806646525679756,38.821476063829785,41.269841269841265
DreadPoor_Derivative_V3-8B-Model_Stock,52.16108314528728,29.446308724832214,69.63767248677952,14.652567975830816,35.02327127659575,41.4021164021164
DreadPoor_Elusive_Dragon_Heart-8B-LINEAR,54.40027772956084,30.620805369127517,71.31378076836128,14.803625377643503,38.13996010638298,41.4021164021164
DreadPoor_Emu_Eggs-9B-Model_Stock,60.44089567783371,33.30536912751678,76.06982805622415,20.996978851963746,42.27061170212766,40.60846560846561
DreadPoor_Eunoia_Vespera-8B-LINEAR,53.862176705433086,30.70469798657718,72.35291249440374,15.407854984894259,38.38929521276596,41.7989417989418
DreadPoor_Fu_sion_HA-8B-SLERP,53.56708904704044,32.29865771812081,76.09232392274721,17.522658610271904,38.24800531914894,41.53439153439153
DreadPoor_HOT_STINKING_GARBAGE,48.758896024995664,27.516778523489933,57.54265349273262,6.722054380664652,30.169547872340424,42.46031746031746
DreadPoor_H_the_eighth-8B-LINEAR,53.67123763235549,32.802013422818796,74.69347996648892,17.749244712990937,38.239694148936174,41.66666666666667
DreadPoor_Happy_New_Year-8B-Model_Stock,53.54973094948794,31.3758389261745,76.15726272955757,15.93655589123867,38.78823138297872,41.7989417989418
DreadPoor_Heart_Stolen-8B-Model_Stock,53.82746051032807,31.711409395973156,72.44533393617823,17.220543806646525,37.9404920212766,41.53439153439153
DreadPoor_Heart_Stolen-ALT-8B-Model_Stock,52.52560319388995,30.11744966442953,71.83584001560305,15.634441087613293,37.72440159574468,40.476190476190474
DreadPoor_Here_We_Go_Again-8B-SLERP,54.434993924665854,31.879194630872483,74.42120240960651,17.29607250755287,38.73005319148936,41.7989417989418
DreadPoor_Howdy-8B-LINEAR,53.75802812011804,31.45973154362416,73.77923908562613,17.749244712990937,38.06515957446808,41.13756613756614
DreadPoor_Incidental-8B-Model_Stock,54.36556153445582,30.285234899328863,74.8183708116686,16.1631419939577,38.73005319148936,42.32804232804233
DreadPoor_Irina-8B-model_stock,52.23051553549731,28.439597315436245,67.99403360860295,10.196374622356496,35.73803191489361,39.94708994708995
DreadPoor_Kindling-8B-Model_Stock,54.78215587571602,31.79530201342282,73.08231049171752,17.522658610271904,38.297872340425535,40.60846560846561
DreadPoor_L3.1-BaeZel-8B-Della,54.33084533935081,31.963087248322147,51.802439748755525,17.447129909365557,39.020944148936174,41.93121693121693
DreadPoor_Laughing_Stock-8B-Model_Stock,54.3134872417983,28.942953020134226,71.89579205397236,15.785498489425981,37.64128989361702,41.4021164021164
DreadPoor_Lava_Lamp-8B-SLERP,53.58444714459295,30.536912751677853,73.81170848903133,17.371601208459214,37.5,41.7989417989418
DreadPoor_LemonP-8B-Model_Stock,54.24405485158827,30.285234899328863,76.76176988169169,17.673716012084594,40.04321808510639,40.74074074074074
DreadPoor_Lydia_of_Whiterun-8B-LINEAR,53.58444714459295,31.62751677852349,76.03237188437791,17.673716012084594,38.00698138297872,42.46031746031746
DreadPoor_Machroom-3B-model_stock,35.84447144592953,25.25167785234899,32.977942969099765,2.416918429003021,16.12367021276596,46.03174603174603
DreadPoor_Matryoshka-8B-LINEAR,54.3134872417983,32.04697986577181,72.62519005128614,17.522658610271904,38.655252659574465,42.46031746031746
DreadPoor_Mercury_In_Retrograde-8b-Model-Stock,53.67123763235549,31.62751677852349,72.96240641497891,16.46525679758308,38.289561170212764,41.93121693121693
DreadPoor_Minthy-8B-Model_Stock,53.35879187641035,30.369127516778523,76.5769269981427,19.184290030211482,39.92686170212766,40.87301587301587
DreadPoor_Minthy_ALT-8B-Model_Stock,53.63652143725047,30.620805369127517,69.91992358054407,17.598187311178247,36.735372340425535,42.195767195767196
DreadPoor_Minthy_V2-8B-Model_Stock,54.74743968061101,29.446308724832214,71.25881549843305,15.93655589123867,37.36702127659575,41.93121693121693
DreadPoor_Minus_Penus-8B-Model_Stock,53.15049470578025,30.956375838926174,73.11477989512272,20.01510574018127,37.516622340425535,40.07936507936508
DreadPoor_Morphing-8B-Model_Stock,53.792744315223054,29.36241610738255,74.4536718130117,18.35347432024169,38.522273936170215,40.60846560846561
DreadPoor_Not_Even_My_Final_Form-8B-Model_Stock,53.34143377885784,29.53020134228188,77.21889032212307,17.598187311178247,38.39760638297872,41.4021164021164
DreadPoor_Nother_One-8B-Model_Stock,51.98750216976219,28.942953020134226,68.63101016414225,15.181268882175228,35.945811170212764,38.62433862433862
DreadPoor_Noxis-8B-LINEAR,53.98368338830064,31.879194630872483,69.13057354486097,19.788519637462233,36.60239361702128,42.195767195767196
DreadPoor_Nullsworn-12B-LINEAR,54.45235202221836,30.788590604026844,44.35608629547379,11.253776435045317,36.452792553191486,43.386243386243386
DreadPoor_Nwah-8B-Model_Stock,53.65387953480298,31.04026845637584,77.15893828375377,17.97583081570997,38.07347074468085,40.34391534391534
DreadPoor_ONeil-model_stock-8B,55.3723311925013,30.536912751677853,67.85662043378235,10.120845921450151,35.9873670212766,41.66666666666667
DreadPoor_Oh_Boy-8B-LINEAR,53.56708904704044,30.788590604026844,75.03069633018168,17.82477341389728,38.48902925531915,41.00529100529101
