cN,cD,eta,Qref,C,g_form,N,D,Q,L,share_quality,tpp,regime
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+19,power,453319747.29769146,1468732599.2146056,1.0,2.9555629213572443,0.5732453126656433,3.2399484204470372,R2 质量饱和(Q*=1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+19,log,252853512.47367316,4353536348.001056,1.0,2.780388905377283,0.29442677266573736,17.217622588708714,R2 质量饱和(Q*=1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+19,filter,289938834.198182,3826574201.8575993,0.8479823777894939,2.9088433308842694,0.2888725300774271,13.197867103383674,R1 质量内点(Q0<Q*<1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+22,exp,4367589362.940987,318253297789.37213,1.0,2.0439916427204,0.10906578065729876,72.86703747603944,R2 质量饱和(Q*=1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+22,power,4434920513.547234,309319235757.70953,1.0,2.044863083464829,0.1207270827312231,69.74628627792545,R2 质量饱和(Q*=1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+22,log,3938579582.174278,385787391124.3984,1.0,2.038552298763634,0.026090545116510787,97.9508939899155,R2 质量饱和(Q*=1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+22,filter,4774190714.063372,278845868930.89856,0.9628699215881348,2.0574905037518545,0.14671343798912936,58.40693965356266,R1 质量内点(Q0<Q*<1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+24,exp,31182499145.986675,4918975657952.588,1.0,1.8593143744418434,0.01685738761845957,157.74796096116248,R2 质量饱和(Q*=1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+24,power,31265404679.01653,4894721134720.092,1.0,1.859376907921782,0.019104062569212217,156.5539031070062,R2 质量饱和(Q*=1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+24,log,30695059309.02562,5065359716540.903,1.0,1.8589485326821495,0.003425669144618362,165.02198824719252,R2 质量饱和(Q*=1)
0.5789586733004009,0.2878470937975938,0.6592805592238664,0.6843997523149343,1e+24,filter,33563550942.991318,4345285545975.496,0.9859040351387107,1.8626830999759012,0.06520334333844026,129.46441672265524,R1 质量内点(Q0<Q*<1)
0.4913228782327585,0.4012570020620268,0.5013053610553211,0.6581189310386709,1e+19,exp,483531817.8395077,1511750653.3111908,1.0,2.8585789208003303,0.5314713530701459,3.1264760612154094,R2 质量饱和(Q*=1)
0.4913228782327585,0.4012570020620268,0.5013053610553211,0.6581189310386709,1e+19,power,511296036.2963012,1362539621.1830468,1.0,2.877708203806392,0.5534680964678612,2.664874210746749,R2 质量饱和(Q*=1)
0.4913228782327585,0.4012570020620268,0.5013053610553211,0.6581189310386709,1e+19,log,294847063.0581078,3796071826.5979195,1.0,2.724167940465615,0.28259870708872437,12.874714732531686,R2 质量饱和(Q*=1)
0.4913228782327585,0.4012570020620268,0.5013053610553211,0.6581189310386709,1e+19,filter,337612794.44147485,3060356093.167749,0.8735718500271257,2.8638108397009043,0.3377502747780743,9.064692285227542,R1 质量内点(Q0<Q*<1)
0.4913228782327585,0.4012570020620268,0.5013053610553211,0.6581189310386709,1e+22,exp,5111173839.0851345,275662969733.59735,1.0,2.021481120191609,0.09691212713866214,53.933397378426704,R2 质量饱和(Q*=1)
