id,domain,fineweb_edu,fluency_en,modernbert_cleanliness,modernbert_readability,modernbert_reasoning,modernbert_professionalism,dsir_books,dsir_wiki,dsir_math,qurater,ad_en,rps_doc_word_count,rps_doc_num_sentences,rps_doc_unigram_entropy,rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length
BkiUdvE4eIfiUWiFdbiw,arxiv,1.3297353982925415,0.0250244140625,-0.8934733072916666,-0.692450205485026,0.3326822916666667,-0.4435221354166667,-1961.1743289,-1934.91548054,-1629.94474532,1.6060791015625,0.482421875,83.0,10.0,3.39185707,42.168674698795186,28.957055214723923,12.060301507537687,8.040201005025125,16.542599272378048,12.5,1.6677602909446716,7.192771084337349
BkiUdb44dbjiU9oEeWKt,arxiv,1.7331242561340332,-0.091796875,-0.588134765625,-0.59326171875,-0.4451497395833333,-0.043782552083333336,-154369.18833858,-153364.53506907,-90314.71144863,4.83837890625,0.193359375,9571.0,540.0,6.3790167,25.953400898547695,38.79553515737732,0.6053693630461485,0.807159150728198,12.647271262329063,30.821205821205822,2.8428835632122555,7.145334865740257
BkiUd0E5qhDBdMC-Fcd6,arxiv,3.1166553497314453,-0.107421875,-1.5166829427083333,-0.8264973958333334,-0.5166015625,-0.2535807291666667,-11232.84448784,-10967.79408182,-7571.03470828,4.40625,0.2958984375,1129.0,55.0,5.50254974,43.57838795394154,31.670984455958546,0.9984639016897081,0.5069124423963134,19.492032426012017,29.87012987012987,2.1510652887458006,5.766164747564216
BkiUdPA4dbgg3Wyis_JT,arxiv,3.0763978958129883,-0.15234375,-0.4677734375,-0.6393229166666666,-0.4187825520833333,-0.18977864583333334,-42351.61297065,-40494.7602938,-29592.9795644,4.47265625,0.177734375,9641.0,920.0,6.08390266,19.62045006740641,34.774782202434935,0.7638016049502079,0.44087788842695547,3.0937775979217714,38.859180035650624,22.24032928239046,5.364070117207759
BkiUdILxK7FjYAb_67PT,arxiv,2.6187286376953125,-0.1201171875,-0.5076090494791666,-0.5208333333333334,-0.5319010416666666,-0.13444010416666666,-10655.54313657,-10351.29855005,-8341.18487053,6.103515625,0.0361328125,2458.0,151.0,5.72361449,33.36045565500407,25.279337221344093,0.8206079634651062,0.47095761381475665,22.791402850482694,42.857142857142854,4.172290251923287,5.701383238405207
BkiUfYzxK6-gD5TlfjZo,arxiv,1.1885628700256348,0.332275390625,-0.365234375,-0.4886067708333333,-0.2880859375,-0.023111979166666668,-31678.20477217,-31203.72955155,-24333.19169891,1.3788728713989258,0.1591796875,6910.0,384.0,6.00791403,21.143270622286543,21.538952027305797,0.42700574085496035,1.6605778811026237,36.067880566935266,52.02156334231805,1.1885749211959455,6.100434153400868
BkiUdZY5qrqCyq8KqH5a,arxiv,2.209501266479492,-0.07421875,-0.5190836588541666,-0.4599609375,-0.39306640625,-0.09375,-14980.26077953,-14547.54274361,-10655.80422186,3.781494140625,0.216796875,2339.0,188.0,5.75492169,31.08165882855921,24.078516902944386,0.9330600127235457,0.46653000636177283,20.178803632872818,29.910714285714285,1.7697639729624945,6.048311244121419
BkiUcQrxK02iP15vfcUN,arxiv,2.7331137657165527,-0.119140625,-0.3982747395833333,-0.5999348958333334,-0.4368489583333333,-0.0234375,-44745.59197306,-44183.94024203,-27952.16573781,4.57421875,0.255859375,4966.0,326.0,5.80272899,20.7209021345147,35.6762755037704,0.5415499533146592,0.903828197945845,10.364483201431863,16.509926854754443,8.346475533559836,5.391663310511478
BkiUd-7xK7IAD7XMJnpB,arxiv,2.6080095767974854,0.029296875,-0.43780517578125,-0.4440104166666667,-0.3343098958333333,-0.10677083333333333,-42902.1883601,-42193.5265106,-26749.78202732,4.47265625,0.009765625,7410.0,416.0,6.07193194,22.52361673414305,27.90986843210726,0.7449856733524355,0.5134670487106017,30.204365138082323,43.54304635761589,3.800917620259147,5.887314439946019
BkiUdC84eIZjfagW4Wnr,arxiv,1.5654466152191162,-0.111328125,-0.4347330729166667,-0.4112955729166667,-0.4635416666666667,-0.01953125,-99277.06362318,-98331.70379868,-52166.76165494,5.818359375,0.0908203125,10552.0,551.0,6.43998743,23.36050037907506,35.69238130450859,0.8126712983619095,0.26770348651921727,18.130877703939507,29.72727272727273,5.099632196829859,5.947308567096285
BkiUbCM5jDKDx8o5qk9R,arxiv,2.802032709121704,-0.1484375,-1.0240885416666667,-0.814453125,-0.45703125,-0.4208984375,-6054.57287083,-5832.42260462,-5380.88379926,4.85302734375,0.3173828125,1131.0,60.0,5.17635283,38.1078691423519,21.20371487154746,2.5533193151096425,2.1628116551516974,19.191179241388863,24.11764705882353,1.9531244878379816,5.8868258178603
BkiUdafxaL3SuhsxKGrm,arxiv,3.379622220993042,-0.2216796875,-0.478515625,-0.3605143229166667,-0.4879557291666667,-0.09212239583333333,-25076.87377668,-24480.79142903,-17904.00963416,6.04248046875,0.2216796875,5709.0,288.0,5.7718359,23.331581713084603,23.008258150747054,2.089350457813556,0.7189823634240767,31.222138976202444,39.875389408099686,2.0222494233944452,5.700823261516903
BkiUbg05ixsDMJPI2xCB,arxiv,1.7950966358184814,-0.1298828125,-1.1648763020833333,-0.70458984375,-0.5060221354166666,-0.2060546875,-11335.27485036,-11333.11752162,-7957.64650866,4.904296875,0.2216796875,1044.0,112.0,5.61659687,45.88122605363984,38.06203164029975,1.4193344898281028,1.3247121905062293,1.447744643612015,45.13274336283185,5.085655544643325,6.073754789272031
BkiUdEU5qsBC4wbX-bkK,arxiv,1.4223026037216187,-0.1708984375,-0.4951578776041667,-0.5771484375,-0.4908854166666667,-0.025390625,-41846.34638548,-41204.67492777,-27143.50701426,3.7304916381835938,0.251953125,2702.0,231.0,5.68900682,33.04959289415248,36.36243254874698,1.2280701754385965,0.8822055137844611,11.017185776822592,29.295154185022028,2.941050760891963,7.383419689119171
BkiUbhg25V5hd-428xX-,arxiv,1.822962999343872,-0.13818359375,-0.4628092447916667,-0.4430338541666667,-0.31201171875,0.06380208333333333,-119987.95822764,-118690.85007466,-63185.60402679,5.33447265625,0.3798828125,17235.0,1591.0,6.32068881,17.36759672834851,34.569044736496636,0.7955536181342633,0.27136006974716653,11.454435072834858,23.547400611620795,3.406858613115814,5.324049898462431
BkiUdGM4dbgg4JMhnNMO,arxiv,1.5315643548965454,-0.15625,-0.3120930989583333,-0.45361328125,-0.226806640625,-0.036458333333333336,-257625.26781732,-253088.10009615,-151982.17033063,1.94775390625,0.169921875,60871.0,5579.0,6.91114279,12.269233296104067,26.842706298134416,0.50309075283684,0.06818359379623996,13.733333993000887,23.898667209278663,4.3886010814407586,6.939084293013093
BkiUbfvxK6Ot9TMSpOC0,arxiv,1.9006741046905518,-0.0498046875,-0.3370768229166667,-0.50732421875,-0.52783203125,-0.10514322916666667,-34229.20316065,-33743.53979351,-22099.53596459,4.379638671875,0.2783203125,6987.0,317.0,5.97630044,21.225132388721914,25.26368465624759,1.162937681709013,0.3640500568828214,18.785536024812018,27.500000000000004,3.4649157568195372,5.661227994847574
BkiUbQY5qX_AY1OJK5_l,arxiv,2.4585540294647217,-0.083984375,-0.5274251302083334,-0.59423828125,-0.4698893229166667,-0.10546875,-34910.944614,-34404.24738121,-24456.15234212,4.250244140625,0.3681640625,2565.0,117.0,5.50411922,25.0682261208577,36.46129541864139,0.7883817427385892,2.033195020746888,9.384151491315583,31.868131868131865,2.3477711795614584,5.637426900584796
BkiUd044eIXh4qTE56WZ,arxiv,2.949936866760254,0.10986328125,-0.363525390625,-0.55078125,-0.2998046875,-0.06966145833333333,-10431.47882394,-10161.05698051,-8771.27683328,3.923095703125,0.1484375,2649.0,208.0,5.61484905,28.87882219705549,22.94004927456885,2.4771210348861215,1.032133764535884,41.59223751172493,59.65909090909091,5.556829711369239,5.486221215553039
