_dir,_model,leaderboard,leaderboard_bbh,leaderboard_bbh_boolean_expressions,leaderboard_bbh_causal_judgement,leaderboard_bbh_date_understanding,leaderboard_bbh_disambiguation_qa,leaderboard_bbh_formal_fallacies,leaderboard_bbh_geometric_shapes,leaderboard_bbh_hyperbaton,leaderboard_bbh_logical_deduction_five_objects,leaderboard_bbh_logical_deduction_seven_objects,leaderboard_bbh_logical_deduction_three_objects,leaderboard_bbh_movie_recommendation,leaderboard_bbh_navigate,leaderboard_bbh_object_counting,leaderboard_bbh_penguins_in_a_table,leaderboard_bbh_reasoning_about_colored_objects,leaderboard_bbh_ruin_names,leaderboard_bbh_salient_translation_error_detection,leaderboard_bbh_snarks,leaderboard_bbh_sports_understanding,leaderboard_bbh_temporal_sequences,leaderboard_bbh_tracking_shuffled_objects_five_objects,leaderboard_bbh_tracking_shuffled_objects_seven_objects,leaderboard_bbh_tracking_shuffled_objects_three_objects,leaderboard_bbh_web_of_lies,leaderboard_gpqa,leaderboard_gpqa_diamond,leaderboard_gpqa_extended,leaderboard_gpqa_main,leaderboard_ifeval,leaderboard_math_hard,leaderboard_math_algebra_hard,leaderboard_math_counting_and_prob_hard,leaderboard_math_geometry_hard,leaderboard_math_intermediate_algebra_hard,leaderboard_math_num_theory_hard,leaderboard_math_prealgebra_hard,leaderboard_math_precalculus_hard,leaderboard_mmlu_pro,leaderboard_musr,leaderboard_musr_murder_mysteries,leaderboard_musr_object_placements,leaderboard_musr_team_allocation,G_leaderboard_bbh,G_leaderboard_math_hard,G_leaderboard_gpqa,G_leaderboard_musr,G_leaderboard,leaderboard_arc_challenge
0-hero_Matter-0.2-7B-DPO,0-hero/Matter-0.2-7B-DPO,34.53106758334415,35.84447144592953,72.8,57.75401069518716,21.6,36.8,48.8,31.6,49.2,22.400000000000002,18.4,40.0,55.60000000000001,49.2,27.200000000000003,21.91780821917808,35.6,15.6,20.8,46.62921348314607,57.99999999999999,20.0,21.2,13.200000000000001,30.4,48.4,25.922818791946305,26.262626262626267,25.274725274725274,26.5625,33.588711286054334,0.8308157099697886,1.3029315960912053,0.8130081300813009,0.7575757575757576,0.35714285714285715,0.6493506493506493,1.5544041450777202,0.0,11.63563829787234,38.095238095238095,50.8,32.8125,30.8,35.96254301656297,0.7763447336170701,26.033283845783846,38.137499999999996,24.319615604501724,
01-ai_Yi-1.5-34B,01-ai/Yi-1.5-34B,56.00720639567617,59.53827460510328,89.2,62.03208556149733,62.8,72.0,58.4,48.8,60.8,42.8,39.6,62.4,87.6,70.39999999999999,35.199999999999996,55.47945205479452,65.2,83.2,53.2,82.02247191011236,86.0,92.0,22.8,20.0,34.8,47.599999999999994,36.577181208053695,40.4040404040404,34.98168498168498,36.830357142857146,29.563280983346406,14.04833836858006,25.0814332247557,11.38211382113821,4.545454545454546,3.9285714285714284,9.090909090909092,29.533678756476682,5.185185185185185,46.65890957446808,42.32804232804233,55.2,38.28125,33.6,59.76391706360018,12.678192293212978,37.40536084286084,42.360416666666666,42.27850313544856,67.23549488054607
01-ai_Yi-1.5-34B-32K,01-ai/Yi-1.5-34B-32K,56.16484630109222,59.81600416594341,91.2,64.70588235294117,63.2,73.6,57.199999999999996,44.4,66.0,46.0,42.0,68.4,82.8,68.4,38.0,59.589041095890416,68.8,83.6,52.400000000000006,84.26966292134831,80.80000000000001,76.8,27.200000000000003,23.599999999999998,34.0,46.800000000000004,36.3255033557047,41.41414141414141,35.34798534798535,35.267857142857146,32.21856895260132,13.444108761329304,23.452768729641694,7.317073170731707,6.0606060606060606,3.571428571428571,9.740259740259742,29.015544041450774,5.9259259259259265,47.09109042553192,43.91534391534391,56.39999999999999,35.546875,40.0,60.15685776542417,12.154800891434926,37.34332796832797,43.98229166666666,42.72964970058566,66.29692832764505
01-ai_Yi-1.5-34B-Chat,01-ai/Yi-1.5-34B-Chat,56.795405922756444,60.649192848463805,88.0,60.42780748663101,62.8,80.80000000000001,63.6,44.0,73.2,55.2,53.6,79.2,69.6,62.4,38.4,56.849315068493155,75.2,76.8,61.6,82.02247191011236,83.2,54.800000000000004,24.8,24.8,34.0,54.800000000000004,36.49328859060403,36.868686868686865,35.714285714285715,37.276785714285715,63.95486198841297,23.338368580060422,42.671009771986974,15.447154471544716,6.8181818181818175,7.857142857142857,22.07792207792208,42.487046632124354,8.88888888888889,45.20445478723404,42.72486772486773,58.4,30.859375,39.2,60.83748310271818,20.89247807397024,36.61991943241944,42.81979166666667,48.56311804693097,67.57679180887372
01-ai_Yi-1.5-34B-Chat-16K,01-ai/Yi-1.5-34B-Chat-16K,54.896873783888964,60.70126714112133,93.60000000000001,63.101604278074866,61.6,72.39999999999999,62.4,45.2,64.0,46.800000000000004,49.2,77.2,76.0,68.8,37.2,63.013698630136986,70.39999999999999,81.2,59.199999999999996,80.33707865168539,84.0,80.0,21.2,20.0,35.199999999999996,52.0,33.808724832214764,37.878787878787875,32.05128205128205,34.151785714285715,49.81404894568633,18.806646525679756,34.527687296416936,18.69918699186992,6.8181818181818175,1.4285714285714286,15.584415584415584,40.41450777202073,3.7037037037037033,45.44547872340425,43.91534391534391,54.800000000000004,36.328125,40.8,61.002182564995714,17.310893513597158,34.69395188145188,43.97604166666667,42.08191834724172,
01-ai_Yi-1.5-6B,01-ai/Yi-1.5-6B,44.51075329354802,44.81860788057629,84.8,52.406417112299465,56.8,51.6,50.0,41.199999999999996,49.2,32.800000000000004,26.400000000000002,43.6,84.39999999999999,44.800000000000004,38.0,34.93150684931507,29.599999999999998,54.400000000000006,35.199999999999996,57.865168539325836,70.0,34.4,10.4,12.0,32.800000000000004,49.6,31.20805369127517,29.797979797979796,33.150183150183146,29.464285714285715,26.985343333466318,5.664652567975831,11.074918566775244,0.8130081300813009,0.7575757575757576,1.7857142857142856,7.792207792207792,9.844559585492227,2.2222222222222223,31.008976063829785,43.783068783068785,52.400000000000006,32.421875,46.800000000000004,44.88346218753918,4.898600905724118,30.804149554149557,43.87395833333334,34.35218419298699,56.996587030716725
01-ai_Yi-1.5-6B-Chat,01-ai/Yi-1.5-6B-Chat,45.073752955748226,45.061621246311404,82.0,61.49732620320856,46.800000000000004,57.99999999999999,54.0,41.199999999999996,58.8,34.0,31.6,51.6,53.6,61.199999999999996,41.199999999999996,43.83561643835616,43.6,35.6,35.6,73.03370786516854,56.00000000000001,23.599999999999998,14.799999999999999,12.4,28.799999999999997,50.4,31.79530201342282,32.323232323232325,30.036630036630036,33.705357142857146,50.65459647069774,12.537764350453173,21.824104234527688,6.504065040650407,3.0303030303030303,2.857142857142857,12.987012987012985,28.497409326424872,2.9629629629629632,31.97307180851064,44.17989417989418,52.400000000000006,26.171875,54.400000000000006,45.54861043778055,11.237571491289257,32.02173983423984,44.32395833333334,39.3453238763052,59.21501706484642
01-ai_Yi-1.5-9B,01-ai/Yi-1.5-9B,50.20830987501408,51.3626106578719,83.2,57.21925133689839,50.8,62.4,53.2,47.199999999999996,65.60000000000001,42.0,40.8,53.6,84.8,42.4,39.6,47.94520547945205,51.6,67.60000000000001,47.199999999999996,56.74157303370787,76.0,48.8,18.0,14.799999999999999,34.0,48.8,37.919463087248324,41.91919191919192,35.53113553113553,39.0625,30.46627393094767,10.196374622356496,16.612377850162865,9.75609756097561,3.0303030303030303,2.5,8.441558441558442,23.83419689119171,1.4814814814814816,39.16223404255319,43.25396825396825,52.800000000000004,40.234375,36.8,51.42941791041909,9.379430750810448,38.83760915010915,43.278124999999996,39.12567084657197,61.51877133105802
01-ai_Yi-1.5-9B-32K,01-ai/Yi-1.5-9B-32K,48.485530908681454,49.401145634438464,83.6,54.54545454545454,52.0,61.6,54.400000000000006,48.4,56.8,46.400000000000006,42.4,57.599999999999994,74.4,42.0,41.6,53.42465753424658,53.2,62.4,42.8,58.42696629213483,80.80000000000001,18.4,12.0,11.200000000000001,34.0,48.8,35.90604026845637,39.8989898989899,32.6007326007326,38.169642857142854,23.59190281785662,9.592145015105741,20.195439739413683,8.130081300813007,1.5151515151515151,2.142857142857143,5.194805194805195,19.170984455958546,1.4814814814814816,37.649601063829785,41.7989417989418,55.2,33.984375,36.4,49.633211598826506,8.26154297578294,36.88978845228846,41.86145833333334,37.0045609670396,61.092150170648466
01-ai_Yi-1.5-9B-Chat,01-ai/Yi-1.5-9B-Chat,52.05494876703074,55.28554070473876,84.39999999999999,64.1711229946524,59.199999999999996,66.4,62.4,52.800000000000004,72.8,46.0,44.800000000000004,68.4,68.4,72.8,41.6,60.273972602739725,64.8,66.4,48.8,65.73033707865169,69.6,38.4,22.0,15.6,29.2,49.2,33.47315436241611,33.33333333333333,32.967032967032964,34.151785714285715,62.6596874071907,11.63141993957704,23.12703583061889,10.569105691056912,1.5151515151515151,2.142857142857143,11.688311688311687,22.279792746113987,0.7407407407407408,39.752327127659576,42.46031746031746,56.8,26.171875,44.800000000000004,55.59064302816849,10.294713622121554,33.48405067155067,42.590625,43.78932080524455,61.262798634812285
01-ai_Yi-1.5-9B-Chat-16K,01-ai/Yi-1.5-9B-Chat-16K,48.890890665465605,51.24110397500434,86.8,56.14973262032086,52.0,64.0,52.0,47.199999999999996,66.4,44.4,36.4,62.8,66.4,46.800000000000004,30.0,60.95890410958904,59.199999999999996,66.4,50.4,57.30337078651685,74.4,58.8,13.200000000000001,11.600000000000001,24.4,48.8,30.87248322147651,32.82828282828283,30.21978021978022,30.80357142857143,43.28071738542623,12.613293051359516,21.824104234527688,8.130081300813007,6.0606060606060606,2.142857142857143,11.688311688311687,25.906735751295333,5.9259259259259265,39.935172872340424,40.87301587301587,54.400000000000006,26.171875,42.4,51.533833646517785,11.668374586333835,31.283878158878156,40.990625,39.95028055043223,60.83617747440273
01-ai_Yi-34B,01-ai/Yi-34B,52.302668618398826,54.504426314875886,84.0,56.14973262032086,68.4,63.6,56.39999999999999,49.6,73.2,39.2,30.4,54.400000000000006,89.60000000000001,42.0,38.800000000000004,44.52054794520548,54.0,84.0,54.400000000000006,73.03370786516854,85.6,51.6,18.8,17.2,32.0,48.8,36.66107382550335,35.858585858585855,36.446886446886445,37.276785714285715,31.597827098764608,4.45619335347432,7.491856677524431,4.0650406504065035,0.7575757575757576,1.0714285714285714,3.2467532467532463,9.844559585492227,2.2222222222222223,44.1156914893617,41.13756613756614,54.800000000000004,35.15625,33.6,54.570999517945616,4.099919530200423,36.52741933991934,41.18541666666667,39.58046027222184,64.59044368600682
01-ai_Yi-34B-200K,01-ai/Yi-34B-200K,51.86352888188267,54.01839958340566,85.2,63.63636363636363,59.599999999999994,71.6,54.0,44.4,73.2,52.0,46.800000000000004,66.4,81.2,50.8,39.2,53.42465753424658,54.400000000000006,72.39999999999999,45.2,79.7752808988764,84.0,14.399999999999999,18.0,14.399999999999999,32.800000000000004,49.2,35.65436241610738,32.323232323232325,36.26373626373626,36.38392857142857,15.817032141384857,4.45619335347432,5.537459283387622,3.2520325203252036,1.5151515151515151,1.4285714285714286,1.948051948051948,12.435233160621761,3.7037037037037033,45.34574468085106,38.095238095238095,58.8,28.515625,27.200000000000003,54.41817925289527,4.260029079973312,34.99029905279905,38.171875,37.14645650377629,66.6382252559727
01-ai_Yi-34B-Chat,01-ai/Yi-34B-Chat,51.89730886161469,55.268182607186255,79.60000000000001,66.31016042780749,60.8,72.0,60.0,40.400000000000006,74.4,44.800000000000004,37.6,61.199999999999996,81.2,58.8,34.4,49.31506849315068,60.8,81.6,52.0,82.58426966292134,85.6,33.6,14.799999999999999,17.599999999999998,36.0,49.2,33.808724832214764,32.82828282828283,34.43223443223443,33.482142857142854,49.255752514439465,6.268882175226587,10.097719869706841,5.691056910569105,2.272727272727273,1.0714285714285714,2.5974025974025974,17.098445595854923,1.4814814814814816,40.93251329787234,39.682539682539684,55.60000000000001,26.953125,36.8,55.608729107661645,5.758608899881542,33.580886705886705,39.784375000000004,40.97438438180272,61.60409556313993
01-ai_Yi-6B,01-ai/Yi-6B,41.80835491498705,42.66620378406527,65.60000000000001,57.21925133689839,41.199999999999996,60.8,54.0,37.6,50.4,24.0,17.599999999999998,40.0,79.60000000000001,46.400000000000006,31.6,42.465753424657535,30.8,44.0,27.200000000000003,65.73033707865169,74.0,25.6,16.0,17.599999999999998,35.199999999999996,49.6,26.929530201342285,26.767676767676768,26.73992673992674,27.232142857142854,29.769345337039056,1.5105740181268883,2.2801302931596092,2.4390243902439024,3.0303030303030303,0.7142857142857143,1.2987012987012987,0.5181347150259068,0.7407407407407408,29.911901595744684,39.285714285714285,52.400000000000006,28.90625,36.8,43.092305910008655,1.5744743117800293,26.91324878824879,39.36875,32.06068643688713,54.351535836177476
01-ai_Yi-6B-200K,01-ai/Yi-6B-200K,42.31505461096724,42.45790661343517,68.8,56.14973262032086,43.2,63.2,52.400000000000006,28.000000000000004,54.400000000000006,28.4,29.599999999999998,41.6,72.8,57.599999999999994,29.599999999999998,43.15068493150685,28.799999999999997,39.6,28.000000000000004,65.73033707865169,73.2,14.399999999999999,14.399999999999999,15.2,33.2,48.0,28.187919463087248,23.232323232323232,30.76923076923077,27.232142857142854,8.645394220667828,1.2084592145015105,0.6514657980456027,1.6260162601626018,1.5151515151515151,1.0714285714285714,0.6493506493506493,3.1088082901554404,0.0,28.440824468085108,45.767195767195766,54.400000000000006,32.421875,50.8,42.89294810960331,1.2317458691849115,27.07789895289895,45.87395833333333,29.78028085122525,53.7542662116041
01-ai_Yi-6B-Chat,01-ai/Yi-6B-Chat,40.69361558383065,40.87831973615692,54.0,63.101604278074866,43.2,44.4,52.800000000000004,27.6,50.0,27.200000000000003,28.000000000000004,41.199999999999996,64.8,44.4,33.6,41.0958904109589,37.2,43.6,34.4,58.42696629213483,71.2,24.0,11.600000000000001,12.4,34.8,48.8,29.446308724832214,29.797979797979796,30.952380952380953,27.455357142857146,35.51709464221599,0.6797583081570997,1.3029315960912053,0.0,0.0,0.0,0.6493506493506493,1.5544041450777202,0.7407407407407408,30.61003989361702,36.77248677248677,51.2,23.4375,36.0,41.32601920754869,0.6067753044657593,29.401905964405966,36.87916666666667,32.52261061272431,53.7542662116041
01-ai_Yi-9B,01-ai/Yi-9B,47.66355140186916,49.2622808540184,80.4,59.35828877005348,55.2,59.199999999999996,49.2,36.8,56.39999999999999,29.2,32.0,43.2,86.4,50.8,36.8,44.52054794520548,46.0,70.8,47.599999999999994,58.42696629213483,79.60000000000001,52.800000000000004,17.599999999999998,10.8,34.0,48.4,31.79530201342282,29.292929292929294,32.967032967032964,31.473214285714285,27.817191717974975,4.380664652567976,7.166123778501629,0.0,4.545454545454546,1.7857142857142856,5.194805194805195,8.290155440414509,0.7407407407407408,35.73803191489361,40.476190476190474,54.800000000000004,32.421875,34.4,49.39607512530807,3.960427712232986,31.24439218189218,40.540625000000006,35.72140948674647,60.580204778157
01-ai_Yi-9B-200K,01-ai/Yi-9B-200K,46.49251210449274,47.80420065960771,80.4,55.61497326203209,58.4,66.4,49.6,33.6,66.0,39.2,36.4,47.199999999999996,81.2,42.0,40.0,43.15068493150685,47.599999999999994,56.8,41.199999999999996,58.42696629213483,74.0,28.4,13.200000000000001,12.0,32.4,47.199999999999996,31.543624161073826,29.797979797979796,29.853479853479854,34.375,24.016553854882822,5.81570996978852,9.77198697068404,3.2520325203252036,3.0303030303030303,0.35714285714285715,3.896103896103896,15.025906735751295,2.2222222222222223,36.22007978723404,42.857142857142854,52.400000000000006,32.421875,44.0,47.93302602023641,5.36509974750465,31.342153217153214,42.940625000000004,35.12159542071713,57.5938566552901
01-ai_Yi-Coder-9B-Chat,01-ai/Yi-Coder-9B-Chat,43.62433519263199,48.029855927790315,88.4,51.33689839572193,46.0,53.2,50.0,38.0,48.4,42.4,30.8,64.0,66.4,67.60000000000001,33.2,44.52054794520548,61.6,38.4,43.6,59.55056179775281,61.6,51.2,21.2,14.799999999999999,34.0,45.2,24.748322147651006,19.696969696969695,26.373626373626376,25.0,50.12755045501491,2.9456193353474323,4.234527687296417,1.6260162601626018,3.0303030303030303,0.7142857142857143,2.5974025974025974,5.699481865284974,2.2222222222222223,24.251994680851062,39.81481481481482,52.0,26.953125,40.8,48.14200033911168,2.8748913395653655,23.690198690198695,39.91770833333333,31.653026226911592,
1-800-LLMs_Qwen-2.5-14B-Hindi,1-800-LLMs/Qwen-2.5-14B-Hindi,58.55493578933714,64.97135913903837,89.2,65.77540106951871,69.6,64.0,68.8,49.6,76.4,63.6,64.0,91.2,78.8,68.0,52.400000000000006,71.23287671232876,80.4,83.2,67.60000000000001,77.52808988764045,54.800000000000004,91.60000000000001,26.0,22.400000000000002,32.0,57.599999999999994,36.241610738255034,39.8989898989899,36.63003663003663,34.151785714285715,61.75669445958945,25.075528700906347,42.34527687296417,20.32520325203252,12.121212121212121,9.642857142857144,22.727272727272727,40.41450777202073,15.555555555555555,52.62632978723404,44.84126984126984,51.2,38.28125,45.2,65.239015319562,23.30455506341642,36.89360408110409,44.893750000000004,47.58546544438218,
1-800-LLMs_Qwen-2.5-14B-Hindi-Custom-Instruct,1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,56.88156699961085,62.575941676792226,90.0,63.101604278074866,65.60000000000001,69.19999999999999,62.0,49.2,75.2,58.4,53.2,88.8,85.6,71.2,51.2,68.4931506849315,72.39999999999999,81.6,62.4,75.84269662921348,72.39999999999999,70.0,22.8,16.8,31.6,51.2,36.99664429530201,40.4040404040404,35.8974358974359,36.830357142857146,31.5040758520725,30.589123867069485,55.048859934853425,21.951219512195124,17.424242424242426,10.0,32.467532467532465,47.15025906735752,12.592592592592592,51.637300531914896,44.84126984126984,56.8,36.71875,41.199999999999996,62.84322714967582,28.09067228553908,37.71061114811115,44.90625,43.02405934407016,
1024m_PHI-4-Hindi,1024m/PHI-4-Hindi,61.00661564405241,66.96754035757681,94.8,62.56684491978609,76.8,74.8,70.39999999999999,36.8,77.60000000000001,61.199999999999996,48.4,88.8,87.6,72.39999999999999,53.6,71.91780821917808,84.0,90.8,60.4,74.71910112359551,71.6,100.0,25.2,31.2,39.6,55.2,39.76510067114094,40.4040404040404,38.46153846153847,41.07142857142857,0.9692061507910124,23.11178247734139,42.99674267100978,19.51219512195122,9.090909090909092,3.9285714285714284,20.12987012987013,45.07772020725388,6.666666666666667,52.3936170212766,49.074074074074076,57.599999999999994,41.40625,48.4,67.10015642760665,21.057525045176025,39.97900247900248,49.135416666666664,38.71355345870014,
1024m_QWEN-14B-B100,1024m/QWEN-14B-B100,58.08794915034375,65.11022391945843,89.60000000000001,64.70588235294117,72.8,67.60000000000001,68.4,56.00000000000001,75.6,64.4,60.4,92.0,75.2,68.8,49.2,68.4931506849315,80.0,80.4,64.8,78.65168539325843,59.199999999999996,90.4,22.8,20.0,34.8,63.6,35.06711409395973,32.82828282828283,36.08058608058608,34.82142857142857,78.44286493171451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.78690159574468,40.87301587301587,52.800000000000004,25.0,45.2,65.3271132679638,0.0,34.57676582676583,41.00000000000001,45.21335340231553,
152334H_miqu-1-70b-sf,152334H/miqu-1-70b-sf,55.40277597613179,60.87484811664642,85.6,61.49732620320856,54.400000000000006,63.6,67.2,43.6,62.4,46.800000000000004,46.400000000000006,78.8,82.8,64.4,48.8,60.273972602739725,75.2,81.2,63.2,73.59550561797754,83.2,78.8,25.2,23.599999999999998,44.0,50.0,35.06711409395973,36.868686868686865,34.24908424908425,35.267857142857146,53.36861749048081,10.80060422960725,16.286644951140065,9.75609756097561,5.303030303030303,3.9285714285714284,5.844155844155844,23.83419689119171,5.9259259259259265,42.278922872340424,45.767195767195766,60.4,39.0625,38.0,61.02361685099691,10.125517557855842,35.46187608687609,45.82083333333333,41.359550428371726,
1TuanPham_T-VisStar-7B-v0.1,1TuanPham/T-VisStar-7B-v0.1,46.296536515760806,50.32112480472141,80.80000000000001,58.82352941176471,44.4,66.0,51.2,53.6,74.4,48.0,44.4,68.0,56.39999999999999,57.99999999999999,32.4,47.26027397260274,49.6,54.400000000000006,42.8,64.04494382022472,78.0,31.2,15.6,13.600000000000001,30.0,49.6,28.523489932885905,29.292929292929294,28.57142857142857,28.125,39.8997437909192,4.531722054380665,7.491856677524431,2.4390243902439024,1.5151515151515151,1.4285714285714286,3.2467532467532463,10.880829015544041,1.4814814814814816,32.106050531914896,43.65079365079365,53.2,31.25,46.800000000000004,50.52203113352468,4.069095393610007,28.663119288119287,43.75,33.172154127602624,
1TuanPham_T-VisStar-v0.1,1TuanPham/T-VisStar-v0.1,46.296536515760806,50.32112480472141,80.80000000000001,58.82352941176471,44.4,66.0,51.2,53.6,74.4,48.0,44.4,68.0,56.39999999999999,57.99999999999999,32.4,47.26027397260274,49.6,54.400000000000006,42.8,64.04494382022472,78.0,31.2,15.6,13.600000000000001,30.0,49.6,28.523489932885905,29.292929292929294,28.57142857142857,28.125,39.8997437909192,4.531722054380665,7.491856677524431,2.4390243902439024,1.5151515151515151,1.4285714285714286,3.2467532467532463,10.880829015544041,1.4814814814814816,32.106050531914896,43.65079365079365,53.2,31.25,46.800000000000004,50.52203113352468,4.069095393610007,28.663119288119287,43.75,33.172154127602624,
3rd-Degree-Burn_L-3.1-Science-Writer-8B,3rd-Degree-Burn/L-3.1-Science-Writer-8B,45.544169152938125,50.078111438986284,80.4,61.49732620320856,47.199999999999996,40.8,56.39999999999999,41.6,72.0,38.0,39.6,58.8,66.0,50.4,45.6,49.31506849315068,55.2,66.4,43.6,69.10112359550563,72.8,34.8,21.2,17.2,31.6,50.4,27.432885906040266,28.78787878787879,26.55677655677656,27.901785714285715,45.16416441708002,10.27190332326284,18.241042345276874,4.0650406504065035,4.545454545454546,1.0714285714285714,9.740259740259742,23.83419689119171,3.7037037037037033,36.49434840425532,39.55026455026455,58.8,33.984375,26.0,50.41306326216104,9.314446635388807,27.748813686313685,39.594791666666666,34.83194633998155,
3rd-Degree-Burn_Llama-3.1-8B-Squareroot,3rd-Degree-Burn/Llama-3.1-8B-Squareroot,32.58528992087171,34.247526471098766,46.0,51.87165775401069,28.4,30.0,46.800000000000004,10.4,51.6,26.8,21.2,38.800000000000004,25.2,61.6,19.6,30.82191780821918,34.0,57.599999999999994,12.4,53.93258426966292,54.0,18.0,16.400000000000002,10.8,33.2,51.2,25.671140939597315,24.747474747474747,26.55677655677656,25.0,22.983683293660818,21.07250755287009,35.83061889250814,16.260162601626014,11.363636363636363,6.071428571428571,25.97402597402597,33.67875647668394,8.88888888888889,17.49501329787234,30.82010582010582,47.599999999999994,21.875,23.200000000000003,34.60942332632887,19.723931109828268,25.43475043475043,30.891666666666666,25.38166289586752,
3rd-Degree-Burn_Llama-3.1-8B-Squareroot-v1,3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,32.00155662212998,33.153966325290746,46.0,52.406417112299465,32.800000000000004,30.0,52.800000000000004,21.6,48.4,25.2,14.799999999999999,37.2,25.2,42.4,32.0,23.28767123287671,26.400000000000002,32.4,22.0,53.37078651685393,46.0,23.200000000000003,16.0,15.2,34.8,48.8,25.587248322147648,26.767676767676768,26.190476190476193,24.330357142857142,31.781450994472443,6.193353474320242,14.332247557003258,1.6260162601626018,3.0303030303030303,1.0714285714285714,1.948051948051948,10.362694300518134,4.444444444444445,11.269946808510637,33.33333333333333,50.0,24.21875,26.0,33.427703119251255,5.259312301701713,25.762836700336702,33.40625,23.553216543012507,
3rd-Degree-Burn_Llama-Squared-8B,3rd-Degree-Burn/Llama-Squared-8B,40.18679465559735,44.106925880923455,50.0,61.49732620320856,50.8,41.6,57.199999999999996,34.8,65.2,41.6,36.0,58.8,32.0,65.2,44.0,45.89041095890411,53.6,68.4,40.400000000000006,43.258426966292134,53.6,8.0,16.400000000000002,14.000000000000002,31.2,50.0,27.181208053691275,24.747474747474747,27.106227106227106,28.348214285714285,31.624090745887578,4.229607250755287,9.120521172638437,0.8130081300813009,3.0303030303030303,0.7142857142857143,1.2987012987012987,7.772020725388601,2.9629629629629632,23.66190159574468,30.82010582010582,52.0,21.484375,19.2,44.310256838683536,3.6731147191944777,26.733972046472047,30.894791666666666,26.937306557851354,
4season_final_model_test_v2,4season/final_model_test_v2,56.54429887144895,63.235549383787536,66.4,64.1711229946524,68.0,83.6,54.0,54.0,84.0,67.60000000000001,67.2,87.2,96.0,41.6,24.8,54.109589041095894,77.2,91.2,40.0,91.01123595505618,78.0,96.8,26.0,15.2,39.6,54.400000000000006,32.718120805369125,30.808080808080806,34.798534798534796,31.026785714285715,32.534563846150434,1.3595166163141994,1.6286644951140066,2.4390243902439024,0.7575757575757576,0.0,0.6493506493506493,3.6269430051813467,0.7407407407407408,35.280917553191486,43.12169312169312,56.00000000000001,40.234375,33.2,63.42049783295019,1.4060427197437717,32.21113377363377,43.14479166666667,34.70839355441765,
AALF_FuseChat-Llama-3.1-8B-Instruct-preview,AALF/FuseChat-Llama-3.1-8B-Instruct-preview,46.530029835257494,50.9460163166117,81.6,59.35828877005348,52.800000000000004,60.8,58.4,32.0,64.0,42.0,41.6,65.60000000000001,58.4,66.8,29.599999999999998,51.369863013698634,64.4,57.99999999999999,50.0,64.04494382022472,74.8,28.4,18.0,19.6,34.4,52.800000000000004,30.536912751677853,30.303030303030305,30.76923076923077,30.357142857142854,74.14643146850356,7.02416918429003,12.703583061889251,10.569105691056912,4.545454545454546,1.4285714285714286,1.2987012987012987,12.953367875647666,2.9629629629629632,37.32546542553192,38.095238095238095,55.60000000000001,25.0,34.0,51.198878983499036,6.637392409183438,30.476467976467973,38.2,39.67903887364219,
AALF_FuseChat-Llama-3.1-8B-SFT-preview,AALF/FuseChat-Llama-3.1-8B-SFT-preview,47.6585808794915,52.2131574379448,82.39999999999999,60.42780748663101,51.2,64.4,55.60000000000001,31.6,70.0,39.6,38.4,64.0,60.8,67.2,34.0,50.0,67.2,56.39999999999999,48.8,64.04494382022472,77.60000000000001,44.800000000000004,20.0,20.8,36.4,52.0,30.453020134228186,32.323232323232325,30.586080586080588,29.464285714285715,74.20389012265234,11.404833836858005,21.49837133550489,5.691056910569105,7.575757575757576,1.7857142857142856,6.493506493506493,22.797927461139896,6.666666666666667,37.433510638297875,40.07936507936508,59.199999999999996,25.0,36.4,52.40303130445233,10.358428675551275,30.791199541199546,40.199999999999996,40.96462954155772,
AALF_gemma-2-27b-it-SimPO-37K,AALF/gemma-2-27b-it-SimPO-37K,36.81411337397847,38.899496615170975,74.8,56.68449197860963,32.4,40.0,48.0,20.4,56.39999999999999,26.0,20.8,47.599999999999994,39.6,60.8,15.2,33.56164383561644,23.599999999999998,47.599999999999994,22.400000000000002,48.87640449438202,80.0,20.4,16.8,16.8,37.6,52.400000000000006,28.02013422818792,29.797979797979796,25.457875457875456,30.357142857142854,26.61815095058888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.71409574468085,34.78835978835979,49.6,23.828125,31.2,39.113439179525336,0.0,28.53766603766604,34.876041666666666,24.673372887831405,
AALF_gemma-2-27b-it-SimPO-37K-100steps,AALF/gemma-2-27b-it-SimPO-37K-100steps,36.995719289142556,39.17722617601111,79.2,57.75401069518716,30.0,46.0,50.4,18.4,56.8,24.0,18.8,46.0,41.199999999999996,51.6,16.8,28.767123287671232,20.8,53.2,24.8,48.87640449438202,83.2,21.2,22.400000000000002,15.6,38.0,49.6,28.859060402684566,24.747474747474747,29.67032967032967,29.6875,26.904169824953346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.251662234042552,33.2010582010582,47.599999999999994,21.875,30.4,39.30823076988502,0.0,28.035101472601472,33.291666666666664,24.898862806458297,
