model_dir,n_tasks,mean_all,ifeval,bbh,math,gpqa,musr,mmlu_pro
DeepMount00_Lexora-Lite-3B,44,38.6258911515036,60.29911745280301,48.7217304708713,8.976550479128635,27.630114514028104,39.63287863756614,36.02061170212766
DeepMount00_Lexora-Lite-3B_v2,44,40.0578442602871,53.62837271772231,48.11275415380324,20.699496407335076,27.132009372990918,38.185528273809524,35.43882978723404
DeepMount00_Lexora-Medium-7B,44,41.47220837306793,43.92140631302721,51.43667968429282,12.748831957992298,31.226217795534073,44.374136078042326,43.25132978723404
DeepMount00_Llama-3-8b-Ita,44,39.28429012596562,78.05694446291396,49.35036416775125,5.077025557588582,30.32061298367926,42.65596064814815,38.522273936170215
DeepMount00_Llama-3.1-8b-ITA,44,42.17513150895472,55.99149146486877,51.687849536130734,15.197716539729523,29.83371727079781,44.86422371031746,39.602726063829785
DeepMount00_Llama-3.1-Distilled,44,41.73058373028648,80.4624507418095,50.99582881025147,14.11726991695681,30.317646792059545,40.554985119047615,37.815824468085104
DeepMount00_Qwen2-1.5B-Ita,44,32.683936659121684,53.876935420240514,39.792427106139705,10.23448465436359,25.699021918610843,35.00828373015874,27.71775265957447
DeepMount00_Qwen2-1.5B-Ita_v2,44,32.42769983610959,52.18957920539723,39.52522461300268,8.599285057346764,25.623324231231116,36.990252976190476,30.319148936170215
DeepMount00_Qwen2-1.5B-Ita_v3,44,32.47305208682589,51.15294086357531,39.470402912541616,9.282556805060915,25.025097246154292,37.38711557539682,30.17785904255319
DeepMount00_Qwen2-1.5B-Ita_v5,44,32.83513413800102,51.593826602304105,40.305264856888456,10.113771731422124,25.313251136447445,34.200496031746034,29.429853723404253
DeepMount00_Qwen2-1.5B-Ita_v6,44,33.759471497226365,32.57329441437608,42.471068167517,7.643496537953834,27.905015263446476,37.51784060846561,28.715093085106385
DeepMount00_Qwen2.5-7B-Instruct-MathCoder,44,24.200606043550035,17.118523295965815,29.971669337378444,0.0,26.283073283912213,38.03839699074074,11.178523936170212
DeepMount00_mergekit-ties-okvgjfz,44,24.200606043550035,17.118523295965815,29.971669337378444,0.0,26.283073283912213,38.03839699074074,11.178523936170212
Delta-Vector_Baldur-8B,44,42.110680549347244,51.72874639290417,53.05308594098883,12.061075270635484,29.620452953087177,43.69941716269841,36.54421542553192
Delta-Vector_Control-8B,44,40.97412372559686,55.64297175937622,50.40946039232451,12.446062561391356,32.294427410304095,43.545254629629625,37.31715425531915
Delta-Vector_Control-8B-V1.1,44,40.31327766251843,58.16588873078986,49.9212027820197,11.237709760299472,31.178410108254905,42.36169808201058,37.4501329787234
Delta-Vector_Darkens-8B,44,39.987237938319744,27.48246873850273,52.494195744296604,4.720075798895598,33.06254154356083,41.042729001322755,37.35871010638298
Delta-Vector_Henbane-7b-attempt2,44,41.34197143856842,42.272780666409574,50.59737624787398,18.878945017612637,28.928269018453577,39.721416170634924,40.275930851063826
Delta-Vector_Odin-9B,44,43.12963023193754,37.95385133667558,54.39480661656164,10.82274893589394,34.15598342978796,46.46573660714285,40.46708776595745
Delta-Vector_Tor-8B,44,39.78571537118079,26.248465183490914,52.08138975409201,5.421845120949934,32.5529944631245,40.90966021825396,37.30053191489361
DevQuasar_DevQuasar-R1-Uncensored-Llama-8B,44,44.66543527521608,40.23823455099137,51.175656073437324,30.847589225448065,34.3618510381304,44.346011078042324,36.14527925531915
Dongwei_DeepSeek-R1-Distill-Qwen-7B-GRPO,44,27.57457050257226,40.77154173149465,34.41299637021484,0.0,27.2953463389705,36.59807787698413,23.221409574468087
DoppelReflEx_L3-8B-R1-WolfCore,44,42.671632650937966,39.09294006569236,53.17344617563744,15.107001084064335,32.792608503074106,42.75621693121693,37.16755319148936
DoppelReflEx_L3-8B-R1-WolfCore-V1.5-test,44,41.5436990126659,41.40602490281342,53.141942196631774,10.933879007928793,32.81371959276741,38.39541583994709,37.27559840425532
DoppelReflEx_L3-8B-WolfCore,44,40.39987551637555,41.90686267991153,51.81262913463085,9.079589308632938,31.13692009193268,39.71672867063492,37.05119680851064
DoppelReflEx_MN-12B-FoxFrame-test,44,42.05613710638984,43.893923678063096,54.5544484753801,7.660511177506899,31.697626338985398,42.520548115079364,35.031582446808514
DoppelReflEx_MN-12B-FoxFrame2-test,44,43.236210809243865,45.79111202719894,54.83768790864334,12.720897272133453,32.090793830516986,42.50414186507936,35.68816489361702
DoppelReflEx_MN-12B-FoxFrame3-test,44,42.82024305664079,46.17952588022004,53.93450363808452,12.340323659183085,30.62024722574219,45.95689897486772,35.28922872340425
DoppelReflEx_MN-12B-Kakigori,44,42.10652723879407,40.48048068015089,54.144957360449766,10.167825218590247,32.52961093250523,40.510453869047616,35.812832446808514
DoppelReflEx_MN-12B-LilithFrame,44,38.47614837712193,46.967656928061984,49.4291788928122,6.0307832701797235,32.058240801424525,38.93940972222222,32.56316489361702
DoppelReflEx_MN-12B-LilithFrame-Experiment-2,44,38.576453499461756,45.06548181048507,49.81525897558373,5.762121668386591,32.54559775375631,38.02433449074074,32.7626329787234
DoppelReflEx_MN-12B-LilithFrame-Experiment-3,44,42.82705218189753,45.17037017336224,54.6702796454524,11.674994778947992,32.95760389405524,40.37504133597884,36.03723404255319
DoppelReflEx_MN-12B-LilithFrame-Experiment-4,44,42.89944554901985,42.64246643350754,55.33096570916036,9.213897809326182,31.59684828361422,43.69238591269841,36.48603723404255
DoppelReflEx_MN-12B-Mimicore-GreenSnake,44,43.309300697050205,51.33030359446269,54.79654188896663,12.068110353502307,32.27816966543896,43.041104497354496,36.51097074468085
DoppelReflEx_MN-12B-Mimicore-Nocturne,44,44.17809457597984,42.75738374180508,57.023099309214906,9.501483956689423,32.149425658234385,45.67669890873016,36.336436170212764
DoppelReflEx_MN-12B-Mimicore-Orochi,44,43.16420095233534,48.849829563336385,54.96333617442013,10.418492170450348,31.65540415959879,45.436342592592595,34.466422872340424
DoppelReflEx_MN-12B-Mimicore-Orochi-v2-Experiment,44,39.74200756798159,29.534468543464676,53.210465769318326,0.37309688094802385,30.051683029870947,45.71185515873017,34.23371010638298
DoppelReflEx_MN-12B-Mimicore-Orochi-v3-Experiment,44,41.43778103760493,42.96217369911834,54.36864784089538,5.2223155311306115,29.641102803330156,44.36241732804233,33.9594414893617
DoppelReflEx_MN-12B-Mimicore-Orochi-v4-Experiment,44,42.57823957367039,46.44809106504076,54.609783429697586,9.439341395174274,30.873575646016928,44.48142361111111,35.197805851063826
DoppelReflEx_MN-12B-Mimicore-WhiteSnake,44,43.88834410636886,46.96139576324153,56.03091312374651,10.552465425321772,32.16649151789672,45.674355158730165,36.57746010638298
