C,L_ctx,g_form,N,D,Q,L,tokens_per_param,C_train,C_quality,C_attn,share_train,share_quality,share_attn,Q_at_lower,Q_at_upper,D_at_wall,p,regime,cost_form,N_noQ,D_noQ,L_noQ,gain_vs_noQ,tpp_noQ,check_L,check_absdiff_L,check_reldiff_N
1e+19,8192,power,426782126.9982839,1391252309.859527,1.0,2.94215121176796,3.2598654485479925,3.5625697199587476e+18,5.464611241844517e+18,9.728190381967352e+17,0.35625697199587475,0.5464611241844517,0.09728190381967353,False,True,False,p*,R2 质量饱和(Q*=1),幂函数型 γQ^λ,204360238.31119728,6406210459.971548,2.993957745700882,0.051806533932921894,31.34763647229775,,,
1e+19,8192,power,426782107.0641447,1391252339.3316684,1.0,2.981821414716938,3.259865669866439,3.5625696290273393e+18,5.464611357606262e+18,9.728190133663987e+17,0.35625696290273395,0.5464611357606262,0.09728190133663987,False,True,False,p_ref,R2 质量饱和(Q*=1),幂函数型 γQ^λ,204360217.06646532,6406211125.943752,3.034692153021072,0.0528707383041338,31.34764298992803,,,
1e+19,32768,power,307556195.2029541,1283899159.884888,1.0,3.003674144255893,4.174518933158385,2.3692268438307927e+18,5.042945648880962e+18,2.587827507288247e+18,0.23692268438307926,0.5042945648880962,0.2587827507288247,False,True,False,p*,R2 质量饱和(Q*=1),幂函数型 γQ^λ,163283594.58550057,4878532033.619698,3.098455218472077,0.09478107421618365,29.877661904761293,3.003674144255788,1.0524914273446484e-13,2.36254047436546e-08
1e+19,32768,power,307556194.83034754,1283899160.6559346,1.0,3.0446065152240758,4.174518940722855,2.3692268423832975e+18,5.042945651909506e+18,2.587827505707197e+18,0.23692268423832977,0.5042945651909506,0.2587827505707197,False,True,False,p_ref,R2 质量饱和(Q*=1),幂函数型 γQ^λ,163283588.91975814,4878532202.89884,3.141293070212038,0.0966865549879623,29.877663978198562,3.0446065152240696,6.217248937900877e-15,1.363938162413092e-07
1e+19,131072,power,167751178.54079556,1071600049.696207,1.0,3.1407560599854825,6.3880329128990505,1.078573027565483e+18,4.2090695101324186e+18,4.7123574623021e+18,0.1078573027565483,0.4209069510132419,0.47123574623021003,False,True,False,p*,R2 质量饱和(Q*=1),幂函数型 γQ^λ,106680391.84303415,2909814816.0051336,3.320140992664835,0.17938493267935263,27.276004200345785,,,
1e+19,131072,power,167751144.77766782,1071600174.5949937,1.0,3.184430040432134,6.388034943160951,1.0785729361935534e+18,4.209070000714399e+18,4.712357063092048e+18,0.10785729361935534,0.42090700007143994,0.4712357063092048,False,True,False,p_ref,R2 质量饱和(Q*=1),幂函数型 γQ^λ,106680375.25438647,2909815268.477228,3.367271853435075,0.18284181300294122,27.276012683106707,,,
1e+19,30000,power,316772276.27807873,1293811103.4770741,1.0,2.9978018157550834,4.0843571245524695,2.459060929933714e+18,5.081878140132572e+18,2.4590609299337144e+18,0.2459060929933714,0.5081878140132572,0.24590609299337143,False,True,False,p*,R2 质量饱和(Q*=1),幂函数型 γQ^λ,166643856.72012508,5000684392.061926,3.088634301648591,0.09083248589350745,30.008213266814103,,,
1e+19,30000,power,316772259.28182983,1293811137.6180623,1.0,3.0386146032033503,4.084357451474211,2.459060862883608e+18,5.081878274232783e+18,2.459060862883608e+18,0.2459060862883608,0.5081878274232783,0.2459060862883608,False,True,False,p_ref,R2 质量饱和(Q*=1),幂函数型 γQ^λ,166643867.91232502,5000684056.204025,3.131276803926818,0.09266220072346787,30.008209235967772,,,
1e+19,2048,log,271395642.77613866,4122316672.0715513,1.0,2.7578647897078783,15.189325185562591,6.712672697661909e+18,2.8290755128443715e+18,4.582517894937197e+17,0.6712672697661909,0.2829075512844371,0.04582517894937197,False,True,False,p*,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),221207724.89147624,7052917166.997083,2.9589429828909948,0.20107819318311648,31.88368385623612,2.757864789707871,7.105427357601002e-15,3.212374610761515e-08
1e+19,2048,log,271395620.1463985,4122316918.5580993,1.0,2.7936194849715603,15.1893273603104,6.712672539312394e+18,2.829075682003879e+18,4.582517786837262e+17,0.6712672539312394,0.28290756820038787,0.04582517786837262,False,True,False,p_ref,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),221207712.47868043,7052917562.762762,2.998959748645343,0.20534026367378289,31.883687434462797,2.7936194849715448,1.554312234475219e-14,1.5256352314807486e-07
1e+19,4096,log,261715727.30444163,4046985820.71731,1.0,2.766363399052684,15.463288593312702,6.354959024758759e+18,2.7773772363941765e+18,8.676637388470628e+17,0.635495902475876,0.2777377236394177,0.08676637388470627,False,True,False,p*,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),215104412.0868,6817376096.196163,2.971201287593638,0.20483788854095408,31.693334553478063,,,
1e+19,4096,log,261715655.85609865,4046986618.69186,1.0,2.8023035279389,15.463295863802085,6.354958542910771e+18,2.777377784030479e+18,8.676636730587507e+17,0.6354958542910771,0.27773777840304786,0.08676636730587507,False,True,False,p_ref,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),215104425.44240847,6817375672.912422,3.011470056730087,0.20916652879118702,31.693330617866295,,,
1e+19,8192,log,244947931.1938027,3910384628.08201,1.0,2.7822030050842437,15.964146376023542,5.747043748924416e+18,2.68363017136929e+18,1.5693260797062938e+18,0.5747043748924416,0.268363017136929,0.15693260797062938,False,True,False,p*,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),204360238.31119728,6406210459.971548,2.993957745700882,0.21175474061663824,31.34763647229775,,,
1e+19,8192,log,244947949.82204217,3910384410.5049324,1.0,2.818487406160103,15.964144273695196,5.747043866215548e+18,2.6836300220498586e+18,1.5693261117345925e+18,0.5747043866215548,0.2683630022049859,0.15693261117345925,False,True,False,p_ref,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),204360217.06646532,6406211125.943752,3.034692153021072,0.2162047468609689,31.34764298992803,,,
1e+19,32768,log,184138514.40566874,3335685912.539858,1.0,2.855906162039478,18.11509082337404,3.6853694907540413e+18,2.2892242601450117e+18,4.025406249100948e+18,0.36853694907540413,0.22892242601450116,0.4025406249100948,False,True,False,p*,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),163283594.58550057,4878532033.619698,3.098455218472077,0.24254905643259894,29.877661904761293,2.85590616203937,1.0791367799356522e-13,2.723221175227053e-07
1e+19,32768,log,184138617.6653608,3335684470.194617,1.0,2.893770501035286,18.115072832015226,3.685369963856689e+18,2.2892232702881114e+18,4.0254067658552e+18,0.3685369963856689,0.22892232702881113,0.40254067658552,False,True,False,p_ref,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),163283588.91975814,4878532202.89884,3.141293070212038,0.24752256917675197,29.877663978198562,2.893770501035233,5.3290705182007514e-14,2.4156083222592883e-07
1e+19,131072,log,109378525.19275379,2375383532.061982,1.0,3.0165930759038297,21.71709234400382,1.558895685024564e+18,1.630185140724115e+18,6.810919174251322e+18,0.1558895685024564,0.1630185140724115,0.6810919174251322,False,True,False,p*,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),106680391.84303415,2909814816.0051336,3.320140992664835,0.30354791676100534,27.276004200345785,,,
1e+19,131072,log,109378513.89881976,2375383737.349628,1.0,3.0577878826523386,21.717096463268543,1.5588956587843602e+18,1.6301852816095194e+18,6.810919059606122e+18,0.15588956587843603,0.16301852816095194,0.6810919059606122,False,True,False,p_ref,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),106680375.25438647,2909815268.477228,3.367271853435075,0.3094839707827366,27.276012683106707,,,
1e+19,30000,log,188912290.96710896,3386122521.6093626,1.0,2.848916094026617,17.92431029381202,3.8380809783152916e+18,2.3238380433694177e+18,3.8380809783152916e+18,0.38380809783152914,0.23238380433694178,0.38380809783152914,False,True,False,p*,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),166643856.72012508,5000684392.061926,3.088634301648591,0.2397182076219737,30.008213266814103,,,
1e+19,30000,log,188912302.29699406,3386122365.721584,1.0,2.8866320938365018,17.92430839362791,3.838081031806851e+18,2.3238379363862984e+18,3.838081031806851e+18,0.3838081031806851,0.23238379363862985,0.3838081031806851,False,True,False,p_ref,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),166643867.91232502,5000684056.204025,3.131276803926818,0.2446447100903164,30.008209235967772,,,
1e+19,2048,filter,311659296.691868,3441856220.8439565,0.8616864474444703,2.8945254934778544,11.043650092834735,6.436118934616548e+18,3.1245086794469606e+18,4.393723859364898e+17,0.6436118934616548,0.31245086794469606,0.04393723859364898,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),221207724.89147624,7052917166.997083,2.9589429828909948,0.0644174894131404,31.88368385623612,2.8945254934778326,2.1760371282653068e-14,5.491714238914369e-08
1e+19,2048,filter,311659418.01110774,3441854778.869931,0.8616864854299353,2.933203954225128,11.043641167125779,6.436118743568117e+18,3.124508883537634e+18,4.393723728942501e+17,0.6436118743568117,0.3124508883537634,0.04393723728942501,False,False,False,p_ref,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),221207712.47868043,7052917562.762762,2.998959748645343,0.06575579442021517,31.883687434462797,2.9332039542249397,1.8829382497642655e-13,3.2334969457537e-07
1e+19,4096,filter,302354455.75761646,3337624051.3019867,0.8639414230944485,2.903835794788558,11.038779114198354,6.054873021329659e+18,3.118434982158132e+18,8.266919965122095e+17,0.6054873021329659,0.3118434982158132,0.08266919965122095,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),215104412.0868,6817376096.196163,2.971201287593638,0.06736549280507997,31.693334553478063,,,
1e+19,4096,filter,302354471.62782246,3337623534.510074,0.8639414528343848,2.9427091743316596,11.038776825561419,6.054872401616272e+18,3.1184356864830525e+18,8.266919119006751e+17,0.6054872401616272,0.31184356864830526,0.0826691911900675,False,False,False,p_ref,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),215104425.44240847,6817375672.912422,3.011470056730087,0.06876088239842737,31.693330617866295,,,
1e+19,8192,filter,285937679.76658654,3156881655.5606422,0.8679381804452803,2.921088294499025,11.040453493704057,5.416028495332263e+18,3.105034656875674e+18,1.4789368477920632e+18,0.5416028495332262,0.3105034656875674,0.14789368477920634,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),204360238.31119728,6406210459.971548,2.993957745700882,0.07286945120185706,31.34763647229775,,,
1e+19,8192,filter,285937676.43543345,3156881522.4180746,0.8679381929731814,2.9603215175531035,11.040453156689614,5.416028203813068e+18,3.105035027999043e+18,1.4789367681878884e+18,0.5416028203813068,0.3105035027999043,0.14789367681878884,False,False,False,p_ref,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),204360217.06646532,6406211125.943752,3.034692153021072,0.07437063546796852,31.34764298992803,,,
1e+19,32768,filter,223086324.8860747,2492955644.1904397,0.8836983794797842,2.9999172655564297,11.174847429413424,3.3368658765986524e+18,3.0183867552551936e+18,3.6447473681461545e+18,0.33368658765986525,0.30183867552551935,0.36447473681461545,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),163283594.58550057,4878532033.619698,3.098455218472077,0.09853795291564715,29.877661904761293,2.9999172655562725,1.5720758028692217e-13,1.9251542737741545e-07
