C,L_ctx,g_form,N,D,Q,L,tokens_per_param,C_train,C_quality,C_attn,share_train,share_quality,share_attn,Q_at_lower,Q_at_upper,D_at_wall,p,regime,cost_form,N_noQ,D_noQ,L_noQ,gain_vs_noQ,tpp_noQ,check_L,check_absdiff_L,check_reldiff_N
1e+24,30000,log,25256166765.312195,3292069609950.9487,1.0,1.87321139901869,130.3471599844045,4.9887035443162456e+23,2.2592911367508098e+21,4.988703544316246e+23,0.4988703544316246,0.00225929113675081,0.49887035443162464,False,True,False,p*,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),30207269826.396664,2758717812376.158,1.9227910014609924,0.049579602442302306,91.32628761985795,,,
1e+24,30000,log,25256165019.910034,3292069836945.172,1.0,1.884582910237766,130.34717798010723,4.9887035435373345e+23,2.2592912925330676e+21,4.988703543537336e+23,0.49887035435373345,0.0022592912925330677,0.4988703543537336,False,True,False,p_ref,R2 质量饱和(Q*=1),对数渐进型 γln(1+λQ),30207285309.49068,2758716398363.3853,1.9360689063900651,0.051485996152299096,91.32619399918859,,,
1e+24,2048,filter,36488387740.25843,3998128511208.3667,0.9869253422569043,1.8597225780427908,109.57262731554304,8.753115801141185e+23,6.493381601675779e+22,5.975460386912381e+22,0.8753115801141185,0.0649338160167578,0.05975460386912381,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),40097988536.5434,3890867889638.916,1.9010257729167794,0.04130319487398859,97.03399176976082,1.8597225780427864,4.440892098500626e-15,9.909086728931982e-08
1e+24,2048,filter,36488389599.47201,3998128485659.773,0.9869253342900169,1.870545572330847,109.57262103224272,8.753116191210049e+23,6.493377434700106e+22,5.975460653199394e+22,0.8753116191210049,0.06493377434700107,0.05975460653199394,False,False,False,p_ref,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),40097988520.25391,3890867891219.551,1.9134860832378842,0.0429405109070371,97.03399184859943,1.870545572330822,2.5091040356528538e-14,2.0046003756934994e-07
1e+24,4096,filter,35434548870.021614,3873675735306.873,0.9871353295712668,1.8613185609805616,109.31917743657478,8.235717128960899e+23,6.398329590316405e+22,1.1244499120074614e+23,0.8235717128960899,0.06398329590316405,0.11244499120074614,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),38991637430.44475,3760928685702.935,1.9030824647319011,0.04176390375133954,96.45475116072951,,,
1e+24,4096,filter,35434548964.72524,3873675802333.972,0.987135325749574,1.8722072237571885,109.31917903597926,8.235717293476468e+23,6.398327720542089e+22,1.1244499344693206e+23,0.8235717293476469,0.0639832772054209,0.11244499344693205,False,False,False,p_ref,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),38991652681.99469,3760927214619.0557,1.9156212431721493,0.043414019414960814,96.45467570436561,,,
1e+24,8192,filter,33584438061.687378,3655407563940.164,0.9875115494871631,1.864282567793972,108.84230241476627,7.365888535282319e+23,6.22732835349922e+22,2.0113786293677584e+23,0.7365888535282319,0.0622732835349922,0.20113786293677585,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),37044033563.03094,3534104065757.0166,1.9069008383893908,0.042618270595418783,95.40278759718996,,,
1e+24,8192,filter,33584406693.88816,3655410904487.911,0.9875115421588312,1.8752926280120767,108.84250354058328,7.365888386975736e+23,6.227330241540906e+22,2.011378588870174e+23,0.7365888386975735,0.062273302415409064,0.2011378588870174,False,False,False,p_ref,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),37044049469.24687,3534102548260.3286,1.919584605965,0.04429197795292317,95.40270566786334,,,
1e+24,32768,filter,26573348170.848457,2832088593470.7515,0.9890382415785177,1.8779120086702432,106.57627993515753,4.515484574699207e+23,5.52402140509342e+22,4.932113284791454e+23,0.45154845746992067,0.055240214050934204,0.4932113284791454,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),29598149276.652996,2691331269750.3066,1.924439670789657,0.046527662119413726,90.92903899478699,1.8779120086702388,4.440892098500626e-15,5.13710557870084e-07
1e+24,32768,filter,26573328410.87092,2832090845263.356,0.9890382238384695,1.8894713481387062,106.57644392430615,4.5154848072362505e+23,5.52401653979835e+22,4.9321135387839156e+23,0.4515484807236251,0.055240165397983494,0.49321135387839155,False,False,False,p_ref,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),29598164887.37492,2691329850283.113,1.937778403096161,0.04830705495745469,90.92894307886966,1.8894713481386924,1.3766765505351941e-14,2.605646087783242e-07
1e+24,131072,filter,17091041612.848162,1736732740051.3264,0.991454505711085,1.9069124345338522,101.61655324422945,1.7809542918367817e+23,4.379376768421966e+22,7.781108031321022e+23,0.17809542918367818,0.04379376768421966,0.7781108031321021,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),19337783778.45508,1605252123606.5547,1.9616711877812802,0.05475875324742807,83.01117346213292,,,
1e+24,131072,filter,17091049255.808947,1736732021278.2788,0.9914545031013955,1.9195966410791605,101.61646574671208,1.7809543511884616e+23,4.379373581790707e+22,7.781108290632469e+23,0.17809543511884618,0.04379373581790707,0.7781108290632469,False,False,False,p_ref,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),19337782616.587658,1605252220054.5386,1.9763466654174058,0.056750024338245275,83.01118343721464,,,
1e+24,30000,filter,27143008410.63249,2898693654422.6396,0.9889074093395123,1.876629846878058,106.79338157988266,4.720755974510444e+23,5.584880509791124e+22,4.720755974510444e+23,0.4720755974510444,0.05584880509791124,0.4720755974510444,False,False,False,p*,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),30207269826.396664,2758717812376.158,1.9227910014609924,0.04616115458293435,91.32628761985795,,,
1e+24,30000,filter,27143031330.97341,2898691173037.0264,0.9889074206066575,1.8881381165066535,106.79319998165704,4.720755919713604e+23,5.584881605727896e+22,4.720755919713605e+23,0.4720755919713604,0.05584881605727896,0.4720755919713605,False,False,False,p_ref,R1 质量内点(Q0<Q*<1),改进型(过滤产出率) γ_f/(1-Q),30207285309.49068,2758716398363.3853,1.9360689063900651,0.047930789883411595,91.32619399918859,,,
