index,arxiv,freelaw,nih_exporter,pubmed_central,wikipedia_en,dm_mathematics,github,philpapers,stackexchange,enron_emails,gutenberg_pg_19,pile_cc,ubuntu_irc,europarl,hackernews,pubmed_abstracts,uspto_backgrounds,loss_arxiv,loss_freelaw,loss_pubmed_central,loss_wikipedia_en,loss_dm_mathematics,loss_github,loss_stackexchange,loss_gutenberg_pg_19,loss_pile_cc,loss_ubuntu_irc,loss_hackernews,loss_pubmed_abstracts,loss_uspto_backgrounds,raw_sum,L_avg
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.209,0.787,0.0,0.0,0.0,0.0,0.0,7.0255866050720215,5.360580921173096,6.536046981811523,5.639575004577637,5.820674896240234,6.632823467254639,6.107803821563721,4.726566791534424,5.169477939605713,7.224245071411133,5.206871032714844,5.892633438110352,5.417374610900879,1.0,5.904635429382324
2,0.025050100200400802,0.002004008016032064,0.050100200400801605,0.0,0.047094188376753505,0.0,0.3046092184368737,0.009018036072144287,0.003006012024048096,0.001002004008016032,0.1032064128256513,0.29959919839679355,0.02404809619238477,0.04008016032064128,0.09018036072144288,0.001002004008016032,0.0,4.738541603088379,5.466145038604736,5.808464050292969,5.42556619644165,4.61490535736084,4.141744136810303,4.922904014587402,4.954422473907471,5.343518733978272,5.278083324432373,4.80118989944458,5.653641700744629,5.584351062774658,0.998,5.133344430189866
3,0.679,0.0,0.0,0.044,0.0,0.001,0.0,0.003,0.0,0.001,0.0,0.269,0.0,0.0,0.0,0.003,0.0,3.730258703231812,5.793972492218018,4.72146463394165,5.933119773864746,4.077418327331543,6.540956497192383,6.079324245452881,5.561453819274902,5.506680965423584,7.476072311401367,5.495143413543701,5.626057624816895,5.50736665725708,1.0,5.542253035765428
4,0.007992007992007994,0.02497502497502498,0.0,0.006993006993006994,0.014985014985014986,0.0,0.31468531468531474,0.0,0.2157842157842158,0.0,0.10889110889110891,0.005994005994005995,0.0,0.008991008991008992,0.0,0.05394605394605395,0.23676323676323677,4.887355327606201,5.040224075317383,5.371085166931152,5.858128547668457,5.298433780670166,4.150362968444824,4.455072402954102,5.095427989959717,5.828740119934082,7.491352558135986,5.551083087921143,5.268948078155518,4.475535392761231,1.001,5.290134576650766
5,0.19280719280719283,0.0029970029970029974,0.0,0.059940059940059943,0.009990009990009992,0.06093906093906094,0.03096903096903097,0.0,0.41658341658341663,0.0,0.1278721278721279,0.02197802197802198,0.0,0.007992007992007994,0.0009990009990009992,0.0,0.06693306693306694,4.034541130065918,5.597909927368164,4.6931257247924805,5.8146257400512695,2.008139610290528,4.485220432281494,4.24920654296875,5.003798007965088,5.760408401489258,7.100966453552246,5.329304218292236,5.664215087890625,4.813331127166748,1.001,4.9657532618596
6,0.5065065065065065,0.005005005005005005,0.0,0.011011011011011011,0.13813813813813816,0.0,0.2102102102102102,0.0,0.0,0.002002002002002002,0.0,0.0,0.026026026026026026,0.0990990990990991,0.0,0.001001001001001001,0.001001001001001001,3.848159790039064,5.519326210021973,5.222227573394775,5.401707172393799,5.442045211791992,4.315804481506348,5.147463321685791,5.998071670532227,5.9236016273498535,5.313143730163574,5.817320823669434,6.0437750816345215,5.67151403427124,0.999,5.358781594496507
7,0.0,0.0,0.009,0.319,0.016,0.004,0.0,0.001,0.028,0.019,0.004,0.185,0.008,0.0,0.004,0.001,0.402,5.365633010864258,5.7348151206970215,4.126685619354248,5.565597534179688,2.9376449584960938,5.73452091217041,5.128252029418945,5.392933368682861,5.41911506652832,5.869746685028076,5.159833908081055,5.069451332092285,4.25531530380249,1.0,5.058426526876596
8,0.0,0.5675675675675675,0.014014014014014014,0.0,0.0,0.0,0.0,0.022022022022022022,0.0,0.0,0.003003003003003003,0.3933933933933934,0.0,0.0,0.0,0.0,0.0,7.175310134887695,3.980865478515625,6.568063259124756,5.785682678222656,5.779679298400879,6.64463996887207,6.25684118270874,5.178667545318604,5.321898460388184,7.332483768463135,5.339742183685303,5.812262058258057,5.509659290313721,0.999,5.898907331319956
9,0.0,0.0,0.0,0.828,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.0,5.732336521148682,6.613649368286133,3.839976310729981,6.18618631362915,5.692158222198486,7.759432315826416,6.9663615226745605,6.6692962646484375,6.354576110839844,8.405691146850586,6.47177791595459,4.594342708587647,5.514229774475098,1.0,6.21538573044997
10,0.006,0.0,0.0,0.307,0.59,0.0,0.005,0.0,0.036,0.0,0.014,0.042,0.0,0.0,0.0,0.0,0.0,4.920166969299316,5.735522270202637,4.18813419342041,4.815326690673828,5.443886756896973,5.298417091369629,5.052807331085205,5.244697570800781,5.520979404449463,7.628385543823242,5.575355052947998,5.24343204498291,5.451025485992432,1.0,5.393702800457294
11,0.0,0.924,0.0,0.0,0.003,0.0,0.004,0.0,0.001,0.0,0.019,0.0,0.0,0.0,0.0,0.049,0.0,7.649549961090088,3.8723204135894775,6.194097995758057,6.082755088806152,6.095431327819824,6.030669212341309,6.349047660827637,5.227353572845459,6.076876163482666,8.171777725219727,5.95081901550293,5.37153434753418,5.747413158416748,1.0,6.063049664864173
12,0.0,0.5911823647294588,0.04609218436873747,0.1342685370741483,0.002004008016032064,0.0,0.0,0.013026052104208414,0.002004008016032064,0.0,0.1713426853707415,0.0,0.0,0.0,0.0,0.04008016032064128,0.0,6.068508148193359,4.028927326202393,4.410226821899414,5.977132320404053,5.78095817565918,6.723077297210693,6.378947734832764,4.868281841278076,5.962575435638428,7.836051940917969,5.869334697723389,5.124939918518066,5.561253070831299,0.9980000000000001,5.737708825331468
13,0.0,0.006,0.0,0.818,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.161,0.0,0.001,0.012,0.0,0.0,5.616719722747803,5.331273078918457,3.885855674743652,5.94351863861084,5.511852741241455,6.898706912994385,6.376709938049316,5.554836273193359,5.542590618133545,7.0256781578063965,5.158526420593262,4.978461265563965,5.384755611419678,1.0,5.631498850308931
14,0.0,0.00899100899100899,0.03396603396603397,0.1858141858141858,0.045954045954045945,0.01898101898101898,0.07192807192807192,0.007992007992007992,0.02597402597402597,0.0,0.0779220779220779,0.012987012987012984,0.03496503496503497,0.001998001998001998,0.10789210789210787,0.34365634365634357,0.020979020979020976,5.436479568481445,5.218822956085205,4.133479595184326,5.507219314575195,2.3308768272399902,4.662861347198486,4.974141597747803,5.0477824211120605,5.597803115844727,5.373387336730957,4.832281112670898,4.571138381958008,4.946125507354736,1.0010000000000001,4.817876852475679
